Machines > Bridgeport Mill 2 > Spindle > Y-Radial > Band 1,,,Machines > Bridgeport Mill 2 > Spindle > Y-Radial > Damage Accumulation,,,Machines > Bridgeport Mill 2 > Spindle > X-Axial > Peak Acceleration,,,Machines > Bridgeport Mill 2 > Spindle > X-Axial > Peak Velocity,,,Machines > Bridgeport Mill 2 > Spindle > X-Axial > RMS Velocity,,,Machines > Bridgeport Mill 2 > Spindle > X-Axial > Temperature,,,Machines > Bridgeport Mill 2 > Spindle > X-Axial > Band 1,,,Machines > Bridgeport Mill 2 > Spindle > X-Axial > Damage Accumulation,,,Machines > Bridgeport Mill 2 > Spindle > Y-Radial > Peak Acceleration,,,Machines > Bridgeport Mill 2 > Spindle > Y-Radial > Peak Velocity,,,Machines > Bridgeport Mill 2 > Spindle > Y-Radial > RMS Velocity,,,Machines > Bridgeport Mill 2 > Spindle > Y-Radial > Temperature,,,Machines > Bridgeport Mill 2 > Spindle > Battery Voltage,
2/21/20 0:43,0.0030234,,2/21/20 0:43,0.9871352,,2/21/20 1:02,0.0466066,,2/21/20 1:02,0.0160216,,2/21/20 1:02,0.0050004,,2/21/20 0:44,68.98325577,,2/21/20 1:02,0.0032834,,2/21/20 1:02,0.9835256,,2/21/20 0:43,0.0456199,,2/21/20 0:43,0.0100946,,2/21/20 0:43,0.0038424,,2/21/20 0:44,68.98325577,,2/21/20 0:44,3.129865646
2/21/20 0:53,0.0018609,,2/21/20 0:53,0.9939435,,2/21/20 1:12,0.0441165,,2/21/20 1:12,0.0132923,,2/21/20 1:12,0.0038404,,2/21/20 0:53,69.08896828,,2/21/20 1:12,0.0028825,,2/21/20 1:12,0.9522809,,2/21/20 0:53,0.0492565,,2/21/20 0:53,0.0091257,,2/21/20 0:53,0.0027824,,2/21/20 0:53,69.08896828,,2/21/20 0:53,3.130158663
2/21/20 1:03,0.0082428,,2/21/20 1:03,0.9614668,,2/21/20 1:22,0.0523258,,2/21/20 1:22,0.0090206,,2/21/20 1:22,0.0032975,,2/21/20 1:03,68.84236641,,2/21/20 1:22,0.0030066,,2/21/20 1:22,0.964334,,2/21/20 1:03,0.0476773,,2/21/20 1:03,0.0185353,,2/21/20 1:03,0.0080865,,2/21/20 1:03,68.84236641,,2/21/20 1:03,3.130451918
2/21/20 1:12,0.0024482,,2/21/20 1:12,1.032592,,2/21/20 1:32,0.0449936,,2/21/20 1:32,0.0126921,,2/21/20 1:32,0.0031365,,2/21/20 1:13,69.08896828,,2/21/20 1:32,0.001709,,2/21/20 1:32,0.9871989,,2/21/20 1:12,0.046497,,2/21/20 1:12,0.0101788,,2/21/20 1:12,0.0027941,,2/21/20 1:13,69.08896828,,2/21/20 1:13,3.130256414
2/21/20 1:22,0.0037063,,2/21/20 1:22,0.9557037,,2/21/20 1:43,0.0482052,,2/21/20 1:43,0.0084456,,2/21/20 1:43,0.0035499,,2/21/20 1:23,69.37083626,,2/21/20 1:43,0.0013618,,2/21/20 1:43,0.9650136,,2/21/20 1:22,0.0460212,,2/21/20 1:22,0.0094277,,2/21/20 1:22,0.0037132,,2/21/20 1:23,69.37083626,,2/21/20 1:23,3.129475117
2/21/20 1:32,0.0018778,,2/21/20 1:32,1.0264902,,2/21/20 1:53,0.0513853,,2/21/20 1:53,0.0102796,,2/21/20 1:53,0.0030168,,2/21/20 1:33,69.15941467,,2/21/20 1:53,0.0028221,,2/21/20 1:53,0.9545388,,2/21/20 1:32,0.0464141,,2/21/20 1:32,0.0097019,,2/21/20 1:32,0.0025555,,2/21/20 1:33,69.15941467,,2/21/20 1:33,3.129670382
2/21/20 1:43,0.0025673,,2/21/20 1:43,1.0087629,,2/21/20 2:03,0.0460777,,2/21/20 2:03,0.0099139,,2/21/20 2:03,0.0032383,,2/21/20 1:44,68.94803429,,2/21/20 2:03,0.0026689,,2/21/20 2:03,1.0058288,,2/21/20 1:43,0.040328,,2/21/20 1:43,0.0093115,,2/21/20 1:43,0.0031247,,2/21/20 1:44,68.94803429,,2/21/20 1:44,3.130060911
2/21/20 1:53,0.0020663,,2/21/20 1:53,1.0033385,,2/21/20 2:13,0.0438772,,2/21/20 2:13,0.0134295,,2/21/20 2:13,0.0043263,,2/21/20 1:53,68.31389656,,2/21/20 2:13,0.0052573,,2/21/20 2:13,1.0003696,,2/21/20 1:53,0.0508988,,2/21/20 1:53,0.0118291,,2/21/20 1:53,0.0032931,,2/21/20 1:53,68.31389656,,2/21/20 1:53,3.129963398
2/21/20 2:03,0.0021888,,2/21/20 2:03,0.9640943,,2/21/20 2:22,0.0438965,,2/21/20 2:22,0.0118755,,2/21/20 2:22,0.0033647,,2/21/20 2:03,67.78542671,,2/21/20 2:22,0.0035579,,2/21/20 2:22,1.0053739,,2/21/20 2:03,0.0371494,,2/21/20 2:03,0.0098723,,2/21/20 2:03,0.0030235,,2/21/20 2:03,67.78542671,,2/21/20 2:03,3.130060911
2/21/20 2:13,0.002726,,2/21/20 2:13,1.0003255,,2/21/20 2:32,0.0482458,,2/21/20 2:32,0.0111253,,2/21/20 2:32,0.0036726,,2/21/20 2:13,67.46833725,,2/21/20 2:32,0.0024303,,2/21/20 2:32,0.9967132,,2/21/20 2:13,0.047734,,2/21/20 2:13,0.0118677,,2/21/20 2:13,0.003328,,2/21/20 2:13,67.46833725,,2/21/20 2:13,3.129963398
2/21/20 2:22,0.0022921,,2/21/20 2:22,0.9888226,,2/21/20 2:42,0.0448293,,2/21/20 2:42,0.0125802,,2/21/20 2:42,0.0033831,,2/21/20 2:23,67.43311234,,2/21/20 2:42,0.0018688,,2/21/20 2:42,1.031867,,2/21/20 2:22,0.0481467,,2/21/20 2:22,0.0095429,,2/21/20 2:22,0.0030128,,2/21/20 2:23,67.43311234,,2/21/20 2:23,3.130158663
2/21/20 2:32,0.0028619,,2/21/20 2:32,1.0159917,,2/21/20 2:53,0.0426313,,2/21/20 2:53,0.0100223,,2/21/20 2:53,0.0035125,,2/21/20 2:33,66.97508888,,2/21/20 2:53,0.0031761,,2/21/20 2:53,0.955752,,2/21/20 2:32,0.0408218,,2/21/20 2:32,0.0109439,,2/21/20 2:32,0.0032822,,2/21/20 2:33,66.97508888,,2/21/20 2:33,3.12957263
2/21/20 2:42,0.0024837,,2/21/20 2:42,0.9801692,,2/21/20 3:03,0.0529024,,2/21/20 3:03,0.0113399,,2/21/20 3:03,0.0035608,,2/21/20 2:42,66.62277451,,2/21/20 3:03,0.0031451,,2/21/20 3:03,1.015332,,2/21/20 2:42,0.0430392,,2/21/20 2:42,0.0104404,,2/21/20 2:42,0.0031172,,2/21/20 2:42,66.62277451,,2/21/20 2:42,3.130451918
2/21/20 2:53,0.0038227,,2/21/20 2:53,0.9731273,,2/21/20 3:13,0.0420599,,2/21/20 3:13,0.0077966,,2/21/20 3:13,0.0025261,,2/21/20 2:53,66.55233154,,2/21/20 3:13,0.0021185,,2/21/20 3:13,0.9988419,,2/21/20 2:53,0.0582515,,2/21/20 2:53,0.0113659,,2/21/20 2:53,0.0032203,,2/21/20 2:53,66.55233154,,2/21/20 2:53,3.129768133
2/21/20 3:03,0.0031541,,2/21/20 3:03,1.0509558,,2/21/20 3:23,0.0410522,,2/21/20 3:23,0.0110559,,2/21/20 3:23,0.0032339,,2/21/20 3:03,66.48184052,,2/21/20 3:23,0.0020159,,2/21/20 3:23,1.0162194,,2/21/20 3:03,0.0484596,,2/21/20 3:03,0.011886,,2/21/20 3:03,0.0031364,,2/21/20 3:03,66.48184052,,2/21/20 3:03,3.129963398
2/21/20 3:13,0.0019462,,2/21/20 3:13,1.0492391,,2/21/20 3:32,0.0441553,,2/21/20 3:32,0.0099881,,2/21/20 3:32,0.0032237,,2/21/20 3:13,66.44661903,,2/21/20 3:32,0.0018719,,2/21/20 3:32,0.9683105,,2/21/20 3:13,0.0445974,,2/21/20 3:13,0.0087504,,2/21/20 3:13,0.0028287,,2/21/20 3:13,66.44661903,,2/21/20 3:13,3.130060911
2/21/20 3:23,0.0020065,,2/21/20 3:23,0.991567,,2/21/20 3:42,0.0432138,,2/21/20 3:42,0.0124924,,2/21/20 3:42,0.0037315,,2/21/20 3:23,66.41139755,,2/21/20 3:42,0.0029731,,2/21/20 3:42,1.0012514,,2/21/20 3:23,0.0449058,,2/21/20 3:23,0.0081228,,2/21/20 3:23,0.0026952,,2/21/20 3:23,66.41139755,,2/21/20 3:23,3.129768133
2/21/20 3:32,0.0014993,,2/21/20 3:32,1.007998,,2/21/20 3:52,0.0544913,,2/21/20 3:52,0.0101181,,2/21/20 3:52,0.0034127,,2/21/20 3:33,66.16475105,,2/21/20 3:52,0.0023288,,2/21/20 3:52,0.996848,,2/21/20 3:32,0.046909,,2/21/20 3:32,0.0114779,,2/21/20 3:32,0.0031105,,2/21/20 3:33,66.16475105,,2/21/20 3:33,3.129963398
2/21/20 3:42,0.0018752,,2/21/20 3:42,1.0608588,,2/21/20 4:03,0.0419747,,2/21/20 4:03,0.0105307,,2/21/20 4:03,0.0035588,,2/21/20 3:43,65.6362812,,2/21/20 4:03,0.0031433,,2/21/20 4:03,1.0109511,,2/21/20 3:42,0.0521202,,2/21/20 3:42,0.0111907,,2/21/20 3:42,0.002834,,2/21/20 3:43,65.6362812,,2/21/20 3:43,3.130060911
2/21/20 3:52,0.003637,,2/21/20 3:52,0.9920691,,2/21/20 4:13,0.0487223,,2/21/20 4:13,0.010508,,2/21/20 4:13,0.0033758,,2/21/20 3:53,65.31923294,,2/21/20 4:13,0.0029937,,2/21/20 4:13,0.997449,,2/21/20 3:52,0.0425146,,2/21/20 3:52,0.0104033,,2/21/20 3:52,0.0035272,,2/21/20 3:53,65.31923294,,2/21/20 3:53,3.130256414
2/21/20 4:03,0.002259,,2/21/20 4:03,0.9749608,,2/21/20 4:23,0.0450704,,2/21/20 4:23,0.0106097,,2/21/20 4:23,0.0036364,,2/21/20 4:04,65.17829895,,2/21/20 4:23,0.0037426,,2/21/20 4:23,0.998679,,2/21/20 4:03,0.0489278,,2/21/20 4:03,0.0079803,,2/21/20 4:03,0.0028825,,2/21/20 4:04,65.17829895,,2/21/20 4:04,3.129768133
2/21/20 4:13,0.0025889,,2/21/20 4:13,0.9965302,,2/21/20 4:33,0.041607,,2/21/20 4:33,0.0109927,,2/21/20 4:33,0.003027,,2/21/20 4:14,64.82598801,,2/21/20 4:33,0.0030892,,2/21/20 4:33,0.9562294,,2/21/20 4:13,0.0429513,,2/21/20 4:13,0.0098166,,2/21/20 4:13,0.0028731,,2/21/20 4:14,64.82598801,,2/21/20 4:14,3.130353928
2/21/20 4:23,0.0019575,,2/21/20 4:23,1.0314126,,2/21/20 4:42,0.0482602,,2/21/20 4:42,0.0119209,,2/21/20 4:42,0.0031349,,2/21/20 4:24,64.86120949,,2/21/20 4:42,0.0028924,,2/21/20 4:42,1.0111645,,2/21/20 4:23,0.0419945,,2/21/20 4:23,0.0072269,,2/21/20 4:23,0.0027205,,2/21/20 4:24,64.86120949,,2/21/20 4:24,3.129963398
2/21/20 4:33,0.0033434,,2/21/20 4:33,0.975025,,2/21/20 4:52,0.0395852,,2/21/20 4:52,0.008177,,2/21/20 4:52,0.0031464,,2/21/20 4:33,64.93165588,,2/21/20 4:52,0.0027323,,2/21/20 4:52,1.0047786,,2/21/20 4:33,0.0425435,,2/21/20 4:33,0.0090875,,2/21/20 4:33,0.0033065,,2/21/20 4:33,64.93165588,,2/21/20 4:33,3.129181862
2/21/20 4:42,0.0021684,,2/21/20 4:42,0.9741842,,2/21/20 5:02,0.0457589,,2/21/20 5:02,0.0109479,,2/21/20 5:02,0.0033035,,2/21/20 4:43,64.50889511,,2/21/20 5:02,0.0033217,,2/21/20 5:02,1.0418981,,2/21/20 4:42,0.0378774,,2/21/20 4:42,0.0087363,,2/21/20 4:42,0.0028928,,2/21/20 4:43,64.50889511,,2/21/20 4:43,3.129768133
2/21/20 4:52,0.0027763,,2/21/20 4:52,1.039412,,2/21/20 5:12,0.044518,,2/21/20 5:12,0.009929,,2/21/20 5:12,0.003083,,2/21/20 4:53,64.26229324,,2/21/20 5:12,0.0027164,,2/21/20 5:12,0.9612561,,2/21/20 4:52,0.0379415,,2/21/20 4:52,0.0084351,,2/21/20 4:52,0.0028155,,2/21/20 4:53,64.26229324,,2/21/20 4:53,3.130060911
2/21/20 5:02,0.0021381,,2/21/20 5:02,1.0245692,,2/21/20 5:23,0.0446601,,2/21/20 5:23,0.0092747,,2/21/20 5:23,0.0030284,,2/21/20 5:03,64.57934151,,2/21/20 5:23,0.0026493,,2/21/20 5:23,1.0120183,,2/21/20 5:02,0.0409713,,2/21/20 5:02,0.0092116,,2/21/20 5:02,0.0028206,,2/21/20 5:03,64.57934151,,2/21/20 5:03,3.129475117
2/21/20 5:12,0.0022646,,2/21/20 5:12,1.0004423,,2/21/20 5:33,0.051135,,2/21/20 5:33,0.0090189,,2/21/20 5:33,0.0028811,,2/21/20 5:14,64.29751816,,2/21/20 5:33,0.0022806,,2/21/20 5:33,0.981543,,2/21/20 5:12,0.0440144,,2/21/20 5:12,0.0089982,,2/21/20 5:12,0.0032873,,2/21/20 5:14,64.29751816,,2/21/20 5:14,3.129475117
2/21/20 5:23,0.0014959,,2/21/20 5:23,1.005931,,2/21/20 5:42,0.0488142,,2/21/20 5:42,0.0090506,,2/21/20 5:42,0.0030106,,2/21/20 5:24,64.08613777,,2/21/20 5:42,0.0014974,,2/21/20 5:42,1.0131921,,2/21/20 5:23,0.0407012,,2/21/20 5:23,0.0099564,,2/21/20 5:23,0.0029289,,2/21/20 5:24,64.08613777,,2/21/20 5:24,3.12957263
2/21/20 5:33,0.0027063,,2/21/20 5:33,1.044381,,2/21/20 5:52,0.0476285,,2/21/20 5:52,0.0104616,,2/21/20 5:52,0.0032803,,2/21/20 5:33,64.05087166,,2/21/20 5:52,0.0024032,,2/21/20 5:52,1.0073959,,2/21/20 5:33,0.041503,,2/21/20 5:33,0.0101281,,2/21/20 5:33,0.0030368,,2/21/20 5:33,64.05087166,,2/21/20 5:33,3.129475117
2/21/20 5:42,0.0019466,,2/21/20 5:42,1.0050376,,2/21/20 6:02,0.045668,,2/21/20 6:02,0.0098663,,2/21/20 6:02,0.0032517,,2/21/20 5:43,63.83949127,,2/21/20 6:02,0.0029154,,2/21/20 6:02,0.9799872,,2/21/20 5:42,0.0457166,,2/21/20 5:42,0.0073923,,2/21/20 5:42,0.0026607,,2/21/20 5:43,63.83949127,,2/21/20 5:43,3.12957263
2/21/20 5:52,0.0026503,,2/21/20 5:52,1.0270508,,2/21/20 6:13,0.0457808,,2/21/20 6:13,0.0138702,,2/21/20 6:13,0.0037553,,2/21/20 5:53,63.38151245,,2/21/20 6:13,0.0028728,,2/21/20 6:13,1.0110017,,2/21/20 5:52,0.0481125,,2/21/20 5:52,0.0086579,,2/21/20 5:52,0.002879,,2/21/20 5:53,63.38151245,,2/21/20 5:53,3.128693581
2/21/20 6:02,0.0016895,,2/21/20 6:02,1.0094811,,2/21/20 6:23,0.0432493,,2/21/20 6:23,0.0114648,,2/21/20 6:23,0.0033582,,2/21/20 6:03,63.76904831,,2/21/20 6:23,0.0032259,,2/21/20 6:23,0.9965223,,2/21/20 6:02,0.0580486,,2/21/20 6:02,0.0100155,,2/21/20 6:02,0.0034597,,2/21/20 6:03,63.76904831,,2/21/20 6:03,3.129377127
2/21/20 6:13,0.0016016,,2/21/20 6:13,1.0347642,,2/21/20 6:33,0.0615254,,2/21/20 6:33,0.0089365,,2/21/20 6:33,0.0031034,,2/21/20 6:14,63.5928894,,2/21/20 6:33,0.0019305,,2/21/20 6:33,0.9769319,,2/21/20 6:13,0.0386493,,2/21/20 6:13,0.0115933,,2/21/20 6:13,0.0027759,,2/21/20 6:14,63.5928894,,2/21/20 6:14,3.128888845
2/21/20 6:23,0.0031893,,2/21/20 6:23,1.0117058,,2/21/20 6:43,0.0485807,,2/21/20 6:43,0.0097945,,2/21/20 6:43,0.0028049,,2/21/20 6:24,63.55766792,,2/21/20 6:43,0.0019876,,2/21/20 6:43,1.0155454,,2/21/20 6:23,0.0415121,,2/21/20 6:23,0.0104689,,2/21/20 6:23,0.0031836,,2/21/20 6:24,63.55766792,,2/21/20 6:24,3.129181862
2/21/20 6:33,0.0033944,,2/21/20 6:33,1.0095395,,2/21/20 6:52,0.0440496,,2/21/20 6:52,0.0091155,,2/21/20 6:52,0.0035232,,2/21/20 6:33,63.20535355,,2/21/20 6:52,0.0027806,,2/21/20 6:52,0.9827955,,2/21/20 6:33,0.0439293,,2/21/20 6:33,0.0097363,,2/21/20 6:33,0.0029631,,2/21/20 6:33,63.20535355,,2/21/20 6:33,3.12908411
2/21/20 6:43,0.0019635,,2/21/20 6:43,1.0057091,,2/21/20 7:02,0.0460273,,2/21/20 7:02,0.008606,,2/21/20 7:02,0.002841,,2/21/20 6:43,63.20535355,,2/21/20 7:02,0.0018966,,2/21/20 7:02,0.9942139,,2/21/20 6:43,0.0427161,,2/21/20 6:43,0.008273,,2/21/20 6:43,0.002743,,2/21/20 6:43,63.20535355,,2/21/20 6:43,3.128498316
2/21/20 6:52,0.0023196,,2/21/20 6:52,0.9951638,,2/21/20 7:12,0.0460147,,2/21/20 7:12,0.0103681,,2/21/20 7:12,0.0033446,,2/21/20 6:53,63.27579994,,2/21/20 7:12,0.0015731,,2/21/20 7:12,1.0513676,,2/21/20 6:52,0.0393268,,2/21/20 6:52,0.0073888,,2/21/20 6:52,0.002735,,2/21/20 6:53,63.27579994,,2/21/20 6:53,3.128888845
2/21/20 7:02,0.0025429,,2/21/20 7:02,0.9657643,,2/21/20 7:23,0.0410536,,2/21/20 7:23,0.013115,,2/21/20 7:23,0.0039555,,2/21/20 7:03,63.06441956,,2/21/20 7:23,0.0040968,,2/21/20 7:23,0.977325,,2/21/20 7:02,0.044273,,2/21/20 7:02,0.0092099,,2/21/20 7:02,0.0031473,,2/21/20 7:03,63.06441956,,2/21/20 7:03,3.128693581
2/21/20 7:12,0.003476,,2/21/20 7:12,1.0298944,,2/21/20 7:33,0.041353,,2/21/20 7:33,0.0085922,,2/21/20 7:33,0.0031582,,2/21/20 7:13,63.20535355,,2/21/20 7:33,0.0034599,,2/21/20 7:33,1.0024926,,2/21/20 7:12,0.0392264,,2/21/20 7:12,0.0101425,,2/21/20 7:12,0.0034866,,2/21/20 7:13,63.20535355,,2/21/20 7:13,3.128595829
2/21/20 7:23,0.0016799,,2/21/20 7:23,0.9730981,,2/21/20 7:43,0.0601212,,2/21/20 7:43,0.008752,,2/21/20 7:43,0.0030337,,2/21/20 7:24,62.99393196,,2/21/20 7:43,0.0015866,,2/21/20 7:43,0.9835818,,2/21/20 7:23,0.0396273,,2/21/20 7:23,0.0090222,,2/21/20 7:23,0.0027309,,2/21/20 7:24,62.99393196,,2/21/20 7:24,3.128302813
2/21/20 7:33,0.0025412,,2/21/20 7:33,0.9962324,,2/21/20 7:52,0.0462393,,2/21/20 7:52,0.0123393,,2/21/20 7:52,0.0039032,,2/21/20 7:33,62.99393196,,2/21/20 7:52,0.0033734,,2/21/20 7:52,1.0070869,,2/21/20 7:33,0.0451437,,2/21/20 7:33,0.0082668,,2/21/20 7:33,0.0030894,,2/21/20 7:33,62.99393196,,2/21/20 7:33,3.128888845
2/21/20 7:43,0.0016246,,2/21/20 7:43,1.0154778,,2/21/20 8:02,0.0413056,,2/21/20 8:02,0.0087635,,2/21/20 8:02,0.003213,,2/21/20 7:43,62.88826408,,2/21/20 8:02,0.0020249,,2/21/20 8:02,0.9833122,,2/21/20 7:43,0.0483272,,2/21/20 7:43,0.0101418,,2/21/20 7:43,0.0029713,,2/21/20 7:43,62.88826408,,2/21/20 7:43,3.128888845
2/21/20 7:52,0.0034985,,2/21/20 7:52,1.0192674,,2/21/20 8:12,0.0466241,,2/21/20 8:12,0.0087547,,2/21/20 8:12,0.003145,,2/21/20 7:53,62.71210861,,2/21/20 8:12,0.001928,,2/21/20 8:12,1.006632,,2/21/20 7:52,0.0445442,,2/21/20 7:52,0.0120974,,2/21/20 7:52,0.0032694,,2/21/20 7:53,62.71210861,,2/21/20 7:53,3.128693581
2/21/20 8:02,0.0024847,,2/21/20 8:02,1.0413973,,2/21/20 8:22,0.0499848,,2/21/20 8:22,0.0092889,,2/21/20 8:22,0.0033442,,2/21/20 8:03,62.81777649,,2/21/20 8:22,0.0028721,,2/21/20 8:22,0.9694057,,2/21/20 8:02,0.0523021,,2/21/20 8:02,0.0090537,,2/21/20 8:02,0.0030405,,2/21/20 8:03,62.81777649,,2/21/20 8:03,3.128693581
2/21/20 8:12,0.0016953,,2/21/20 8:12,0.940709,,2/21/20 8:33,0.0498831,,2/21/20 8:33,0.0092245,,2/21/20 8:33,0.0031428,,2/21/20 8:13,62.88826408,,2/21/20 8:33,0.0023325,,2/21/20 8:33,1.0520303,,2/21/20 8:12,0.0422585,,2/21/20 8:12,0.0091667,,2/21/20 8:12,0.0028839,,2/21/20 8:13,62.88826408,,2/21/20 8:13,3.128009796
2/21/20 8:22,0.0023037,,2/21/20 8:22,0.999438,,2/21/20 8:43,0.0462967,,2/21/20 8:43,0.0094678,,2/21/20 8:43,0.0029892,,2/21/20 8:22,62.6063961,,2/21/20 8:43,0.0018953,,2/21/20 8:43,1.0394381,,2/21/20 8:22,0.0460151,,2/21/20 8:22,0.0102994,,2/21/20 8:22,0.0032339,,2/21/20 8:22,62.6063961,,2/21/20 8:22,3.128595829
2/21/20 8:33,0.0018235,,2/21/20 8:33,0.9987081,,2/21/20 8:53,0.0505479,,2/21/20 8:53,0.0080637,,2/21/20 8:53,0.002709,,2/21/20 8:33,62.46546555,,2/21/20 8:53,0.0024494,,2/21/20 8:53,1.0016782,,2/21/20 8:33,0.0577659,,2/21/20 8:33,0.0085211,,2/21/20 8:33,0.003055,,2/21/20 8:33,62.46546555,,2/21/20 8:33,3.128205061
2/21/20 8:43,0.0024251,,2/21/20 8:43,0.9619573,,2/21/20 9:03,0.0415435,,2/21/20 9:03,0.0084606,,2/21/20 9:03,0.0032735,,2/21/20 8:43,62.50072823,,2/21/20 9:03,0.0033609,,2/21/20 9:03,1.0039979,,2/21/20 8:43,0.0410778,,2/21/20 8:43,0.0090035,,2/21/20 8:43,0.0031031,,2/21/20 8:43,62.50072823,,2/21/20 8:43,3.128595829
2/21/20 8:53,0.0038489,,2/21/20 8:53,1.0147129,,2/21/20 9:12,0.0493394,,2/21/20 9:12,0.0108188,,2/21/20 9:12,0.0036136,,2/21/20 8:53,62.6768837,,2/21/20 9:12,0.0049841,,2/21/20 9:12,1.038107,,2/21/20 8:53,0.0590873,,2/21/20 8:53,0.0095968,,2/21/20 8:53,0.0030177,,2/21/20 8:53,62.6768837,,2/21/20 8:53,3.127814531
2/21/20 9:03,0.0023158,,2/21/20 9:03,1.0014758,,2/21/20 9:22,0.0448793,,2/21/20 9:22,0.008744,,2/21/20 9:22,0.0030834,,2/21/20 9:03,62.50072823,,2/21/20 9:22,0.0017878,,2/21/20 9:22,1.0112039,,2/21/20 9:03,0.0479833,,2/21/20 9:03,0.0087759,,2/21/20 9:03,0.0028356,,2/21/20 9:03,62.50072823,,2/21/20 9:03,3.128498316
2/21/20 9:12,0.001575,,2/21/20 9:12,0.9924604,,2/21/20 9:32,0.0402695,,2/21/20 9:32,0.0088409,,2/21/20 9:32,0.0029402,,2/21/20 9:13,62.39501572,,2/21/20 9:32,0.0026405,,2/21/20 9:32,0.9950844,,2/21/20 9:12,0.0449915,,2/21/20 9:12,0.0083971,,2/21/20 9:12,0.0023865,,2/21/20 9:13,62.39501572,,2/21/20 9:13,3.127619028
2/21/20 9:22,0.0017284,,2/21/20 9:22,1.0022466,,2/21/20 9:43,0.0397694,,2/21/20 9:43,0.0091346,,2/21/20 9:43,0.0026801,,2/21/20 9:22,62.28930664,,2/21/20 9:43,0.0016922,,2/21/20 9:43,0.9890411,,2/21/20 9:22,0.0416364,,2/21/20 9:22,0.0119197,,2/21/20 9:22,0.0032892,,2/21/20 9:22,62.28930664,,2/21/20 9:22,3.127814531
2/21/20 9:32,0.0029982,,2/21/20 9:32,1.006585,,2/21/20 9:53,0.0423098,,2/21/20 9:53,0.0086783,,2/21/20 9:53,0.0031328,,2/21/20 9:32,62.35979424,,2/21/20 9:53,0.0020967,,2/21/20 9:53,0.9635926,,2/21/20 9:32,0.0454404,,2/21/20 9:32,0.0103407,,2/21/20 9:32,0.003284,,2/21/20 9:32,62.35979424,,2/21/20 9:32,3.12771678
2/21/20 9:43,0.0024963,,2/21/20 9:43,1.0195009,,2/21/20 10:03,0.0412352,,2/21/20 10:03,0.0103919,,2/21/20 10:03,0.0038278,,2/21/20 9:44,62.64161758,,2/21/20 10:03,0.0036753,,2/21/20 10:03,1.0091594,,2/21/20 9:43,0.0404254,,2/21/20 9:43,0.0101052,,2/21/20 9:43,0.0030726,,2/21/20 9:44,62.64161758,,2/21/20 9:44,3.127814531
2/21/20 9:53,0.0013897,,2/21/20 9:53,0.9703188,,2/21/20 10:13,0.052017,,2/21/20 10:13,0.0121589,,2/21/20 10:13,0.0036831,,2/21/20 9:54,62.78255157,,2/21/20 10:13,0.002646,,2/21/20 10:13,0.9873449,,2/21/20 9:53,0.0476631,,2/21/20 9:53,0.0086305,,2/21/20 9:53,0.0024638,,2/21/20 9:54,62.78255157,,2/21/20 9:54,3.127814531
2/21/20 10:03,0.0025074,,2/21/20 10:03,1.0118459,,2/21/20 10:22,0.0446162,,2/21/20 10:22,0.0098591,,2/21/20 10:22,0.0030634,,2/21/20 10:04,62.53594971,,2/21/20 10:22,0.0024728,,2/21/20 10:22,1.009502,,2/21/20 10:03,0.0396655,,2/21/20 10:03,0.0087345,,2/21/20 10:03,0.0032058,,2/21/20 10:04,62.53594971,,2/21/20 10:04,3.127130508
2/21/20 10:13,0.0031557,,2/21/20 10:13,1.0086637,,2/21/20 10:32,0.0500742,,2/21/20 10:32,0.0099911,,2/21/20 10:32,0.0035201,,2/21/20 10:13,62.28930664,,2/21/20 10:32,0.0035191,,2/21/20 10:32,0.9860755,,2/21/20 10:13,0.042834,,2/21/20 10:13,0.0096147,,2/21/20 10:13,0.0035597,,2/21/20 10:13,62.28930664,,2/21/20 10:13,3.127912045
2/21/20 10:22,0.002231,,2/21/20 10:22,1.046851,,2/21/20 10:42,0.0464291,,2/21/20 10:42,0.010257,,2/21/20 10:42,0.003121,,2/21/20 10:23,62.04270477,,2/21/20 10:42,0.0028249,,2/21/20 10:42,0.9859127,,2/21/20 10:22,0.0407446,,2/21/20 10:22,0.0078194,,2/21/20 10:22,0.0027847,,2/21/20 10:23,62.04270477,,2/21/20 10:23,3.12771678
2/21/20 10:32,0.0023574,,2/21/20 10:32,1.0514404,,2/21/20 10:53,0.0428207,,2/21/20 10:53,0.0096825,,2/21/20 10:53,0.0031348,,2/21/20 10:33,62.14841385,,2/21/20 10:53,0.0015644,,2/21/20 10:53,1.0062726,,2/21/20 10:32,0.0424311,,2/21/20 10:32,0.0106199,,2/21/20 10:32,0.002956,,2/21/20 10:33,62.14841385,,2/21/20 10:33,3.127130508
2/21/20 10:42,0.0021285,,2/21/20 10:42,1.0077002,,2/21/20 11:03,0.0530775,,2/21/20 11:03,0.0094864,,2/21/20 11:03,0.0034958,,2/21/20 10:43,62.14841385,,2/21/20 11:03,0.0032231,,2/21/20 11:03,1.0131416,,2/21/20 10:42,0.048216,,2/21/20 10:42,0.0076847,,2/21/20 10:42,0.0028158,,2/21/20 10:43,62.14841385,,2/21/20 10:43,3.127521515
