Machines > Bridgeport Mill 1 > Spindle > Y-Radial > Band 1,,,Machines > Bridgeport Mill 1 > Spindle > Y-Radial > Damage Accumulation,,,Machines > Bridgeport Mill 1 > Spindle > Y-Radial > Peak Acceleration,,,Machines > Bridgeport Mill 1 > Spindle > Y-Radial > Peak Velocity,,,Machines > Bridgeport Mill 1 > Spindle > X-Axial > RMS Velocity,,,Machines > Bridgeport Mill 1 > Spindle > X-Axial > Temperature,,,Machines > Bridgeport Mill 1 > Spindle > X-Axial > Peak Acceleration,,,Machines > Bridgeport Mill 1 > Spindle > X-Axial > Peak Velocity,,,Machines > Bridgeport Mill 1 > Spindle > Y-Radial > RMS Velocity,,,Machines > Bridgeport Mill 1 > Spindle > Y-Radial > Temperature,,,Machines > Bridgeport Mill 1 > Spindle > X-Axial > Band 1,,,Machines > Bridgeport Mill 1 > Spindle > X-Axial > Damage Accumulation,,,Machines > Bridgeport Mill 1 > Spindle > Battery Voltage,
2/20/20 19:28,0.001893,,2/20/20 19:28,0.9775641,,2/20/20 19:28,0.0414312,,2/20/20 19:28,0.0090029,,2/20/20 19:38,0.0030912,,2/20/20 19:38,64.83580704,,2/20/20 19:38,0.0473484,,2/20/20 19:38,0.0103732,,2/20/20 19:28,0.0026037,,2/20/20 19:38,64.83580704,,2/20/20 19:38,0.0027662,,2/20/20 19:38,0.9511505,,2/20/20 19:38,3.169719219
2/20/20 19:38,0.0016904,,2/20/20 19:38,0.9839103,,2/20/20 19:38,0.0490713,,2/20/20 19:38,0.0101784,,2/20/20 19:49,0.0027783,,2/20/20 19:49,65.38148422,,2/20/20 19:49,0.0521077,,2/20/20 19:49,0.0079481,,2/20/20 19:38,0.0029993,,2/20/20 19:49,65.38148422,,2/20/20 19:49,0.0011557,,2/20/20 19:49,0.9619498,,2/20/20 19:49,3.169523954
2/20/20 19:49,0.0026822,,2/20/20 19:49,0.991666,,2/20/20 19:49,0.0404389,,2/20/20 19:49,0.0078761,,2/20/20 19:59,0.0030762,,2/20/20 19:59,65.53740082,,2/20/20 19:59,0.0509111,,2/20/20 19:59,0.009021,,2/20/20 19:49,0.0026476,,2/20/20 19:59,65.53740082,,2/20/20 19:59,0.0020437,,2/20/20 19:59,0.9263883,,2/20/20 19:59,3.169425964
2/20/20 19:59,0.0017224,,2/20/20 19:59,0.9626396,,2/20/20 19:59,0.0409106,,2/20/20 19:59,0.0101783,,2/20/20 20:09,0.0034111,,2/20/20 20:09,65.96613197,,2/20/20 20:09,0.0450484,,2/20/20 20:09,0.0099353,,2/20/20 19:59,0.0028054,,2/20/20 20:09,65.96613197,,2/20/20 20:09,0.0034366,,2/20/20 20:09,0.9401451,,2/20/20 20:09,3.169035435
2/20/20 20:09,0.0029876,,2/20/20 20:09,0.9763041,,2/20/20 20:09,0.0439005,,2/20/20 20:09,0.0082934,,2/20/20 20:19,0.0029492,,2/20/20 20:20,66.55077972,,2/20/20 20:19,0.0424088,,2/20/20 20:19,0.0097935,,2/20/20 20:09,0.002766,,2/20/20 20:20,66.55077972,,2/20/20 20:19,0.0018466,,2/20/20 20:19,0.9865472,,2/20/20 20:20,3.168547153
2/20/20 20:19,0.0012816,,2/20/20 20:19,0.9749406,,2/20/20 20:19,0.0415573,,2/20/20 20:19,0.0090523,,2/20/20 20:29,0.0031901,,2/20/20 20:30,67.01852264,,2/20/20 20:29,0.0465453,,2/20/20 20:29,0.0099196,,2/20/20 20:19,0.0029354,,2/20/20 20:30,67.01852264,,2/20/20 20:29,0.0024097,,2/20/20 20:29,0.9433034,,2/20/20 20:30,3.168253899
2/20/20 20:29,0.0017067,,2/20/20 20:29,0.9788529,,2/20/20 20:29,0.0481925,,2/20/20 20:29,0.0090373,,2/20/20 20:39,0.0029475,,2/20/20 20:39,66.82363892,,2/20/20 20:39,0.0433473,,2/20/20 20:39,0.0103246,,2/20/20 20:29,0.0028669,,2/20/20 20:39,66.82363892,,2/20/20 20:39,0.0026695,,2/20/20 20:39,0.9689673,,2/20/20 20:39,3.169035435
2/20/20 20:39,0.0017943,,2/20/20 20:39,0.9466852,,2/20/20 20:39,0.0383392,,2/20/20 20:39,0.0093419,,2/20/20 20:48,0.002984,,2/20/20 20:49,67.29134064,,2/20/20 20:48,0.0411336,,2/20/20 20:48,0.0084595,,2/20/20 20:39,0.0027869,,2/20/20 20:49,67.29134064,,2/20/20 20:48,0.0017857,,2/20/20 20:48,0.9402893,,2/20/20 20:49,3.16835165
2/20/20 20:48,0.002305,,2/20/20 20:48,0.931985,,2/20/20 20:48,0.0503996,,2/20/20 20:48,0.0091336,,2/20/20 20:59,0.0033739,,2/20/20 21:00,67.29134064,,2/20/20 20:59,0.0584208,,2/20/20 20:59,0.0101848,,2/20/20 20:48,0.003065,,2/20/20 21:00,67.29134064,,2/20/20 20:59,0.0019217,,2/20/20 20:59,0.989891,,2/20/20 21:00,3.16835165
2/20/20 20:59,0.0029458,,2/20/20 20:59,0.9658903,,2/20/20 20:59,0.0438011,,2/20/20 20:59,0.0116103,,2/20/20 21:09,0.0031214,,2/20/20 21:10,67.33030777,,2/20/20 21:09,0.0473399,,2/20/20 21:09,0.0104888,,2/20/20 20:59,0.0034467,,2/20/20 21:10,67.33030777,,2/20/20 21:09,0.0021798,,2/20/20 21:09,0.9409488,,2/20/20 21:10,3.16884017
2/20/20 21:09,0.0015247,,2/20/20 21:09,0.969003,,2/20/20 21:09,0.0440132,,2/20/20 21:09,0.0092455,,2/20/20 21:19,0.0035802,,2/20/20 21:20,66.90157318,,2/20/20 21:19,0.0469863,,2/20/20 21:19,0.0100549,,2/20/20 21:09,0.0030824,,2/20/20 21:20,66.90157318,,2/20/20 21:19,0.0022823,,2/20/20 21:19,0.9460239,,2/20/20 21:20,3.168742418
2/20/20 21:19,0.0021187,,2/20/20 21:19,0.9550565,,2/20/20 21:19,0.0400076,,2/20/20 21:19,0.0096469,,2/20/20 21:29,0.0035137,,2/20/20 21:29,67.29134064,,2/20/20 21:29,0.0436381,,2/20/20 21:29,0.0102212,,2/20/20 21:19,0.0028485,,2/20/20 21:29,67.29134064,,2/20/20 21:29,0.0026475,,2/20/20 21:29,0.9758921,,2/20/20 21:29,3.168058634
2/20/20 21:29,0.0023729,,2/20/20 21:29,0.9637385,,2/20/20 21:29,0.0433814,,2/20/20 21:29,0.009432,,2/20/20 21:39,0.0036458,,2/20/20 21:39,67.40828667,,2/20/20 21:39,0.0478461,,2/20/20 21:39,0.012528,,2/20/20 21:29,0.0030472,,2/20/20 21:39,67.40828667,,2/20/20 21:39,0.0018504,,2/20/20 21:39,0.9410055,,2/20/20 21:39,3.167667866
2/20/20 21:39,0.002018,,2/20/20 21:39,0.9712468,,2/20/20 21:39,0.0378658,,2/20/20 21:39,0.0098476,,2/20/20 21:48,0.0024677,,2/20/20 21:49,67.60316696,,2/20/20 21:48,0.0442766,,2/20/20 21:48,0.0078552,,2/20/20 21:39,0.0028851,,2/20/20 21:49,67.60316696,,2/20/20 21:48,0.0019671,,2/20/20 21:48,0.9798079,,2/20/20 21:49,3.168253899
2/20/20 21:49,0.0022777,,2/20/20 21:49,0.9647684,,2/20/20 21:49,0.0548144,,2/20/20 21:49,0.0083589,,2/20/20 21:58,0.0023981,,2/20/20 21:59,67.01852264,,2/20/20 21:58,0.0468322,,2/20/20 21:58,0.0092815,,2/20/20 21:49,0.0028133,,2/20/20 21:59,67.01852264,,2/20/20 21:58,0.0021064,,2/20/20 21:58,0.9656853,,2/20/20 21:59,3.168449163
2/20/20 21:58,0.0029935,,2/20/20 21:58,1.0151575,,2/20/20 21:58,0.0419818,,2/20/20 21:58,0.009098,,2/20/20 22:09,0.002858,,2/20/20 22:10,67.21340637,,2/20/20 22:09,0.0490624,,2/20/20 22:09,0.0089032,,2/20/20 21:58,0.0027712,,2/20/20 22:10,67.21340637,,2/20/20 22:09,0.0021225,,2/20/20 22:09,0.9586884,,2/20/20 22:10,3.168156147
2/20/20 22:09,0.0017677,,2/20/20 22:09,0.9590149,,2/20/20 22:09,0.0376765,,2/20/20 22:09,0.0071359,,2/20/20 22:19,0.0181764,,2/20/20 22:20,67.13542404,,2/20/20 22:19,0.5501321,,2/20/20 22:19,0.0573552,,2/20/20 22:09,0.0027818,,2/20/20 22:20,67.13542404,,2/20/20 22:19,0.0030304,,2/20/20 22:19,8.8303431,,2/20/20 22:20,3.168644667
2/20/20 22:19,0.0041243,,2/20/20 22:19,11.0841635,,2/20/20 22:19,0.537657,,2/20/20 22:19,0.0345754,,2/20/20 22:29,0.0027005,,2/20/20 22:29,67.36927147,,2/20/20 22:29,0.045512,,2/20/20 22:29,0.0088691,,2/20/20 22:19,0.0108399,,2/20/20 22:29,67.36927147,,2/20/20 22:29,0.0017999,,2/20/20 22:29,0.9639798,,2/20/20 22:29,3.168253899
2/20/20 22:29,0.0029335,,2/20/20 22:29,0.9784502,,2/20/20 22:29,0.0452724,,2/20/20 22:29,0.0091212,,2/20/20 22:39,0.0029507,,2/20/20 22:39,67.79805069,,2/20/20 22:39,0.0484022,,2/20/20 22:39,0.0098649,,2/20/20 22:29,0.0029266,,2/20/20 22:39,67.79805069,,2/20/20 22:39,0.0022518,,2/20/20 22:39,0.9694671,,2/20/20 22:39,3.167960882
2/20/20 22:39,0.0021103,,2/20/20 22:39,0.9796469,,2/20/20 22:39,0.0438496,,2/20/20 22:39,0.0079554,,2/20/20 22:49,0.01699,,2/20/20 22:49,68.18781471,,2/20/20 22:49,0.613792,,2/20/20 22:49,0.0622428,,2/20/20 22:39,0.0026026,,2/20/20 22:49,68.18781471,,2/20/20 22:49,0.0056934,,2/20/20 22:49,9.1132744,,2/20/20 22:49,3.167765617
2/20/20 22:49,0.0117923,,2/20/20 22:49,12.0373904,,2/20/20 22:49,0.5140305,,2/20/20 22:49,0.0408358,,2/20/20 22:59,0.0328299,,2/20/20 22:59,68.655513,,2/20/20 22:59,0.669472,,2/20/20 22:59,0.0998236,,2/20/20 22:49,0.0115181,,2/20/20 22:59,68.655513,,2/20/20 22:59,0.0120313,,2/20/20 22:59,11.2495181,,2/20/20 22:59,3.167863369
2/20/20 22:59,0.0102163,,2/20/20 22:59,28.3229801,,2/20/20 22:59,0.8704979,,2/20/20 22:59,0.0581762,,2/20/20 23:08,0.0033945,,2/20/20 23:09,69.39607391,,2/20/20 23:08,0.0562904,,2/20/20 23:08,0.0106626,,2/20/20 22:59,0.0160235,,2/20/20 23:09,69.39607391,,2/20/20 23:08,0.0028318,,2/20/20 23:08,0.944607,,2/20/20 23:09,3.167863369
2/20/20 23:08,0.0032985,,2/20/20 23:08,0.9894566,,2/20/20 23:08,0.0483439,,2/20/20 23:08,0.0107666,,2/20/20 23:19,0.0034779,,2/20/20 23:19,70.25353622,,2/20/20 23:19,0.0399785,,2/20/20 23:19,0.0093336,,2/20/20 23:08,0.0031892,,2/20/20 23:19,70.25353622,,2/20/20 23:19,0.002419,,2/20/20 23:19,0.9685294,,2/20/20 23:19,3.167277098
2/20/20 23:19,0.0022067,,2/20/20 23:19,0.9528414,,2/20/20 23:19,0.0434965,,2/20/20 23:19,0.0102477,,2/20/20 23:29,0.0388991,,2/20/20 23:29,69.86376877,,2/20/20 23:29,1.6993854,,2/20/20 23:29,0.1363603,,2/20/20 23:19,0.0031268,,2/20/20 23:29,69.86376877,,2/20/20 23:29,0.0321368,,2/20/20 23:29,47.6621388,,2/20/20 23:29,3.167472363
2/20/20 23:29,0.0053687,,2/20/20 23:29,55.8805907,,2/20/20 23:29,1.6643405,,2/20/20 23:29,0.069095,,2/20/20 23:39,0.0042204,,2/20/20 23:39,71.03306084,,2/20/20 23:39,0.0468496,,2/20/20 23:39,0.0111691,,2/20/20 23:29,0.0169273,,2/20/20 23:39,71.03306084,,2/20/20 23:39,0.0041307,,2/20/20 23:39,0.9410828,,2/20/20 23:39,3.166788816
2/20/20 23:39,0.0027102,,2/20/20 23:39,0.9721328,,2/20/20 23:39,0.0432598,,2/20/20 23:39,0.0080966,,2/20/20 23:49,0.0033356,,2/20/20 23:49,71.53977432,,2/20/20 23:49,0.0516315,,2/20/20 23:49,0.0091882,,2/20/20 23:39,0.0028886,,2/20/20 23:49,71.53977432,,2/20/20 23:49,0.0038118,,2/20/20 23:49,0.9750368,,2/20/20 23:49,3.167179346
2/20/20 23:49,0.0037583,,2/20/20 23:49,0.9754354,,2/20/20 23:49,0.0397854,,2/20/20 23:49,0.0092342,,2/20/20 23:59,0.0030611,,2/21/20 0:00,71.61770859,,2/20/20 23:59,0.0469346,,2/20/20 23:59,0.0102886,,2/20/20 23:49,0.0030995,,2/21/20 0:00,71.61770859,,2/20/20 23:59,0.0025795,,2/20/20 23:59,0.9856661,,2/21/20 0:00,3.167374849
2/20/20 23:59,0.0012665,,2/20/20 23:59,0.9885821,,2/20/20 23:59,0.0391376,,2/20/20 23:59,0.0076533,,2/21/20 0:09,0.0029278,,2/21/20 0:10,71.89057121,,2/21/20 0:09,0.0438619,,2/21/20 0:09,0.0086356,,2/20/20 23:59,0.0025618,,2/21/20 0:10,71.89057121,,2/21/20 0:09,0.0024246,,2/21/20 0:09,0.9181496,,2/21/20 0:10,3.166495562
2/21/20 0:09,0.0021833,,2/21/20 0:09,0.9692676,,2/21/20 0:09,0.0426535,,2/21/20 0:09,0.0090794,,2/21/20 0:18,0.0029622,,2/21/20 0:19,71.38385773,,2/21/20 0:18,0.0420385,,2/21/20 0:18,0.0084157,,2/21/20 0:09,0.0026576,,2/21/20 0:19,71.38385773,,2/21/20 0:18,0.0034225,,2/21/20 0:18,0.9570757,,2/21/20 0:19,3.167179346
2/21/20 0:18,0.0033509,,2/21/20 0:18,0.9901931,,2/21/20 0:18,0.0401905,,2/21/20 0:18,0.0091233,,2/21/20 0:29,0.0035178,,2/21/20 0:30,71.57874146,,2/21/20 0:29,0.0458947,,2/21/20 0:29,0.0096458,,2/21/20 0:18,0.0029794,,2/21/20 0:30,71.57874146,,2/21/20 0:29,0.0025289,,2/21/20 0:29,0.9456478,,2/21/20 0:30,3.167179346
2/21/20 0:29,0.0019277,,2/21/20 0:29,0.963307,,2/21/20 0:29,0.0371336,,2/21/20 0:29,0.0097958,,2/21/20 0:39,0.002759,,2/21/20 0:40,71.07202797,,2/21/20 0:39,0.0424545,,2/21/20 0:39,0.0103037,,2/21/20 0:29,0.003278,,2/21/20 0:40,71.07202797,,2/21/20 0:39,0.0033512,,2/21/20 0:39,0.9568438,,2/21/20 0:40,3.166886568
2/21/20 0:39,0.0026039,,2/21/20 0:39,1.0009578,,2/21/20 0:39,0.0466064,,2/21/20 0:39,0.0080677,,2/21/20 0:49,0.0027767,,2/21/20 0:50,70.72127914,,2/21/20 0:49,0.0424167,,2/21/20 0:49,0.0079907,,2/21/20 0:39,0.0026672,,2/21/20 0:50,70.72127914,,2/21/20 0:49,0.0018251,,2/21/20 0:49,0.9874282,,2/21/20 0:50,3.167179346
2/21/20 0:49,0.0016734,,2/21/20 0:49,1.008702,,2/21/20 0:49,0.0411139,,2/21/20 0:49,0.0095827,,2/21/20 0:59,0.0033066,,2/21/20 1:00,70.44841309,,2/21/20 0:59,0.0541122,,2/21/20 0:59,0.011825,,2/21/20 0:49,0.002493,,2/21/20 1:00,70.44841309,,2/21/20 0:59,0.0018493,,2/21/20 0:59,0.9630009,,2/21/20 1:00,3.166788816
2/21/20 0:59,0.0035277,,2/21/20 0:59,0.9803949,,2/21/20 0:59,0.0461566,,2/21/20 0:59,0.0077696,,2/21/20 1:09,0.0026825,,2/21/20 1:09,70.13663483,,2/21/20 1:09,0.0458284,,2/21/20 1:09,0.0079477,,2/21/20 0:59,0.0029593,,2/21/20 1:09,70.13663483,,2/21/20 1:09,0.0017201,,2/21/20 1:09,0.9928691,,2/21/20 1:09,3.167277098
2/21/20 1:09,0.003469,,2/21/20 1:09,0.9888525,,2/21/20 1:09,0.0461734,,2/21/20 1:09,0.0122749,,2/21/20 1:19,0.0032146,,2/21/20 1:19,69.82480164,,2/21/20 1:19,0.0464238,,2/21/20 1:19,0.0105136,,2/21/20 1:09,0.0032782,,2/21/20 1:19,69.82480164,,2/21/20 1:19,0.0029795,,2/21/20 1:19,0.9512484,,2/21/20 1:19,3.167472363
2/21/20 1:19,0.0028275,,2/21/20 1:19,0.9660514,,2/21/20 1:19,0.0484157,,2/21/20 1:19,0.0103004,,2/21/20 1:28,0.0035183,,2/21/20 1:29,69.31809158,,2/21/20 1:28,0.0499428,,2/21/20 1:28,0.0092526,,2/21/20 1:19,0.0029416,,2/21/20 1:29,69.31809158,,2/21/20 1:28,0.0031496,,2/21/20 1:28,0.9261203,,2/21/20 1:29,3.167472363
2/21/20 1:28,0.0020651,,2/21/20 1:28,0.9822763,,2/21/20 1:28,0.0462774,,2/21/20 1:28,0.0092491,,2/21/20 1:39,0.0031041,,2/21/20 1:40,68.96733932,,2/21/20 1:39,0.0524655,,2/21/20 1:39,0.0108573,,2/21/20 1:28,0.002889,,2/21/20 1:40,68.96733932,,2/21/20 1:39,0.0025291,,2/21/20 1:39,0.939501,,2/21/20 1:40,3.167081833
2/21/20 1:39,0.0013431,,2/21/20 1:39,0.9529622,,2/21/20 1:39,0.0459241,,2/21/20 1:39,0.0086013,,2/21/20 1:49,0.0040859,,2/21/20 1:50,68.46062927,,2/21/20 1:49,0.0533065,,2/21/20 1:49,0.0141111,,2/21/20 1:39,0.0030639,,2/21/20 1:50,68.46062927,,2/21/20 1:49,0.0036534,,2/21/20 1:49,0.984548,,2/21/20 1:50,3.167570353
2/21/20 1:49,0.0024559,,2/21/20 1:49,0.9906591,,2/21/20 1:49,0.0428297,,2/21/20 1:49,0.0109312,,2/21/20 1:59,0.003248,,2/21/20 1:59,68.22678185,,2/21/20 1:59,0.0438921,,2/21/20 1:59,0.0103123,,2/21/20 1:49,0.0033483,,2/21/20 1:59,68.22678185,,2/21/20 1:59,0.0024122,,2/21/20 1:59,0.9573436,,2/21/20 1:59,3.167472363
2/21/20 1:59,0.002589,,2/21/20 1:59,0.9852451,,2/21/20 1:59,0.0414215,,2/21/20 1:59,0.0113892,,2/21/20 2:09,0.065369,,2/21/20 2:09,68.07086525,,2/21/20 2:09,1.9831289,,2/21/20 2:09,0.1614164,,2/21/20 1:59,0.0030403,,2/21/20 2:09,68.07086525,,2/21/20 2:09,0.0858052,,2/21/20 2:09,76.3194606,,2/21/20 2:09,3.167570353
2/21/20 2:09,0.0828645,,2/21/20 2:09,51.0662478,,2/21/20 2:09,1.4215392,,2/21/20 2:09,0.1328222,,2/21/20 2:19,0.0042647,,2/21/20 2:19,67.99293442,,2/21/20 2:19,0.0487321,,2/21/20 2:19,0.0119346,,2/21/20 2:09,0.0627504,,2/21/20 2:19,67.99293442,,2/21/20 2:19,0.0028363,,2/21/20 2:19,0.9333027,,2/21/20 2:19,3.167863369
2/21/20 2:19,0.0017092,,2/21/20 2:19,0.9821842,,2/21/20 2:19,0.0410717,,2/21/20 2:19,0.0109168,,2/21/20 2:29,0.0032071,,2/21/20 2:29,68.34367981,,2/21/20 2:29,0.0500627,,2/21/20 2:29,0.0087696,,2/21/20 2:19,0.003331,,2/21/20 2:29,68.34367981,,2/21/20 2:29,0.0023931,,2/21/20 2:29,0.9358016,,2/21/20 2:29,3.167081833
2/21/20 2:29,0.0021324,,2/21/20 2:29,0.9845259,,2/21/20 2:29,0.0461007,,2/21/20 2:29,0.0079749,,2/21/20 2:38,0.0029432,,2/21/20 2:39,68.53856354,,2/21/20 2:38,0.0484585,,2/21/20 2:38,0.0092557,,2/21/20 2:29,0.0027932,,2/21/20 2:39,68.53856354,,2/21/20 2:38,0.0017514,,2/21/20 2:38,0.9727955,,2/21/20 2:39,3.167277098
2/21/20 2:38,0.0016515,,2/21/20 2:38,0.9859297,,2/21/20 2:38,0.0401516,,2/21/20 2:38,0.0085797,,2/21/20 2:48,0.0024718,,2/21/20 2:49,68.77246246,,2/21/20 2:48,0.0475603,,2/21/20 2:48,0.0079863,,2/21/20 2:38,0.002873,,2/21/20 2:49,68.77246246,,2/21/20 2:48,0.0017787,,2/21/20 2:48,0.9564213,,2/21/20 2:49,3.167179346
2/21/20 2:48,0.0028396,,2/21/20 2:48,0.9579735,,2/21/20 2:48,0.0398005,,2/21/20 2:48,0.0074943,,2/21/20 2:59,0.0033246,,2/21/20 2:59,68.88936043,,2/21/20 2:59,0.0489271,,2/21/20 2:59,0.0113396,,2/21/20 2:48,0.0027259,,2/21/20 2:59,68.88936043,,2/21/20 2:59,0.0014641,,2/21/20 2:59,0.9681739,,2/21/20 2:59,3.166788816
2/21/20 2:59,0.0021425,,2/21/20 2:59,0.9333716,,2/21/20 2:59,0.0509439,,2/21/20 2:59,0.0094436,,2/21/20 3:09,0.0032839,,2/21/20 3:09,69.00630646,,2/21/20 3:09,0.0493495,,2/21/20 3:09,0.0096392,,2/21/20 2:59,0.002862,,2/21/20 3:09,69.00630646,,2/21/20 3:09,0.0030165,,2/21/20 3:09,0.9664427,,2/21/20 3:09,3.167374849
2/21/20 3:09,0.0030757,,2/21/20 3:09,0.9696819,,2/21/20 3:09,0.0423121,,2/21/20 3:09,0.010516,,2/21/20 3:19,0.0032814,,2/21/20 3:19,69.55198708,,2/21/20 3:19,0.0433258,,2/21/20 3:19,0.0106911,,2/21/20 3:09,0.0032763,,2/21/20 3:19,69.55198708,,2/21/20 3:19,0.0039496,,2/21/20 3:19,0.9831363,,2/21/20 3:19,3.166984081
2/21/20 3:19,0.0030585,,2/21/20 3:19,0.9561957,,2/21/20 3:19,0.0441538,,2/21/20 3:19,0.0093343,,2/21/20 3:29,0.0030554,,2/21/20 3:29,69.16222305,,2/21/20 3:29,0.0472357,,2/21/20 3:29,0.0105356,,2/21/20 3:19,0.0033358,,2/21/20 3:29,69.16222305,,2/21/20 3:29,0.0025818,,2/21/20 3:29,0.9233484,,2/21/20 3:29,3.166984081
2/21/20 3:29,0.0017141,,2/21/20 3:29,1.0118377,,2/21/20 3:29,0.0448115,,2/21/20 3:29,0.0074824,,2/21/20 3:39,0.0030133,,2/21/20 3:39,68.8503933,,2/21/20 3:39,0.0486433,,2/21/20 3:39,0.009236,,2/21/20 3:29,0.0024725,,2/21/20 3:39,68.8503933,,2/21/20 3:39,0.0025233,,2/21/20 3:39,0.9531032,,2/21/20 3:39,3.166691065
2/21/20 3:39,0.0015646,,2/21/20 3:39,0.9594637,,2/21/20 3:39,0.0398747,,2/21/20 3:39,0.0074044,,2/21/20 3:49,0.0035503,,2/21/20 3:50,68.77246246,,2/21/20 3:49,0.0503999,,2/21/20 3:49,0.0084894,,2/21/20 3:39,0.002707,,2/21/20 3:50,68.77246246,,2/21/20 3:49,0.003341,,2/21/20 3:49,0.9208546,,2/21/20 3:50,3.166593552
2/21/20 3:49,0.0024537,,2/21/20 3:49,0.9766091,,2/21/20 3:49,0.0444501,,2/21/20 3:49,0.0080176,,2/21/20 3:58,0.0038868,,2/21/20 3:59,67.91495209,,2/21/20 3:58,0.0597439,,2/21/20 3:58,0.0138333,,2/21/20 3:49,0.0029584,,2/21/20 3:59,67.91495209,,2/21/20 3:58,0.0028275,,2/21/20 3:58,0.9351163,,2/21/20 3:59,3.167081833
2/21/20 3:58,0.0023495,,2/21/20 3:58,0.9913265,,2/21/20 3:58,0.0421344,,2/21/20 3:58,0.0077265,,2/21/20 4:09,0.0036401,,2/21/20 4:10,68.22678185,,2/21/20 4:09,0.0498787,,2/21/20 4:09,0.011183,,2/21/20 3:58,0.0029559,,2/21/20 4:10,68.22678185,,2/21/20 4:09,0.0029677,,2/21/20 4:09,0.9737075,,2/21/20 4:10,3.167081833
2/21/20 4:09,0.0015643,,2/21/20 4:09,0.9470649,,2/21/20 4:09,0.0393675,,2/21/20 4:09,0.0091088,,2/21/20 4:19,0.003018,,2/21/20 4:20,67.72006836,,2/21/20 4:19,0.0501893,,2/21/20 4:19,0.0091775,,2/21/20 4:09,0.0028292,,2/21/20 4:20,67.72006836,,2/21/20 4:19,0.0026707,,2/21/20 4:19,0.9671795,,2/21/20 4:20,3.167081833
2/21/20 4:19,0.0021647,,2/21/20 4:19,0.994583,,2/21/20 4:19,0.0416809,,2/21/20 4:19,0.0098015,,2/21/20 4:29,0.0030204,,2/21/20 4:30,67.40828667,,2/21/20 4:29,0.0477674,,2/21/20 4:29,0.0099633,,2/21/20 4:19,0.0029091,,2/21/20 4:30,67.40828667,,2/21/20 4:29,0.0030771,,2/21/20 4:29,1.0125202,,2/21/20 4:30,3.167081833
2/21/20 4:29,0.0027914,,2/21/20 4:29,0.9976036,,2/21/20 4:29,0.0498781,,2/21/20 4:29,0.0105018,,2/21/20 4:39,0.0030862,,2/21/20 4:40,67.17439117,,2/21/20 4:39,0.0438224,,2/21/20 4:39,0.0091606,,2/21/20 4:29,0.0032199,,2/21/20 4:40,67.17439117,,2/21/20 4:39,0.003521,,2/21/20 4:39,0.9895458,,2/21/20 4:40,3.166886568
2/21/20 4:39,0.0022235,,2/21/20 4:39,1.0048472,,2/21/20 4:39,0.0468116,,2/21/20 4:39,0.0090462,,2/21/20 4:49,0.0034076,,2/21/20 4:49,67.09645691,,2/21/20 4:49,0.0471759,,2/21/20 4:49,0.0107553,,2/21/20 4:39,0.002677,,2/21/20 4:49,67.09645691,,2/21/20 4:49,0.001642,,2/21/20 4:49,0.9536545,,2/21/20 4:49,3.167374849
2/21/20 4:49,0.0016969,,2/21/20 4:49,0.9515354,,2/21/20 4:49,0.050209,,2/21/20 4:49,0.0076111,,2/21/20 4:59,0.0037336,,2/21/20 4:59,67.09645691,,2/21/20 4:59,0.0465232,,2/21/20 4:59,0.0111886,,2/21/20 4:49,0.0025593,,2/21/20 4:59,67.09645691,,2/21/20 4:59,0.0044025,,2/21/20 4:59,0.9178714,,2/21/20 4:59,3.167081833
2/21/20 4:59,0.0020952,,2/21/20 4:59,0.9281129,,2/21/20 4:59,0.0446922,,2/21/20 4:59,0.0104807,,2/21/20 5:08,0.003675,,2/21/20 5:09,66.94054031,,2/21/20 5:08,0.0471955,,2/21/20 5:08,0.0104881,,2/21/20 4:59,0.0031472,,2/21/20 5:09,66.94054031,,2/21/20 5:08,0.001969,,2/21/20 5:08,0.9570345,,2/21/20 5:09,3.166788816
2/21/20 5:08,0.0027345,,2/21/20 5:08,0.9399996,,2/21/20 5:08,0.0428104,,2/21/20 5:08,0.0090019,,2/21/20 5:19,0.0030863,,2/21/20 5:20,66.74566002,,2/21/20 5:19,0.0416315,,2/21/20 5:19,0.0088322,,2/21/20 5:08,0.003386,,2/21/20 5:20,66.74566002,,2/21/20 5:19,0.0016716,,2/21/20 5:19,0.9196181,,2/21/20 5:20,3.166984081
2/21/20 5:19,0.0015125,,2/21/20 5:19,0.9840944,,2/21/20 5:19,0.0411268,,2/21/20 5:19,0.0085201,,2/21/20 5:29,0.0029559,,2/21/20 5:30,66.55077972,,2/21/20 5:29,0.0479876,,2/21/20 5:29,0.0087045,,2/21/20 5:19,0.0027102,,2/21/20 5:30,66.55077972,,2/21/20 5:29,0.0016469,,2/21/20 5:29,0.9451686,,2/21/20 5:30,3.166788816
2/21/20 5:29,0.003067,,2/21/20 5:29,0.9548379,,2/21/20 5:29,0.0468613,,2/21/20 5:29,0.0103835,,2/21/20 5:39,0.0031215,,2/21/20 5:40,65.88819771,,2/21/20 5:39,0.0492904,,2/21/20 5:39,0.0110269,,2/21/20 5:29,0.0031713,,2/21/20 5:40,65.88819771,,2/21/20 5:39,0.0017539,,2/21/20 5:39,0.9678286,,2/21/20 5:40,3.167081833
