Machines > Drill Press > MIB > X-Horizontal > Peak Acceleration,,,Machines > Drill Press > MIB > X-Horizontal > Peak Velocity,,,Machines > Drill Press > MIB > Y-Radial > Band 1,,,Machines > Drill Press > MIB > Y-Radial > Damage Accumulation,,,Machines > Drill Press > MIB > Y-Radial > Peak Acceleration,,,Machines > Drill Press > MIB > Y-Radial > Peak Velocity,,,Machines > Drill Press > MIB > X-Horizontal > Band 1,,,Machines > Drill Press > MIB > X-Horizontal > Damage Accumulation,,,Machines > Drill Press > MIB > Y-Radial > RMS Velocity,,,Machines > Drill Press > MIB > Y-Radial > Temperature,,,Machines > Drill Press > MIB > X-Horizontal > RMS Velocity,,,Machines > Drill Press > MIB > X-Horizontal > Temperature,,,Machines > Drill Press > MIB > Battery Voltage,
2/20/20 6:49,0.0401704,,2/20/20 6:49,0.0183179,,2/20/20 6:59,0.0044218,,2/20/20 6:59,0.3634701,,2/20/20 6:59,0.0304268,,2/20/20 6:59,0.0135351,,2/20/20 6:49,0.008071,,2/20/20 6:49,0.3409903,,2/20/20 6:59,0.0045011,,2/20/20 7:00,66.20001717,,2/20/20 6:49,0.005587,,2/20/20 7:00,66.20001717,,2/20/20 7:00,3.173333168
2/20/20 6:59,0.0341415,,2/20/20 6:59,0.0170599,,2/20/20 7:09,0.003679,,2/20/20 7:09,0.3680118,,2/20/20 7:09,0.035149,,2/20/20 7:09,0.0127362,,2/20/20 6:59,0.0037022,,2/20/20 6:59,0.3676116,,2/20/20 7:09,0.003851,,2/20/20 7:09,65.85980835,,2/20/20 6:59,0.0050075,,2/20/20 7:09,65.85980835,,2/20/20 7:09,3.172747374
2/20/20 7:09,0.0297874,,2/20/20 7:09,0.0115004,,2/20/20 7:20,0.0023341,,2/20/20 7:20,0.3604343,,2/20/20 7:20,0.0306343,,2/20/20 7:20,0.0151334,,2/20/20 7:09,0.002673,,2/20/20 7:09,0.3585344,,2/20/20 7:20,0.0044262,,2/20/20 7:20,65.48555222,,2/20/20 7:09,0.0045014,,2/20/20 7:20,65.48555222,,2/20/20 7:20,3.173431158
2/20/20 7:20,0.0361592,,2/20/20 7:20,0.0167258,,2/20/20 7:30,0.0021207,,2/20/20 7:30,0.3541373,,2/20/20 7:30,0.0280215,,2/20/20 7:30,0.0123945,,2/20/20 7:20,0.0043162,,2/20/20 7:20,0.3469731,,2/20/20 7:30,0.0038938,,2/20/20 7:30,65.4515358,,2/20/20 7:20,0.0045827,,2/20/20 7:30,65.4515358,,2/20/20 7:30,3.173528671
2/20/20 7:30,0.0315759,,2/20/20 7:30,0.0136912,,2/20/20 7:39,0.0027828,,2/20/20 7:39,0.3540381,,2/20/20 7:39,0.0315057,,2/20/20 7:39,0.0136521,,2/20/20 7:30,0.0037883,,2/20/20 7:30,0.358293,,2/20/20 7:39,0.0045935,,2/20/20 7:40,65.68970566,,2/20/20 7:30,0.0045219,,2/20/20 7:40,65.68970566,,2/20/20 7:40,3.173137903
2/20/20 7:39,0.0323576,,2/20/20 7:39,0.0123883,,2/20/20 7:49,0.0034289,,2/20/20 7:49,0.3549548,,2/20/20 7:49,0.0306943,,2/20/20 7:49,0.0127229,,2/20/20 7:39,0.0027148,,2/20/20 7:39,0.3681296,,2/20/20 7:49,0.0045589,,2/20/20 7:50,65.51960297,,2/20/20 7:39,0.0043116,,2/20/20 7:50,65.51960297,,2/20/20 7:50,3.173235655
2/20/20 7:49,0.028015,,2/20/20 7:49,0.0127028,,2/20/20 7:59,0.0031045,,2/20/20 7:59,0.3551352,,2/20/20 7:59,0.0301781,,2/20/20 7:59,0.0150241,,2/20/20 7:49,0.0023878,,2/20/20 7:49,0.3675926,,2/20/20 7:59,0.0045056,,2/20/20 8:00,65.79174461,,2/20/20 7:49,0.0047404,,2/20/20 8:00,65.79174461,,2/20/20 8:00,3.172747374
2/20/20 7:59,0.0351039,,2/20/20 7:59,0.0125538,,2/20/20 8:09,0.0036252,,2/20/20 8:09,0.3763137,,2/20/20 8:09,0.0342757,,2/20/20 8:09,0.0115003,,2/20/20 7:59,0.003912,,2/20/20 7:59,0.3763551,,2/20/20 8:09,0.0037646,,2/20/20 8:09,65.68970566,,2/20/20 7:59,0.0044533,,2/20/20 8:09,65.68970566,,2/20/20 8:09,3.173235655
2/20/20 8:09,0.0317914,,2/20/20 8:09,0.0220161,,2/20/20 8:19,0.0019668,,2/20/20 8:19,0.369169,,2/20/20 8:19,0.0292255,,2/20/20 8:19,0.0141287,,2/20/20 8:09,0.0034656,,2/20/20 8:09,0.3579839,,2/20/20 8:19,0.004544,,2/20/20 8:19,65.34950027,,2/20/20 8:09,0.0061118,,2/20/20 8:19,65.34950027,,2/20/20 8:19,3.173040152
2/20/20 8:19,0.0325699,,2/20/20 8:19,0.0125851,,2/20/20 8:30,0.0026663,,2/20/20 8:30,0.3491327,,2/20/20 8:30,0.0297904,,2/20/20 8:30,0.0162164,,2/20/20 8:19,0.0026807,,2/20/20 8:19,0.3651437,,2/20/20 8:30,0.004795,,2/20/20 8:30,65.58762894,,2/20/20 8:19,0.00451,,2/20/20 8:30,65.58762894,,2/20/20 8:30,3.172356367
2/20/20 8:30,0.0309457,,2/20/20 8:30,0.0152475,,2/20/20 8:40,0.0036725,,2/20/20 8:40,0.3616006,,2/20/20 8:40,0.0306575,,2/20/20 8:40,0.0117171,,2/20/20 8:30,0.0034745,,2/20/20 8:30,0.3654609,,2/20/20 8:40,0.0045468,,2/20/20 8:40,65.62163849,,2/20/20 8:30,0.0049462,,2/20/20 8:40,65.62163849,,2/20/20 8:40,3.172747374
2/20/20 8:40,0.0359346,,2/20/20 8:40,0.0169417,,2/20/20 8:49,0.0025836,,2/20/20 8:49,0.3747447,,2/20/20 8:49,0.0314895,,2/20/20 8:49,0.0156522,,2/20/20 8:40,0.0039868,,2/20/20 8:40,0.371864,,2/20/20 8:49,0.0044811,,2/20/20 8:50,65.89382477,,2/20/20 8:40,0.0040636,,2/20/20 8:50,65.89382477,,2/20/20 8:50,3.172356367
2/20/20 8:49,0.0346552,,2/20/20 8:49,0.0124623,,2/20/20 8:59,0.0021119,,2/20/20 8:59,0.3497008,,2/20/20 8:59,0.0287647,,2/20/20 8:59,0.0137977,,2/20/20 8:49,0.0036234,,2/20/20 8:49,0.3695697,,2/20/20 8:59,0.0039596,,2/20/20 8:59,65.51960297,,2/20/20 8:49,0.0047999,,2/20/20 8:59,65.51960297,,2/20/20 8:59,3.172356367
2/20/20 8:59,0.0347154,,2/20/20 8:59,0.0141429,,2/20/20 9:09,0.003682,,2/20/20 9:09,0.3629321,,2/20/20 9:09,0.028625,,2/20/20 9:09,0.0153692,,2/20/20 8:59,0.0030609,,2/20/20 8:59,0.360544,,2/20/20 9:09,0.0045788,,2/20/20 9:09,65.85980835,,2/20/20 8:59,0.0046677,,2/20/20 9:09,65.85980835,,2/20/20 9:09,3.171868086
2/20/20 9:09,0.0342011,,2/20/20 9:09,0.0165381,,2/20/20 9:19,0.0047813,,2/20/20 9:19,0.361288,,2/20/20 9:19,0.0295399,,2/20/20 9:19,0.013206,,2/20/20 9:09,0.0034911,,2/20/20 9:09,0.3622065,,2/20/20 9:19,0.0042558,,2/20/20 9:19,65.55361595,,2/20/20 9:09,0.0049814,,2/20/20 9:19,65.55361595,,2/20/20 9:19,3.172356367
2/20/20 9:19,0.0413758,,2/20/20 9:19,0.0139623,,2/20/20 9:29,0.0040308,,2/20/20 9:29,0.3636655,,2/20/20 9:29,0.0307201,,2/20/20 9:29,0.014563,,2/20/20 9:19,0.0037186,,2/20/20 9:19,0.3570591,,2/20/20 9:29,0.0048693,,2/20/20 9:29,65.75773163,,2/20/20 9:19,0.0052985,,2/20/20 9:29,65.75773163,,2/20/20 9:29,3.171868086
2/20/20 9:29,0.0312438,,2/20/20 9:29,0.0116203,,2/20/20 9:39,0.0036073,,2/20/20 9:39,0.3533648,,2/20/20 9:39,0.0303704,,2/20/20 9:39,0.0125695,,2/20/20 9:29,0.0021528,,2/20/20 9:29,0.3571919,,2/20/20 9:39,0.0044868,,2/20/20 9:39,65.75773163,,2/20/20 9:29,0.0035746,,2/20/20 9:39,65.75773163,,2/20/20 9:39,3.172258854
2/20/20 9:39,0.0317264,,2/20/20 9:39,0.0138584,,2/20/20 9:50,0.004779,,2/20/20 9:50,0.3824124,,2/20/20 9:50,0.0322515,,2/20/20 9:50,0.0119442,,2/20/20 9:39,0.0035737,,2/20/20 9:39,0.3489258,,2/20/20 9:50,0.0044381,,2/20/20 9:50,65.48555222,,2/20/20 9:39,0.0042954,,2/20/20 9:50,65.48555222,,2/20/20 9:50,3.171868086
2/20/20 9:50,0.0339455,,2/20/20 9:50,0.0129613,,2/20/20 10:00,0.0031253,,2/20/20 10:00,0.3597671,,2/20/20 10:00,0.0318931,,2/20/20 10:00,0.0148493,,2/20/20 9:50,0.0033585,,2/20/20 9:50,0.3628302,,2/20/20 10:00,0.0050898,,2/20/20 10:00,65.38351326,,2/20/20 9:50,0.0043613,,2/20/20 10:00,65.38351326,,2/20/20 10:00,3.172356367
2/20/20 10:00,0.0316762,,2/20/20 10:00,0.0105075,,2/20/20 10:09,0.0032818,,2/20/20 10:09,0.3594695,,2/20/20 10:09,0.0280145,,2/20/20 10:09,0.0158269,,2/20/20 10:00,0.0022044,,2/20/20 10:00,0.3565817,,2/20/20 10:09,0.0043824,,2/20/20 10:10,65.85980835,,2/20/20 10:00,0.0039616,,2/20/20 10:10,65.85980835,,2/20/20 10:10,3.172356367
2/20/20 10:09,0.03185,,2/20/20 10:09,0.0189429,,2/20/20 10:19,0.0037455,,2/20/20 10:19,0.3712911,,2/20/20 10:19,0.0307076,,2/20/20 10:19,0.0137854,,2/20/20 10:09,0.0051495,,2/20/20 10:09,0.3650704,,2/20/20 10:19,0.0041919,,2/20/20 10:20,65.85980835,,2/20/20 10:09,0.0053129,,2/20/20 10:20,65.85980835,,2/20/20 10:20,3.171770573
2/20/20 10:19,0.0367355,,2/20/20 10:19,0.0119332,,2/20/20 10:29,0.0040354,,2/20/20 10:29,0.3573775,,2/20/20 10:29,0.0312929,,2/20/20 10:29,0.0169721,,2/20/20 10:19,0.0034593,,2/20/20 10:19,0.36449,,2/20/20 10:29,0.0048666,,2/20/20 10:30,65.65565491,,2/20/20 10:19,0.0042407,,2/20/20 10:30,65.65565491,,2/20/20 10:30,3.172063351
2/20/20 10:29,0.038785,,2/20/20 10:29,0.0114529,,2/20/20 10:39,0.0021346,,2/20/20 10:39,0.3614052,,2/20/20 10:39,0.0298547,,2/20/20 10:39,0.0144811,,2/20/20 10:29,0.0032347,,2/20/20 10:29,0.3702097,,2/20/20 10:39,0.0047385,,2/20/20 10:40,65.41752625,,2/20/20 10:29,0.0038333,,2/20/20 10:40,65.41752625,,2/20/20 10:40,3.171965837
2/20/20 10:39,0.0334954,,2/20/20 10:39,0.0159634,,2/20/20 10:49,0.0031079,,2/20/20 10:49,0.3589074,,2/20/20 10:49,0.0351839,,2/20/20 10:49,0.0128127,,2/20/20 10:39,0.0030551,,2/20/20 10:39,0.3634188,,2/20/20 10:49,0.0042169,,2/20/20 10:50,65.31544952,,2/20/20 10:39,0.0046798,,2/20/20 10:50,65.31544952,,2/20/20 10:50,3.171672821
2/20/20 10:49,0.0331473,,2/20/20 10:49,0.0131024,,2/20/20 11:00,0.0043218,,2/20/20 11:00,0.3538247,,2/20/20 11:00,0.0332739,,2/20/20 11:00,0.0136946,,2/20/20 10:49,0.0026485,,2/20/20 10:49,0.3786115,,2/20/20 11:00,0.0041986,,2/20/20 11:00,65.51960297,,2/20/20 10:49,0.0038819,,2/20/20 11:00,65.51960297,,2/20/20 11:00,3.170989037
2/20/20 11:00,0.0336267,,2/20/20 11:00,0.01709,,2/20/20 11:09,0.0023949,,2/20/20 11:09,0.3803624,,2/20/20 11:09,0.0346053,,2/20/20 11:09,0.0107513,,2/20/20 11:00,0.0036842,,2/20/20 11:00,0.3440658,,2/20/20 11:09,0.0034951,,2/20/20 11:10,65.72372208,,2/20/20 11:00,0.0051055,,2/20/20 11:10,65.72372208,,2/20/20 11:10,3.170989037
2/20/20 11:09,0.0301038,,2/20/20 11:09,0.0132776,,2/20/20 11:19,0.0042089,,2/20/20 11:19,0.3608311,,2/20/20 11:19,0.0307379,,2/20/20 11:19,0.0137094,,2/20/20 11:09,0.0025126,,2/20/20 11:09,0.364631,,2/20/20 11:19,0.0045001,,2/20/20 11:20,65.85980835,,2/20/20 11:09,0.0040013,,2/20/20 11:20,65.85980835,,2/20/20 11:20,3.1702075
2/20/20 11:19,0.0348763,,2/20/20 11:19,0.0131525,,2/20/20 11:29,0.0030968,,2/20/20 11:29,0.3483632,,2/20/20 11:29,0.0373632,,2/20/20 11:29,0.0122405,,2/20/20 11:19,0.0028265,,2/20/20 11:19,0.3552339,,2/20/20 11:29,0.0046462,,2/20/20 11:30,66.02991104,,2/20/20 11:19,0.0042041,,2/20/20 11:30,66.02991104,,2/20/20 11:30,3.170793772
2/20/20 11:29,0.0345767,,2/20/20 11:29,0.0112441,,2/20/20 11:39,0.0035428,,2/20/20 11:39,0.357636,,2/20/20 11:39,0.0314489,,2/20/20 11:39,0.0133577,,2/20/20 11:29,0.00217,,2/20/20 11:29,0.3625455,,2/20/20 11:39,0.0049066,,2/20/20 11:40,65.89382477,,2/20/20 11:29,0.0039185,,2/20/20 11:40,65.89382477,,2/20/20 11:40,3.170305252
2/20/20 11:39,0.0289574,,2/20/20 11:39,0.0181937,,2/20/20 11:49,0.0025573,,2/20/20 11:49,0.3791271,,2/20/20 11:49,0.0294885,,2/20/20 11:49,0.0155333,,2/20/20 11:39,0.004103,,2/20/20 11:39,0.3597494,,2/20/20 11:49,0.0040579,,2/20/20 11:50,65.75773163,,2/20/20 11:39,0.0047657,,2/20/20 11:50,65.75773163,,2/20/20 11:50,3.170500755
2/20/20 11:49,0.0359215,,2/20/20 11:49,0.0168292,,2/20/20 11:59,0.004193,,2/20/20 11:59,0.35136,,2/20/20 11:59,0.0308801,,2/20/20 11:59,0.0142056,,2/20/20 11:49,0.0016902,,2/20/20 11:49,0.3650134,,2/20/20 11:59,0.0041678,,2/20/20 11:59,65.31544952,,2/20/20 11:49,0.005348,,2/20/20 11:59,65.31544952,,2/20/20 11:59,3.170598269
2/20/20 11:59,0.0366907,,2/20/20 11:59,0.0135374,,2/20/20 12:10,0.0033867,,2/20/20 12:10,0.3704886,,2/20/20 12:10,0.0292662,,2/20/20 12:10,0.0168549,,2/20/20 11:59,0.0043984,,2/20/20 11:59,0.3568611,,2/20/20 12:10,0.0044288,,2/20/20 12:10,65.75773163,,2/20/20 11:59,0.0046492,,2/20/20 12:10,65.75773163,,2/20/20 12:10,3.170891285
2/20/20 12:10,0.0310113,,2/20/20 12:10,0.0172132,,2/20/20 12:20,0.0039508,,2/20/20 12:20,0.3557544,,2/20/20 12:20,0.033151,,2/20/20 12:20,0.0133448,,2/20/20 12:10,0.0074127,,2/20/20 12:10,0.3727672,,2/20/20 12:20,0.0042598,,2/20/20 12:20,65.85980835,,2/20/20 12:10,0.004843,,2/20/20 12:20,65.85980835,,2/20/20 12:20,3.17108655
2/20/20 12:20,0.031655,,2/20/20 12:20,0.0148571,,2/20/20 12:29,0.0050212,,2/20/20 12:29,0.3604884,,2/20/20 12:29,0.0319881,,2/20/20 12:29,0.0139224,,2/20/20 12:20,0.003979,,2/20/20 12:20,0.3780583,,2/20/20 12:29,0.00455,,2/20/20 12:30,65.55361595,,2/20/20 12:20,0.0048986,,2/20/20 12:30,65.55361595,,2/20/20 12:30,3.170989037
2/20/20 12:29,0.0317349,,2/20/20 12:29,0.012404,,2/20/20 12:39,0.0026411,,2/20/20 12:39,0.3617238,,2/20/20 12:39,0.0305749,,2/20/20 12:39,0.0128116,,2/20/20 12:29,0.0036294,,2/20/20 12:29,0.3732933,,2/20/20 12:39,0.0041522,,2/20/20 12:40,65.51960297,,2/20/20 12:29,0.0040042,,2/20/20 12:40,65.51960297,,2/20/20 12:40,3.171184301
2/20/20 12:39,0.0355007,,2/20/20 12:39,0.0129772,,2/20/20 12:49,0.0026019,,2/20/20 12:49,0.3672003,,2/20/20 12:49,0.0346152,,2/20/20 12:49,0.0167921,,2/20/20 12:39,0.0031313,,2/20/20 12:39,0.3420102,,2/20/20 12:49,0.0048746,,2/20/20 12:50,65.89382477,,2/20/20 12:39,0.0050025,,2/20/20 12:50,65.89382477,,2/20/20 12:50,3.170793772
2/20/20 12:49,0.0326093,,2/20/20 12:49,0.0113627,,2/20/20 12:59,0.0026768,,2/20/20 12:59,0.3672303,,2/20/20 12:59,0.0327291,,2/20/20 12:59,0.0131019,,2/20/20 12:49,0.002694,,2/20/20 12:49,0.359424,,2/20/20 12:59,0.004045,,2/20/20 12:59,65.85980835,,2/20/20 12:49,0.0044035,,2/20/20 12:59,65.85980835,,2/20/20 12:59,3.170891285
2/20/20 12:59,0.0333304,,2/20/20 12:59,0.0163281,,2/20/20 13:09,0.0032586,,2/20/20 13:09,0.3776633,,2/20/20 13:09,0.0292964,,2/20/20 13:09,0.0158571,,2/20/20 12:59,0.003276,,2/20/20 12:59,0.3640859,,2/20/20 13:09,0.0040858,,2/20/20 13:09,65.58762894,,2/20/20 12:59,0.0052825,,2/20/20 13:09,65.58762894,,2/20/20 13:09,3.171184301
2/20/20 13:09,0.0347567,,2/20/20 13:09,0.0171756,,2/20/20 13:20,0.0036591,,2/20/20 13:20,0.3680569,,2/20/20 13:20,0.0315859,,2/20/20 13:20,0.0131816,,2/20/20 13:09,0.005751,,2/20/20 13:09,0.3919627,,2/20/20 13:20,0.0040395,,2/20/20 13:20,66.13195,,2/20/20 13:09,0.0050397,,2/20/20 13:20,66.13195,,2/20/20 13:20,3.171282053
2/20/20 13:20,0.02995,,2/20/20 13:20,0.0136121,,2/20/20 13:30,0.0064137,,2/20/20 13:30,0.374886,,2/20/20 13:30,0.0340032,,2/20/20 13:30,0.0167035,,2/20/20 13:20,0.004086,,2/20/20 13:20,0.3544284,,2/20/20 13:30,0.0046942,,2/20/20 13:30,65.8257576,,2/20/20 13:20,0.0045104,,2/20/20 13:30,65.8257576,,2/20/20 13:30,3.170891285
2/20/20 13:30,0.0388691,,2/20/20 13:30,0.0137133,,2/20/20 13:39,0.0036361,,2/20/20 13:39,0.3610385,,2/20/20 13:39,0.0290353,,2/20/20 13:39,0.0128792,,2/20/20 13:30,0.002139,,2/20/20 13:30,0.371742,,2/20/20 13:39,0.0047191,,2/20/20 13:40,65.85980835,,2/20/20 13:30,0.0041437,,2/20/20 13:40,65.85980835,,2/20/20 13:40,3.170989037
2/20/20 13:39,0.0356402,,2/20/20 13:39,0.0128424,,2/20/20 13:49,0.0029228,,2/20/20 13:49,0.3741496,,2/20/20 13:49,0.032485,,2/20/20 13:49,0.0164843,,2/20/20 13:39,0.0032476,,2/20/20 13:39,0.3458449,,2/20/20 13:49,0.0048967,,2/20/20 13:50,65.65565491,,2/20/20 13:39,0.0046886,,2/20/20 13:50,65.65565491,,2/20/20 13:50,3.170793772
2/20/20 13:49,0.0368244,,2/20/20 13:49,0.0133605,,2/20/20 13:59,0.0029691,,2/20/20 13:59,0.3699565,,2/20/20 13:59,0.0330153,,2/20/20 13:59,0.0166057,,2/20/20 13:49,0.0030494,,2/20/20 13:49,0.3636167,,2/20/20 13:59,0.0050323,,2/20/20 13:59,65.38351326,,2/20/20 13:49,0.0042174,,2/20/20 13:59,65.38351326,,2/20/20 13:59,3.1702075
2/20/20 13:59,0.0340268,,2/20/20 13:59,0.0161043,,2/20/20 14:09,0.0030094,,2/20/20 14:09,0.3525803,,2/20/20 14:09,0.0362373,,2/20/20 14:09,0.0143576,,2/20/20 13:59,0.0043581,,2/20/20 13:59,0.3463547,,2/20/20 14:09,0.0053602,,2/20/20 14:09,65.48555222,,2/20/20 13:59,0.0049988,,2/20/20 14:09,65.48555222,,2/20/20 14:09,3.1702075
2/20/20 14:09,0.0347015,,2/20/20 14:09,0.0169182,,2/20/20 14:20,0.0041084,,2/20/20 14:20,0.3647746,,2/20/20 14:20,0.033155,,2/20/20 14:20,0.0136227,,2/20/20 14:09,0.0029093,,2/20/20 14:09,0.3732769,,2/20/20 14:20,0.0051494,,2/20/20 14:20,65.75773163,,2/20/20 14:09,0.0045386,,2/20/20 14:20,65.75773163,,2/20/20 14:20,3.170012236
2/20/20 14:20,0.0324817,,2/20/20 14:20,0.014609,,2/20/20 14:30,0.0023279,,2/20/20 14:30,0.3721177,,2/20/20 14:30,0.0312203,,2/20/20 14:30,0.0122001,,2/20/20 14:20,0.0041577,,2/20/20 14:20,0.357417,,2/20/20 14:30,0.0039575,,2/20/20 14:30,65.62163849,,2/20/20 14:20,0.0051744,,2/20/20 14:30,65.62163849,,2/20/20 14:30,3.170402765
2/20/20 14:30,0.0376295,,2/20/20 14:30,0.0137916,,2/20/20 14:39,0.0048183,,2/20/20 14:39,0.360759,,2/20/20 14:39,0.0278267,,2/20/20 14:39,0.0138939,,2/20/20 14:30,0.0050206,,2/20/20 14:30,0.3689784,,2/20/20 14:39,0.0044619,,2/20/20 14:40,65.58762894,,2/20/20 14:30,0.0049654,,2/20/20 14:40,65.58762894,,2/20/20 14:40,3.170109749
2/20/20 14:39,0.0316606,,2/20/20 14:39,0.0145636,,2/20/20 14:49,0.0043698,,2/20/20 14:49,0.3549188,,2/20/20 14:49,0.0355962,,2/20/20 14:49,0.0155378,,2/20/20 14:39,0.0036601,,2/20/20 14:39,0.3653931,,2/20/20 14:49,0.0050071,,2/20/20 14:49,65.96184731,,2/20/20 14:39,0.0051429,,2/20/20 14:49,65.96184731,,2/20/20 14:49,3.170012236
2/20/20 14:49,0.0331596,,2/20/20 14:49,0.0147927,,2/20/20 14:59,0.0028385,,2/20/20 14:59,0.3557634,,2/20/20 14:59,0.0318067,,2/20/20 14:59,0.0157879,,2/20/20 14:49,0.0038744,,2/20/20 14:49,0.3632777,,2/20/20 14:59,0.0049649,,2/20/20 14:59,65.99586029,,2/20/20 14:49,0.0050681,,2/20/20 14:59,65.99586029,,2/20/20 14:59,3.170109749
2/20/20 14:59,0.0328512,,2/20/20 14:59,0.014468,,2/20/20 15:09,0.0017855,,2/20/20 15:09,0.3406565,,2/20/20 15:09,0.0314627,,2/20/20 15:09,0.0112547,,2/20/20 14:59,0.0046214,,2/20/20 14:59,0.3644223,,2/20/20 15:09,0.0040244,,2/20/20 15:09,66.13195,,2/20/20 14:59,0.0048092,,2/20/20 15:09,66.13195,,2/20/20 15:09,3.1702075
2/20/20 15:09,0.0344092,,2/20/20 15:09,0.0179981,,2/20/20 15:19,0.0039587,,2/20/20 15:19,0.3685499,,2/20/20 15:19,0.0325076,,2/20/20 15:19,0.0131968,,2/20/20 15:09,0.005134,,2/20/20 15:09,0.3608234,,2/20/20 15:19,0.0046142,,2/20/20 15:19,65.99586029,,2/20/20 15:09,0.0047582,,2/20/20 15:19,65.99586029,,2/20/20 15:19,3.169816971
2/20/20 15:19,0.0339988,,2/20/20 15:19,0.0148621,,2/20/20 15:30,0.0030344,,2/20/20 15:30,0.3675399,,2/20/20 15:30,0.0312955,,2/20/20 15:30,0.0117741,,2/20/20 15:19,0.003882,,2/20/20 15:19,0.3654419,,2/20/20 15:30,0.0037888,,2/20/20 15:31,66.23403015,,2/20/20 15:19,0.004526,,2/20/20 15:31,66.23403015,,2/20/20 15:31,3.169719219
2/20/20 15:30,0.0355288,,2/20/20 15:30,0.0134801,,2/20/20 15:40,0.0039741,,2/20/20 15:40,0.3625444,,2/20/20 15:40,0.0356162,,2/20/20 15:40,0.0162129,,2/20/20 15:30,0.003196,,2/20/20 15:30,0.3572109,,2/20/20 15:40,0.0049385,,2/20/20 15:41,66.13195,,2/20/20 15:30,0.0044099,,2/20/20 15:41,66.13195,,2/20/20 15:41,3.169914484
2/20/20 15:40,0.0321093,,2/20/20 15:40,0.018516,,2/20/20 15:49,0.003835,,2/20/20 15:49,0.3630463,,2/20/20 15:49,0.0313005,,2/20/20 15:49,0.0141309,,2/20/20 15:40,0.0025714,,2/20/20 15:40,0.3674733,,2/20/20 15:49,0.0039619,,2/20/20 15:50,66.20001717,,2/20/20 15:40,0.0048005,,2/20/20 15:50,66.20001717,,2/20/20 15:50,3.1692307
2/20/20 15:49,0.0396713,,2/20/20 15:49,0.0167298,,2/20/20 15:59,0.0045513,,2/20/20 15:59,0.3446692,,2/20/20 15:59,0.0283887,,2/20/20 15:59,0.0196193,,2/20/20 15:49,0.0046545,,2/20/20 15:49,0.3616722,,2/20/20 15:59,0.0052465,,2/20/20 16:00,66.16596298,,2/20/20 15:49,0.0053415,,2/20/20 16:00,66.16596298,,2/20/20 16:00,3.169523954
2/20/20 15:59,0.030439,,2/20/20 15:59,0.0127402,,2/20/20 16:09,0.003018,,2/20/20 16:09,0.3427245,,2/20/20 16:09,0.0315858,,2/20/20 16:09,0.0127454,,2/20/20 15:59,0.0026283,,2/20/20 15:59,0.3713107,,2/20/20 16:09,0.0043376,,2/20/20 16:10,66.37011986,,2/20/20 15:59,0.0040504,,2/20/20 16:10,66.37011986,,2/20/20 16:10,3.168449163
2/20/20 16:09,0.0366943,,2/20/20 16:09,0.0160719,,2/20/20 16:19,0.0048787,,2/20/20 16:19,0.3552735,,2/20/20 16:19,0.0349616,,2/20/20 16:19,0.0163896,,2/20/20 16:09,0.002108,,2/20/20 16:09,0.3527687,,2/20/20 16:19,0.0048442,,2/20/20 16:20,66.23403015,,2/20/20 16:09,0.0040269,,2/20/20 16:20,66.23403015,,2/20/20 16:20,3.169523954
2/20/20 16:19,0.0358788,,2/20/20 16:19,0.0141007,,2/20/20 16:30,0.0033646,,2/20/20 16:30,0.3813333,,2/20/20 16:30,0.0339799,,2/20/20 16:30,0.0137275,,2/20/20 16:19,0.0053828,,2/20/20 16:19,0.3749558,,2/20/20 16:30,0.0046268,,2/20/20 16:31,65.99586029,,2/20/20 16:19,0.0049401,,2/20/20 16:31,65.99586029,,2/20/20 16:31,3.16884017
2/20/20 16:30,0.0349874,,2/20/20 16:30,0.0119272,,2/20/20 16:40,0.0034315,,2/20/20 16:40,0.374919,,2/20/20 16:40,0.0329753,,2/20/20 16:40,0.0118587,,2/20/20 16:30,0.0021138,,2/20/20 16:30,0.3706463,,2/20/20 16:40,0.0037397,,2/20/20 16:40,66.06392746,,2/20/20 16:30,0.0039915,,2/20/20 16:40,66.06392746,,2/20/20 16:40,3.168644667
2/20/20 16:40,0.0394742,,2/20/20 16:40,0.0123058,,2/20/20 16:49,0.0020892,,2/20/20 16:49,0.3643598,,2/20/20 16:49,0.028508,,2/20/20 16:49,0.0177739,,2/20/20 16:40,0.0020606,,2/20/20 16:40,0.3750235,,2/20/20 16:49,0.0057955,,2/20/20 16:50,66.23403015,,2/20/20 16:40,0.0037561,,2/20/20 16:50,66.23403015,,2/20/20 16:50,3.16884017
2/20/20 16:49,0.0366969,,2/20/20 16:49,0.014181,,2/20/20 16:59,0.0036789,,2/20/20 16:59,0.3667254,,2/20/20 16:59,0.0332537,,2/20/20 16:59,0.0128458,,2/20/20 16:49,0.0030842,,2/20/20 16:49,0.3746357,,2/20/20 16:59,0.0044403,,2/20/20 17:00,66.40413284,,2/20/20 16:49,0.0048847,,2/20/20 17:00,66.40413284,,2/20/20 17:00,3.168156147
2/20/20 16:59,0.0341887,,2/20/20 16:59,0.0142,,2/20/20 17:09,0.0054156,,2/20/20 17:09,0.3643809,,2/20/20 17:09,0.032347,,2/20/20 17:09,0.0128977,,2/20/20 16:59,0.0026461,,2/20/20 16:59,0.3655315,,2/20/20 17:09,0.0047291,,2/20/20 17:10,66.47215881,,2/20/20 16:59,0.0040826,,2/20/20 17:10,66.47215881,,2/20/20 17:10,3.169425964
