Machines > Bridgeport Mill 1 > Spindle > X-Axial > Peak Acceleration,,,Machines > Bridgeport Mill 1 > Spindle > X-Axial > Peak Velocity,,,Machines > Bridgeport Mill 1 > Spindle > X-Axial > Band 1,,,Machines > Bridgeport Mill 1 > Spindle > X-Axial > Damage Accumulation,,,Machines > Bridgeport Mill 1 > Spindle > Y-Radial > RMS Velocity,,,Machines > Bridgeport Mill 1 > Spindle > Y-Radial > Temperature,,,Machines > Bridgeport Mill 1 > Spindle > X-Axial > RMS Velocity,,,Machines > Bridgeport Mill 1 > Spindle > X-Axial > Temperature,,,Machines > Bridgeport Mill 1 > Spindle > Y-Radial > Peak Acceleration,,,Machines > Bridgeport Mill 1 > Spindle > Y-Radial > Peak Velocity,,,Machines > Bridgeport Mill 1 > Spindle > Y-Radial > Band 1,,,Machines > Bridgeport Mill 1 > Spindle > Y-Radial > Damage Accumulation,,,Machines > Bridgeport Mill 1 > Spindle > Battery Voltage,
2/27/20 13:29,0.0600823,,2/27/20 13:29,0.0106915,,2/27/20 13:29,0.0019751,,2/27/20 13:29,0.9600589,,2/27/20 13:39,0.00335,,2/27/20 13:20,63.6665184,,2/27/20 13:29,0.0028347,,2/27/20 13:20,63.6665184,,2/27/20 13:39,0.041123,,2/27/20 13:39,0.0117616,,2/27/20 13:39,0.0039196,,2/27/20 13:49,1.0220789,,2/27/20 13:20,3.132796049
2/27/20 13:39,0.0420991,,2/27/20 13:39,0.0088586,,2/27/20 13:39,0.0032959,,2/27/20 13:39,0.9506198,,2/27/20 13:49,0.0025628,,2/27/20 13:30,63.58858414,,2/27/20 13:39,0.0031616,,2/27/20 13:30,63.58858414,,2/27/20 13:49,0.0384038,,2/27/20 13:49,0.007883,,2/27/20 13:49,0.0020516,,2/27/20 13:59,0.9752455,,2/27/20 13:30,3.134065866
2/27/20 13:49,0.0474846,,2/27/20 13:49,0.0116114,,2/27/20 13:49,0.0030416,,2/27/20 13:49,0.9270169,,2/27/20 13:59,0.0033108,,2/27/20 13:40,64.01731186,,2/27/20 13:49,0.003386,,2/27/20 13:40,64.01731186,,2/27/20 13:59,0.047067,,2/27/20 13:59,0.0097624,,2/27/20 13:59,0.0021249,,2/27/20 14:09,0.9419673,,2/27/20 13:40,3.13328433
2/27/20 13:59,0.0479504,,2/27/20 13:59,0.0091527,,2/27/20 13:59,0.0025556,,2/27/20 13:59,0.9564677,,2/27/20 14:09,0.0025324,,2/27/20 13:50,63.51064987,,2/27/20 13:59,0.0029376,,2/27/20 13:50,63.51064987,,2/27/20 14:09,0.0498684,,2/27/20 14:09,0.0094294,,2/27/20 14:09,0.0024797,,2/27/20 14:20,0.9794398,,2/27/20 13:50,3.132503033
2/27/20 14:09,0.0533271,,2/27/20 14:09,0.0090471,,2/27/20 14:09,0.0030471,,2/27/20 14:09,0.9662005,,2/27/20 14:20,0.0033233,,2/27/20 14:00,63.8613987,,2/27/20 14:09,0.0030506,,2/27/20 14:00,63.8613987,,2/27/20 14:20,0.0474168,,2/27/20 14:20,0.0123401,,2/27/20 14:20,0.0027124,,2/27/20 14:29,0.9780072,,2/27/20 14:00,3.132796049
2/27/20 14:19,0.0417995,,2/27/20 14:19,0.0116372,,2/27/20 14:19,0.0029215,,2/27/20 14:19,0.950223,,2/27/20 14:29,0.0027398,,2/27/20 14:09,63.70553017,,2/27/20 14:19,0.0036078,,2/27/20 14:09,63.70553017,,2/27/20 14:29,0.0400189,,2/27/20 14:29,0.0077429,,2/27/20 14:29,0.0020751,,2/27/20 14:39,0.9763847,,2/27/20 14:09,3.132796049
2/27/20 14:29,0.0427855,,2/27/20 14:29,0.0085071,,2/27/20 14:29,0.0030487,,2/27/20 14:29,0.8930319,,2/27/20 14:39,0.0027206,,2/27/20 14:20,63.35473328,,2/27/20 14:29,0.0030879,,2/27/20 14:20,63.35473328,,2/27/20 14:39,0.0468628,,2/27/20 14:39,0.0101328,,2/27/20 14:39,0.0022294,,2/27/20 14:49,0.9643829,,2/27/20 14:20,3.132893801
2/27/20 14:39,0.0483599,,2/27/20 14:39,0.0097602,,2/27/20 14:39,0.0027111,,2/27/20 14:39,0.9737899,,2/27/20 14:49,0.0031128,,2/27/20 14:30,63.6665184,,2/27/20 14:39,0.0037053,,2/27/20 14:30,63.6665184,,2/27/20 14:49,0.0386752,,2/27/20 14:49,0.0092933,,2/27/20 14:49,0.0027876,,2/27/20 14:59,15.0669256,,2/27/20 14:30,3.132600784
2/27/20 14:49,0.0409286,,2/27/20 14:49,0.0103109,,2/27/20 14:49,0.0027481,,2/27/20 14:49,0.973151,,2/27/20 14:59,0.0112752,,2/27/20 14:40,64.01731186,,2/27/20 14:49,0.0034143,,2/27/20 14:40,64.01731186,,2/27/20 14:59,0.5655046,,2/27/20 14:59,0.0394276,,2/27/20 14:59,0.0050804,,2/27/20 15:09,0.9938005,,2/27/20 14:40,3.132796049
2/27/20 14:59,0.7723659,,2/27/20 14:59,0.0566824,,2/27/20 14:59,0.0059316,,2/27/20 14:59,8.8884205,,2/27/20 15:09,0.0025649,,2/27/20 14:50,63.6665184,,2/27/20 14:59,0.0149098,,2/27/20 14:50,63.6665184,,2/27/20 15:09,0.0439934,,2/27/20 15:09,0.0076341,,2/27/20 15:09,0.0033765,,2/27/20 15:19,1.0443219,,2/27/20 14:50,3.132991314
2/27/20 15:09,0.0401939,,2/27/20 15:09,0.0118711,,2/27/20 15:09,0.002589,,2/27/20 15:09,0.9586729,,2/27/20 15:19,0.0030891,,2/27/20 15:00,63.93937759,,2/27/20 15:09,0.0034442,,2/27/20 15:00,63.93937759,,2/27/20 15:19,0.0437761,,2/27/20 15:19,0.0092762,,2/27/20 15:19,0.0026943,,2/27/20 15:30,13.730988,,2/27/20 15:00,3.132600784
2/27/20 15:19,0.0430828,,2/27/20 15:19,0.0100627,,2/27/20 15:19,0.0016346,,2/27/20 15:19,0.9778397,,2/27/20 15:30,0.0158306,,2/27/20 15:09,64.71890564,,2/27/20 15:19,0.0032232,,2/27/20 15:09,64.71890564,,2/27/20 15:30,0.5094284,,2/27/20 15:30,0.0504445,,2/27/20 15:30,0.0146406,,2/27/20 15:39,0.9672827,,2/27/20 15:09,3.132307529
2/27/20 15:29,0.6970649,,2/27/20 15:29,0.0519157,,2/27/20 15:29,0.005353,,2/27/20 15:29,7.7916747,,2/27/20 15:39,0.0028553,,2/27/20 15:19,64.71890564,,2/27/20 15:29,0.0163536,,2/27/20 15:19,64.71890564,,2/27/20 15:39,0.0383689,,2/27/20 15:39,0.0084802,,2/27/20 15:39,0.0024012,,2/27/20 15:49,0.9392286,,2/27/20 15:19,3.132307529
2/27/20 15:39,0.0462485,,2/27/20 15:39,0.0100351,,2/27/20 15:39,0.00248,,2/27/20 15:39,0.9462661,,2/27/20 15:49,0.0025974,,2/27/20 15:30,65.06970596,,2/27/20 15:39,0.0034418,,2/27/20 15:30,65.06970596,,2/27/20 15:49,0.0437178,,2/27/20 15:49,0.008072,,2/27/20 15:49,0.0018424,,2/27/20 15:59,0.9946233,,2/27/20 15:30,3.132307529
2/27/20 15:49,0.0486206,,2/27/20 15:49,0.0091185,,2/27/20 15:49,0.0013995,,2/27/20 15:49,0.9472914,,2/27/20 15:59,0.0029754,,2/27/20 15:40,65.69331741,,2/27/20 15:49,0.0029782,,2/27/20 15:40,65.69331741,,2/27/20 15:59,0.0461389,,2/27/20 15:59,0.0120115,,2/27/20 15:59,0.0022704,,2/27/20 16:09,1.0089897,,2/27/20 15:40,3.132014513
2/27/20 15:59,0.0477762,,2/27/20 15:59,0.0112389,,2/27/20 15:59,0.0027083,,2/27/20 15:59,0.9930443,,2/27/20 16:09,0.0023276,,2/27/20 15:50,66.1999794,,2/27/20 15:59,0.0030234,,2/27/20 15:50,66.1999794,,2/27/20 16:09,0.0408046,,2/27/20 16:09,0.0068862,,2/27/20 16:09,0.0017147,,2/27/20 16:19,0.9870689,,2/27/20 15:50,3.132210016
2/27/20 16:09,0.0462653,,2/27/20 16:09,0.0092154,,2/27/20 16:09,0.0033615,,2/27/20 16:09,0.9767319,,2/27/20 16:19,0.0028338,,2/27/20 15:59,66.58974686,,2/27/20 16:09,0.0030678,,2/27/20 15:59,66.58974686,,2/27/20 16:19,0.0433311,,2/27/20 16:19,0.0095441,,2/27/20 16:19,0.0032707,,2/27/20 16:29,0.9897328,,2/27/20 15:59,3.131917
2/27/20 16:19,0.0553665,,2/27/20 16:19,0.0107369,,2/27/20 16:19,0.0025275,,2/27/20 16:19,0.981333,,2/27/20 16:29,0.0027347,,2/27/20 16:09,67.01852264,,2/27/20 16:19,0.003782,,2/27/20 16:09,67.01852264,,2/27/20 16:29,0.041344,,2/27/20 16:29,0.009978,,2/27/20 16:29,0.0011119,,2/27/20 16:40,0.9631517,,2/27/20 16:09,3.132210016
2/27/20 16:29,0.0525775,,2/27/20 16:29,0.0109642,,2/27/20 16:29,0.0023416,,2/27/20 16:29,0.9392022,,2/27/20 16:40,0.0028713,,2/27/20 16:19,67.29134064,,2/27/20 16:29,0.0035298,,2/27/20 16:19,67.29134064,,2/27/20 16:40,0.0445058,,2/27/20 16:40,0.0085562,,2/27/20 16:40,0.0017115,,2/27/20 16:49,1.0139377,,2/27/20 16:19,3.131623983
2/27/20 16:40,0.0507304,,2/27/20 16:40,0.0085635,,2/27/20 16:40,0.0019252,,2/27/20 16:40,0.9857022,,2/27/20 16:49,0.0032685,,2/27/20 16:29,67.05748978,,2/27/20 16:40,0.0027381,,2/27/20 16:29,67.05748978,,2/27/20 16:49,0.0510899,,2/27/20 16:49,0.0132668,,2/27/20 16:49,0.0019925,,2/27/20 16:59,1.0049278,,2/27/20 16:29,3.132210016
2/27/20 16:49,0.0459936,,2/27/20 16:49,0.0107873,,2/27/20 16:49,0.0028197,,2/27/20 16:49,0.9923745,,2/27/20 16:59,0.0032947,,2/27/20 16:40,67.2523735,,2/27/20 16:49,0.003411,,2/27/20 16:40,67.2523735,,2/27/20 16:59,0.0392441,,2/27/20 16:59,0.01319,,2/27/20 16:59,0.0021043,,2/27/20 17:09,1.0004631,,2/27/20 16:40,3.131721735
2/27/20 16:59,0.0482155,,2/27/20 16:59,0.0090706,,2/27/20 16:59,0.0025045,,2/27/20 16:59,0.923776,,2/27/20 17:09,0.00321,,2/27/20 16:50,66.94054031,,2/27/20 16:59,0.0031369,,2/27/20 16:50,66.94054031,,2/27/20 17:09,0.0449277,,2/27/20 17:09,0.0086317,,2/27/20 17:09,0.0029859,,2/27/20 17:19,0.9961422,,2/27/20 16:50,3.132210016
2/27/20 17:09,0.0461672,,2/27/20 17:09,0.0114823,,2/27/20 17:09,0.0040732,,2/27/20 17:09,0.9826777,,2/27/20 17:19,0.0035211,,2/27/20 16:59,66.78462715,,2/27/20 17:09,0.0034192,,2/27/20 16:59,66.78462715,,2/27/20 17:19,0.0427921,,2/27/20 17:19,0.0097208,,2/27/20 17:19,0.0033537,,2/27/20 17:29,0.9997554,,2/27/20 16:59,3.131917
2/27/20 17:19,0.0533984,,2/27/20 17:19,0.0103442,,2/27/20 17:19,0.0021618,,2/27/20 17:19,0.9393413,,2/27/20 17:29,0.0030136,,2/27/20 17:09,66.86260605,,2/27/20 17:19,0.0033614,,2/27/20 17:09,66.86260605,,2/27/20 17:29,0.0436345,,2/27/20 17:29,0.0090699,,2/27/20 17:29,0.0031107,,2/27/20 17:39,1.0132185,,2/27/20 17:09,3.131721735
2/27/20 17:29,0.0484471,,2/27/20 17:29,0.0127192,,2/27/20 17:29,0.0023173,,2/27/20 17:29,0.93169,,2/27/20 17:39,0.0034504,,2/27/20 17:20,66.78462715,,2/27/20 17:29,0.0032376,,2/27/20 17:20,66.78462715,,2/27/20 17:39,0.04355,,2/27/20 17:39,0.0096107,,2/27/20 17:39,0.0030358,,2/27/20 17:50,1.0305366,,2/27/20 17:20,3.131526232
2/27/20 17:39,0.0523438,,2/27/20 17:39,0.0115367,,2/27/20 17:39,0.0047621,,2/27/20 17:39,0.9480797,,2/27/20 17:50,0.0025642,,2/27/20 17:30,66.51181259,,2/27/20 17:39,0.003781,,2/27/20 17:30,66.51181259,,2/27/20 17:50,0.0447194,,2/27/20 17:50,0.007262,,2/27/20 17:50,0.0017623,,2/27/20 17:59,0.986741,,2/27/20 17:30,3.132112265
2/27/20 17:50,0.0431632,,2/27/20 17:50,0.0106718,,2/27/20 17:50,0.0021512,,2/27/20 17:50,0.9722494,,2/27/20 17:59,0.0026562,,2/27/20 17:40,66.27796173,,2/27/20 17:50,0.0030679,,2/27/20 17:40,66.27796173,,2/27/20 17:59,0.0410881,,2/27/20 17:59,0.0086953,,2/27/20 17:59,0.0019818,,2/27/20 18:09,1.0189548,,2/27/20 17:40,3.131819248
2/27/20 17:59,0.0550862,,2/27/20 17:59,0.0095932,,2/27/20 17:59,0.0016658,,2/27/20 17:59,0.9356883,,2/27/20 18:09,0.0031074,,2/27/20 17:50,66.47284546,,2/27/20 17:59,0.0029132,,2/27/20 17:50,66.47284546,,2/27/20 18:09,0.0443235,,2/27/20 18:09,0.0087848,,2/27/20 18:09,0.0018179,,2/27/20 18:19,0.9899629,,2/27/20 17:50,3.132014513
2/27/20 18:09,0.0462853,,2/27/20 18:09,0.0085036,,2/27/20 18:09,0.0019961,,2/27/20 18:09,0.9915965,,2/27/20 18:19,0.0031919,,2/27/20 18:00,66.39486313,,2/27/20 18:09,0.0028364,,2/27/20 18:00,66.39486313,,2/27/20 18:19,0.0403431,,2/27/20 18:19,0.00929,,2/27/20 18:19,0.0033914,,2/27/20 18:29,0.9786228,,2/27/20 18:00,3.131428719
2/27/20 18:19,0.050259,,2/27/20 18:19,0.0093443,,2/27/20 18:19,0.003087,,2/27/20 18:19,0.9594097,,2/27/20 18:29,0.003123,,2/27/20 18:10,66.31692886,,2/27/20 18:19,0.0031094,,2/27/20 18:10,66.31692886,,2/27/20 18:29,0.0388922,,2/27/20 18:29,0.0091495,,2/27/20 18:29,0.0027659,,2/27/20 18:39,1.0158709,,2/27/20 18:10,3.132014513
2/27/20 18:29,0.0445119,,2/27/20 18:29,0.0093644,,2/27/20 18:29,0.0029313,,2/27/20 18:29,0.91106,,2/27/20 18:39,0.0030695,,2/27/20 18:20,66.27796173,,2/27/20 18:29,0.0028365,,2/27/20 18:20,66.27796173,,2/27/20 18:39,0.0428193,,2/27/20 18:39,0.0084546,,2/27/20 18:39,0.0026924,,2/27/20 18:49,0.9743652,,2/27/20 18:20,3.131623983
2/27/20 18:39,0.0417741,,2/27/20 18:39,0.0085306,,2/27/20 18:39,0.0029206,,2/27/20 18:39,0.9757118,,2/27/20 18:49,0.0025588,,2/27/20 18:30,66.16101227,,2/27/20 18:39,0.0029061,,2/27/20 18:30,66.16101227,,2/27/20 18:49,0.0427552,,2/27/20 18:49,0.0093891,,2/27/20 18:49,0.0012862,,2/27/20 19:00,1.0022294,,2/27/20 18:30,3.132112265
2/27/20 18:49,0.0551035,,2/27/20 18:49,0.0108754,,2/27/20 18:49,0.0027119,,2/27/20 18:49,0.9877322,,2/27/20 19:00,0.0026171,,2/27/20 18:40,66.083078,,2/27/20 18:49,0.0029043,,2/27/20 18:40,66.083078,,2/27/20 19:00,0.0417759,,2/27/20 19:00,0.0075327,,2/27/20 19:00,0.0025341,,2/27/20 19:09,1.0044215,,2/27/20 18:40,3.131917
2/27/20 19:00,0.049543,,2/27/20 19:00,0.0110655,,2/27/20 19:00,0.0030073,,2/27/20 19:00,1.0072339,,2/27/20 19:09,0.0034423,,2/27/20 18:49,65.92716484,,2/27/20 19:00,0.0032606,,2/27/20 18:49,65.92716484,,2/27/20 19:09,0.0448846,,2/27/20 19:09,0.0098024,,2/27/20 19:09,0.0036623,,2/27/20 19:19,0.9908605,,2/27/20 18:49,3.132014513
2/27/20 19:09,0.0471512,,2/27/20 19:09,0.0112638,,2/27/20 19:09,0.0027692,,2/27/20 19:09,0.9015745,,2/27/20 19:19,0.0029804,,2/27/20 19:00,65.65435028,,2/27/20 19:09,0.0038592,,2/27/20 19:00,65.65435028,,2/27/20 19:19,0.0517903,,2/27/20 19:19,0.0080243,,2/27/20 19:19,0.0025211,,2/27/20 19:29,0.9690375,,2/27/20 19:00,3.131917
2/27/20 19:19,0.0525424,,2/27/20 19:19,0.009545,,2/27/20 19:19,0.0018917,,2/27/20 19:19,0.9605587,,2/27/20 19:29,0.0025964,,2/27/20 19:10,65.65435028,,2/27/20 19:19,0.0033106,,2/27/20 19:10,65.65435028,,2/27/20 19:29,0.0391718,,2/27/20 19:29,0.0073251,,2/27/20 19:29,0.0021407,,2/27/20 19:39,0.9518863,,2/27/20 19:10,3.131330729
2/27/20 19:29,0.0514625,,2/27/20 19:29,0.0079912,,2/27/20 19:29,0.0018588,,2/27/20 19:29,0.9842544,,2/27/20 19:39,0.0033185,,2/27/20 19:20,65.38148422,,2/27/20 19:29,0.0025678,,2/27/20 19:20,65.38148422,,2/27/20 19:39,0.0465083,,2/27/20 19:39,0.0093742,,2/27/20 19:39,0.0028333,,2/27/20 19:49,0.9871092,,2/27/20 19:20,3.132210016
2/27/20 19:39,0.0440273,,2/27/20 19:39,0.0084166,,2/27/20 19:39,0.0026749,,2/27/20 19:39,0.9518821,,2/27/20 19:49,0.0033437,,2/27/20 19:30,65.34251709,,2/27/20 19:39,0.0029264,,2/27/20 19:30,65.34251709,,2/27/20 19:49,0.0425637,,2/27/20 19:49,0.0097866,,2/27/20 19:49,0.0014559,,2/27/20 19:59,1.0022121,,2/27/20 19:30,3.131917
2/27/20 19:49,0.0486673,,2/27/20 19:49,0.0097807,,2/27/20 19:49,0.0028815,,2/27/20 19:49,0.9472965,,2/27/20 19:59,0.0030835,,2/27/20 19:40,65.45946655,,2/27/20 19:49,0.0032883,,2/27/20 19:40,65.45946655,,2/27/20 19:59,0.0432798,,2/27/20 19:59,0.0107042,,2/27/20 19:59,0.0019976,,2/27/20 20:10,0.9906763,,2/27/20 19:40,3.131917
2/27/20 19:59,0.0460842,,2/27/20 19:59,0.0110005,,2/27/20 19:59,0.0026252,,2/27/20 19:59,0.9605226,,2/27/20 20:10,0.0027422,,2/27/20 19:49,65.38148422,,2/27/20 19:59,0.0032614,,2/27/20 19:49,65.38148422,,2/27/20 20:10,0.0437291,,2/27/20 20:10,0.0074465,,2/27/20 20:10,0.0020004,,2/27/20 20:19,0.9603267,,2/27/20 19:49,3.132210016
2/27/20 20:10,0.0418616,,2/27/20 20:10,0.0129126,,2/27/20 20:10,0.0038364,,2/27/20 20:10,0.958441,,2/27/20 20:19,0.0028913,,2/27/20 19:59,65.26458626,,2/27/20 20:10,0.0036256,,2/27/20 19:59,65.26458626,,2/27/20 20:19,0.0377796,,2/27/20 20:19,0.0078333,,2/27/20 20:19,0.0019307,,2/27/20 20:29,0.9638823,,2/27/20 19:59,3.131819248
2/27/20 20:19,0.0466765,,2/27/20 20:19,0.0090613,,2/27/20 20:19,0.0018492,,2/27/20 20:19,0.9729758,,2/27/20 20:29,0.0026345,,2/27/20 20:10,65.03069077,,2/27/20 20:19,0.0026394,,2/27/20 20:10,65.03069077,,2/27/20 20:29,0.0553684,,2/27/20 20:29,0.0083554,,2/27/20 20:29,0.0021478,,2/27/20 20:39,1.0055319,,2/27/20 20:10,3.131721735
2/27/20 20:29,0.0529499,,2/27/20 20:29,0.0129493,,2/27/20 20:29,0.0040435,,2/27/20 20:29,0.9781694,,2/27/20 20:39,0.0030744,,2/27/20 20:20,65.03069077,,2/27/20 20:29,0.0037814,,2/27/20 20:20,65.03069077,,2/27/20 20:39,0.047363,,2/27/20 20:39,0.0102902,,2/27/20 20:39,0.0021888,,2/27/20 20:49,0.9539748,,2/27/20 20:20,3.131135464
2/27/20 20:39,0.0507247,,2/27/20 20:39,0.0102272,,2/27/20 20:39,0.0018307,,2/27/20 20:39,0.9654483,,2/27/20 20:49,0.0027664,,2/27/20 20:30,64.9527565,,2/27/20 20:39,0.0031377,,2/27/20 20:30,64.9527565,,2/27/20 20:49,0.0366315,,2/27/20 20:49,0.0098693,,2/27/20 20:49,0.0028121,,2/27/20 20:59,0.9627086,,2/27/20 20:30,3.132014513
2/27/20 20:49,0.0432837,,2/27/20 20:49,0.0113674,,2/27/20 20:49,0.0029245,,2/27/20 20:49,0.9281452,,2/27/20 20:59,0.002776,,2/27/20 20:40,64.83580704,,2/27/20 20:49,0.0041131,,2/27/20 20:40,64.83580704,,2/27/20 20:59,0.0472467,,2/27/20 20:59,0.0085467,,2/27/20 20:59,0.0014607,,2/27/20 21:09,0.9373818,,2/27/20 20:40,3.131721735
2/27/20 20:59,0.0483022,,2/27/20 20:59,0.0092944,,2/27/20 20:59,0.0022562,,2/27/20 20:59,0.9525055,,2/27/20 21:09,0.0028808,,2/27/20 20:49,64.32914505,,2/27/20 20:59,0.003152,,2/27/20 20:49,64.32914505,,2/27/20 21:09,0.0364897,,2/27/20 21:09,0.0088451,,2/27/20 21:09,0.0023437,,2/27/20 21:20,0.960344,,2/27/20 20:49,3.132210016
2/27/20 21:09,0.0467711,,2/27/20 21:09,0.0086581,,2/27/20 21:09,0.0023575,,2/27/20 21:09,1.030574,,2/27/20 21:20,0.003473,,2/27/20 20:59,64.56299248,,2/27/20 21:09,0.0032173,,2/27/20 20:59,64.56299248,,2/27/20 21:20,0.0478325,,2/27/20 21:20,0.0102411,,2/27/20 21:20,0.0026238,,2/27/20 21:29,0.9794973,,2/27/20 20:59,3.132112265
2/27/20 21:20,0.0465009,,2/27/20 21:20,0.0135736,,2/27/20 21:20,0.0021243,,2/27/20 21:20,0.9655358,,2/27/20 21:29,0.002962,,2/27/20 21:09,64.48505821,,2/27/20 21:20,0.0038998,,2/27/20 21:09,64.48505821,,2/27/20 21:29,0.0387505,,2/27/20 21:29,0.012802,,2/27/20 21:29,0.0017947,,2/27/20 21:39,1.0232814,,2/27/20 21:09,3.131917
2/27/20 21:30,0.0444866,,2/27/20 21:30,0.0101121,,2/27/20 21:30,0.0017163,,2/27/20 21:30,0.9727131,,2/27/20 21:39,0.0025787,,2/27/20 21:20,64.52402534,,2/27/20 21:30,0.0032896,,2/27/20 21:20,64.52402534,,2/27/20 21:39,0.0481111,,2/27/20 21:39,0.007708,,2/27/20 21:39,0.0020541,,2/27/20 21:49,0.9908317,,2/27/20 21:20,3.132503033
2/27/20 21:39,0.0504895,,2/27/20 21:39,0.0104946,,2/27/20 21:39,0.0042186,,2/27/20 21:39,0.9802716,,2/27/20 21:49,0.003405,,2/27/20 21:30,64.29017792,,2/27/20 21:39,0.0032357,,2/27/20 21:30,64.29017792,,2/27/20 21:49,0.0542687,,2/27/20 21:49,0.0086784,,2/27/20 21:49,0.002018,,2/27/20 21:59,1.0020337,,2/27/20 21:30,3.132014513
2/27/20 21:49,0.0438536,,2/27/20 21:49,0.0115926,,2/27/20 21:49,0.0026836,,2/27/20 21:49,0.9383211,,2/27/20 21:59,0.0028368,,2/27/20 21:40,64.56299248,,2/27/20 21:49,0.0036524,,2/27/20 21:40,64.56299248,,2/27/20 21:59,0.0432365,,2/27/20 21:59,0.0116456,,2/27/20 21:59,0.0015639,,2/27/20 22:09,0.9269852,,2/27/20 21:40,3.131330729
2/27/20 21:59,0.0517208,,2/27/20 21:59,0.0116624,,2/27/20 21:59,0.003055,,2/27/20 21:59,0.9258988,,2/27/20 22:09,0.0031326,,2/27/20 21:50,64.56299248,,2/27/20 21:59,0.0037277,,2/27/20 21:50,64.56299248,,2/27/20 22:09,0.0355806,,2/27/20 22:09,0.0091757,,2/27/20 22:09,0.0028117,,2/27/20 22:19,15.1470027,,2/27/20 21:50,3.131330729
2/27/20 22:09,0.0542636,,2/27/20 22:09,0.0115187,,2/27/20 22:09,0.0028361,,2/27/20 22:09,0.9399338,,2/27/20 22:19,0.0118835,,2/27/20 22:00,64.52402534,,2/27/20 22:09,0.0040553,,2/27/20 22:00,64.52402534,,2/27/20 22:19,0.5413802,,2/27/20 22:19,0.0352332,,2/27/20 22:19,0.0094124,,2/27/20 22:30,0.9646188,,2/27/20 22:00,3.132014513
2/27/20 22:19,0.4832761,,2/27/20 22:19,0.0649351,,2/27/20 22:19,0.0095288,,2/27/20 22:19,8.8164524,,2/27/20 22:30,0.0027578,,2/27/20 22:10,64.67993851,,2/27/20 22:19,0.0174095,,2/27/20 22:10,64.67993851,,2/27/20 22:30,0.0521275,,2/27/20 22:30,0.0081033,,2/27/20 22:30,0.0024203,,2/27/20 22:39,0.9602519,,2/27/20 22:10,3.131623983
2/27/20 22:30,0.0426175,,2/27/20 22:30,0.0082103,,2/27/20 22:30,0.0021381,,2/27/20 22:30,0.9148006,,2/27/20 22:39,0.0028519,,2/27/20 22:20,64.9527565,,2/27/20 22:30,0.0028549,,2/27/20 22:20,64.9527565,,2/27/20 22:39,0.043095,,2/27/20 22:39,0.0086533,,2/27/20 22:39,0.0024195,,2/27/20 22:49,0.9715287,,2/27/20 22:20,3.131037712
2/27/20 22:40,0.0422055,,2/27/20 22:40,0.0110325,,2/27/20 22:40,0.0038297,,2/27/20 22:40,0.9652782,,2/27/20 22:49,0.0027903,,2/27/20 22:30,64.7968399,,2/27/20 22:40,0.0037214,,2/27/20 22:30,64.7968399,,2/27/20 22:49,0.0405002,,2/27/20 22:49,0.0083204,,2/27/20 22:49,0.0029774,,2/27/20 22:59,0.9669432,,2/27/20 22:30,3.131721735
2/27/20 22:49,0.0474574,,2/27/20 22:49,0.0091331,,2/27/20 22:49,0.0027408,,2/27/20 22:49,0.9264759,,2/27/20 22:59,0.0030797,,2/27/20 22:40,65.34251709,,2/27/20 22:49,0.0034616,,2/27/20 22:40,65.34251709,,2/27/20 22:59,0.0502922,,2/27/20 22:59,0.0099278,,2/27/20 22:59,0.0021978,,2/27/20 23:09,0.9450282,,2/27/20 22:40,3.131917
2/27/20 22:59,0.0493618,,2/27/20 22:59,0.0109004,,2/27/20 22:59,0.0026392,,2/27/20 22:59,0.9385118,,2/27/20 23:09,0.0026351,,2/27/20 22:50,65.77125168,,2/27/20 22:59,0.0040776,,2/27/20 22:50,65.77125168,,2/27/20 23:09,0.0386942,,2/27/20 23:09,0.0095406,,2/27/20 23:09,0.0017775,,2/27/20 23:19,0.9797045,,2/27/20 22:50,3.131330729
2/27/20 23:09,0.0487716,,2/27/20 23:09,0.0087002,,2/27/20 23:09,0.0023925,,2/27/20 23:09,0.9719351,,2/27/20 23:19,0.0025107,,2/27/20 23:00,65.92716484,,2/27/20 23:09,0.0030281,,2/27/20 23:00,65.92716484,,2/27/20 23:19,0.0428259,,2/27/20 23:19,0.0071282,,2/27/20 23:19,0.0012245,,2/27/20 23:29,0.9981041,,2/27/20 23:00,3.131233215
2/27/20 23:19,0.0545289,,2/27/20 23:19,0.0101562,,2/27/20 23:19,0.003005,,2/27/20 23:19,0.9919314,,2/27/20 23:29,0.0024854,,2/27/20 23:10,66.12204514,,2/27/20 23:19,0.003583,,2/27/20 23:10,66.12204514,,2/27/20 23:29,0.0433267,,2/27/20 23:29,0.0088951,,2/27/20 23:29,0.0017274,,2/27/20 23:39,0.9553211,,2/27/20 23:10,3.130256414
2/27/20 23:29,0.04544,,2/27/20 23:29,0.0078722,,2/27/20 23:29,0.0029335,,2/27/20 23:29,0.9479663,,2/27/20 23:39,0.0032744,,2/27/20 23:20,66.355896,,2/27/20 23:29,0.0029415,,2/27/20 23:20,66.355896,,2/27/20 23:39,0.0459814,,2/27/20 23:39,0.0102774,,2/27/20 23:39,0.0021795,,2/27/20 23:50,1.0265321,,2/27/20 23:20,3.130842447
