Machines > Drill Press > MIB > X-Horizontal > Peak Acceleration,,,Machines > Drill Press > MIB > X-Horizontal > Peak Velocity,,,Machines > Drill Press > MIB > X-Horizontal > Band 1,,,Machines > Drill Press > MIB > X-Horizontal > Damage Accumulation,,,Machines > Drill Press > MIB > Y-Radial > RMS Velocity,,,Machines > Drill Press > MIB > Y-Radial > Temperature,,,Machines > Drill Press > MIB > Y-Radial > Peak Acceleration,,,Machines > Drill Press > MIB > Y-Radial > Peak Velocity,,,Machines > Drill Press > MIB > X-Horizontal > RMS Velocity,,,Machines > Drill Press > MIB > X-Horizontal > Temperature,,,Machines > Drill Press > MIB > Y-Radial > Band 1,,,Machines > Drill Press > MIB > Y-Radial > Damage Accumulation,,,Machines > Drill Press > MIB > Battery Voltage,
2/27/20 11:10,0.0327162,,2/27/20 11:10,0.0135607,,2/27/20 11:10,0.0050078,,2/27/20 11:10,0.3655612,,2/27/20 11:10,0.0050868,,2/27/20 11:10,65.79174461,,2/27/20 11:10,0.0312039,,2/27/20 11:10,0.0128364,,2/27/20 11:10,0.0050728,,2/27/20 11:10,65.79174461,,2/27/20 11:10,0.0037919,,2/27/20 11:20,0.3582972,,2/27/20 11:10,3.131623983
2/27/20 11:20,0.036227,,2/27/20 11:20,0.015416,,2/27/20 11:20,0.0045385,,2/27/20 11:20,0.3672508,,2/27/20 11:20,0.0043643,,2/27/20 11:20,65.89382477,,2/27/20 11:20,0.0323796,,2/27/20 11:20,0.012444,,2/27/20 11:20,0.0048603,,2/27/20 11:20,65.89382477,,2/27/20 11:20,0.0029807,,2/27/20 11:29,0.373837,,2/27/20 11:20,3.131233215
2/27/20 11:29,0.0324354,,2/27/20 11:29,0.0132614,,2/27/20 11:29,0.0038701,,2/27/20 11:29,0.3542521,,2/27/20 11:29,0.0055805,,2/27/20 11:30,65.75773163,,2/27/20 11:29,0.032572,,2/27/20 11:29,0.0154616,,2/27/20 11:29,0.0042316,,2/27/20 11:30,65.75773163,,2/27/20 11:29,0.0048418,,2/27/20 11:39,0.3573474,,2/27/20 11:30,3.131623983
2/27/20 11:39,0.0393297,,2/27/20 11:39,0.014838,,2/27/20 11:39,0.0021976,,2/27/20 11:39,0.3607909,,2/27/20 11:39,0.0042966,,2/27/20 11:40,66.23403015,,2/27/20 11:39,0.0318218,,2/27/20 11:39,0.0130011,,2/27/20 11:39,0.0047922,,2/27/20 11:40,66.23403015,,2/27/20 11:39,0.0028204,,2/27/20 11:49,0.3675038,,2/27/20 11:40,3.131721735
2/27/20 11:49,0.0382739,,2/27/20 11:49,0.012801,,2/27/20 11:49,0.0027342,,2/27/20 11:49,0.3708145,,2/27/20 11:49,0.0040386,,2/27/20 11:49,65.92783432,,2/27/20 11:49,0.0290179,,2/27/20 11:49,0.0157256,,2/27/20 11:49,0.0040785,,2/27/20 11:49,65.92783432,,2/27/20 11:49,0.0035901,,2/27/20 12:00,0.3780871,,2/27/20 11:49,3.130940199
2/27/20 12:00,0.0346673,,2/27/20 12:00,0.0149401,,2/27/20 12:00,0.0021521,,2/27/20 12:00,0.3551959,,2/27/20 12:00,0.0046573,,2/27/20 12:00,65.62163849,,2/27/20 12:00,0.0324462,,2/27/20 12:00,0.0135175,,2/27/20 12:00,0.0043737,,2/27/20 12:00,65.62163849,,2/27/20 12:00,0.0023,,2/27/20 12:10,0.3643388,,2/27/20 12:00,3.131037712
2/27/20 12:10,0.0311019,,2/27/20 12:10,0.0129713,,2/27/20 12:10,0.0035108,,2/27/20 12:10,0.3581846,,2/27/20 12:10,0.0042028,,2/27/20 12:10,65.51960297,,2/27/20 12:10,0.0353964,,2/27/20 12:10,0.0137174,,2/27/20 12:10,0.004252,,2/27/20 12:10,65.51960297,,2/27/20 12:10,0.0040047,,2/27/20 12:20,0.3593282,,2/27/20 12:10,3.132014513
2/27/20 12:20,0.0338987,,2/27/20 12:20,0.0126564,,2/27/20 12:20,0.0033201,,2/27/20 12:20,0.3668875,,2/27/20 12:20,0.0041758,,2/27/20 12:20,65.41752625,,2/27/20 12:20,0.0266766,,2/27/20 12:20,0.0136748,,2/27/20 12:20,0.0041171,,2/27/20 12:20,65.41752625,,2/27/20 12:20,0.0038628,,2/27/20 12:30,0.3564547,,2/27/20 12:20,3.131623983
2/27/20 12:30,0.031822,,2/27/20 12:30,0.0131378,,2/27/20 12:30,0.0026254,,2/27/20 12:30,0.361675,,2/27/20 12:30,0.0042953,,2/27/20 12:30,65.99586029,,2/27/20 12:30,0.0285079,,2/27/20 12:30,0.0121578,,2/27/20 12:30,0.0040741,,2/27/20 12:30,65.99586029,,2/27/20 12:30,0.0023234,,2/27/20 12:39,0.3641314,,2/27/20 12:30,3.131037712
2/27/20 12:39,0.036956,,2/27/20 12:39,0.0147019,,2/27/20 12:39,0.0035255,,2/27/20 12:39,0.3577561,,2/27/20 12:39,0.0041645,,2/27/20 12:39,65.85980835,,2/27/20 12:39,0.0316373,,2/27/20 12:39,0.0126893,,2/27/20 12:39,0.0046092,,2/27/20 12:39,65.85980835,,2/27/20 12:39,0.0043558,,2/27/20 12:49,0.3479665,,2/27/20 12:39,3.131623983
2/27/20 12:49,0.03329,,2/27/20 12:49,0.017062,,2/27/20 12:49,0.0039844,,2/27/20 12:49,0.3646473,,2/27/20 12:49,0.0042347,,2/27/20 12:50,65.34950027,,2/27/20 12:49,0.0310908,,2/27/20 12:49,0.0135527,,2/27/20 12:49,0.0045834,,2/27/20 12:50,65.34950027,,2/27/20 12:49,0.0029047,,2/27/20 12:59,0.361306,,2/27/20 12:50,3.131233215
2/27/20 12:59,0.0313939,,2/27/20 12:59,0.0170674,,2/27/20 12:59,0.0026346,,2/27/20 12:59,0.3637361,,2/27/20 12:59,0.0046611,,2/27/20 13:00,65.58762894,,2/27/20 12:59,0.0278741,,2/27/20 12:59,0.0140838,,2/27/20 12:59,0.003877,,2/27/20 13:00,65.58762894,,2/27/20 12:59,0.0052004,,2/27/20 13:10,0.367041,,2/27/20 13:00,3.131135464
2/27/20 13:10,0.0294433,,2/27/20 13:10,0.019324,,2/27/20 13:10,0.0046819,,2/27/20 13:10,0.348169,,2/27/20 13:10,0.0036429,,2/27/20 13:11,65.8257576,,2/27/20 13:10,0.0296564,,2/27/20 13:10,0.0105366,,2/27/20 13:10,0.004996,,2/27/20 13:11,65.8257576,,2/27/20 13:10,0.0018604,,2/27/20 13:20,0.3719403,,2/27/20 13:11,3.131037712
2/27/20 13:20,0.0389695,,2/27/20 13:20,0.0125717,,2/27/20 13:20,0.0031529,,2/27/20 13:20,0.3691275,,2/27/20 13:20,0.0044798,,2/27/20 13:21,65.48555222,,2/27/20 13:20,0.0326355,,2/27/20 13:20,0.0133807,,2/27/20 13:20,0.0043409,,2/27/20 13:21,65.48555222,,2/27/20 13:20,0.0033021,,2/27/20 13:30,0.3675099,,2/27/20 13:21,3.130940199
2/27/20 13:30,0.0377315,,2/27/20 13:30,0.0127303,,2/27/20 13:30,0.0029585,,2/27/20 13:30,0.3629062,,2/27/20 13:30,0.0043274,,2/27/20 13:31,65.55361595,,2/27/20 13:30,0.0333337,,2/27/20 13:30,0.0134852,,2/27/20 13:30,0.004052,,2/27/20 13:31,65.55361595,,2/27/20 13:30,0.0022201,,2/27/20 13:40,0.3657936,,2/27/20 13:31,3.131428719
2/27/20 13:40,0.0294322,,2/27/20 13:40,0.0133325,,2/27/20 13:40,0.0029288,,2/27/20 13:40,0.361363,,2/27/20 13:40,0.0038471,,2/27/20 13:40,65.72372208,,2/27/20 13:40,0.0327059,,2/27/20 13:40,0.013017,,2/27/20 13:40,0.0038992,,2/27/20 13:40,65.72372208,,2/27/20 13:40,0.0016713,,2/27/20 13:49,0.3549789,,2/27/20 13:40,3.130940199
2/27/20 13:49,0.03768,,2/27/20 13:49,0.0145594,,2/27/20 13:49,0.0026301,,2/27/20 13:49,0.3849549,,2/27/20 13:49,0.0040439,,2/27/20 13:50,65.72372208,,2/27/20 13:49,0.032081,,2/27/20 13:49,0.011205,,2/27/20 13:49,0.004089,,2/27/20 13:50,65.72372208,,2/27/20 13:49,0.0045166,,2/27/20 13:59,0.3605275,,2/27/20 13:50,3.131428719
2/27/20 13:59,0.035114,,2/27/20 13:59,0.011978,,2/27/20 13:59,0.0037254,,2/27/20 13:59,0.3666867,,2/27/20 13:59,0.004591,,2/27/20 14:00,65.48555222,,2/27/20 13:59,0.0298958,,2/27/20 13:59,0.0128287,,2/27/20 13:59,0.0041215,,2/27/20 14:00,65.48555222,,2/27/20 13:59,0.0038052,,2/27/20 14:09,0.3468514,,2/27/20 14:00,3.130549431
2/27/20 14:09,0.0357626,,2/27/20 14:09,0.0171157,,2/27/20 14:09,0.0038437,,2/27/20 14:09,0.3696618,,2/27/20 14:09,0.0044454,,2/27/20 14:10,65.65565491,,2/27/20 14:09,0.0314282,,2/27/20 14:09,0.0165561,,2/27/20 14:09,0.0056598,,2/27/20 14:10,65.65565491,,2/27/20 14:09,0.0023326,,2/27/20 14:20,0.3846637,,2/27/20 14:10,3.130940199
2/27/20 14:20,0.040101,,2/27/20 14:20,0.0188733,,2/27/20 14:20,0.0018804,,2/27/20 14:20,0.3649483,,2/27/20 14:20,0.0038215,,2/27/20 14:21,65.55361595,,2/27/20 14:20,0.0336424,,2/27/20 14:20,0.0109803,,2/27/20 14:20,0.0046442,,2/27/20 14:21,65.55361595,,2/27/20 14:20,0.0027741,,2/27/20 14:30,0.3530161,,2/27/20 14:21,3.131135464
2/27/20 14:30,0.0379554,,2/27/20 14:30,0.0182201,,2/27/20 14:30,0.0039967,,2/27/20 14:30,0.3572381,,2/27/20 14:30,0.0041303,,2/27/20 14:31,65.48555222,,2/27/20 14:30,0.0290119,,2/27/20 14:30,0.0109116,,2/27/20 14:30,0.0049433,,2/27/20 14:31,65.48555222,,2/27/20 14:30,0.0031674,,2/27/20 14:40,0.3684777,,2/27/20 14:31,3.131037712
2/27/20 14:40,0.0340874,,2/27/20 14:40,0.0149974,,2/27/20 14:40,0.0034823,,2/27/20 14:40,0.3639747,,2/27/20 14:40,0.0044226,,2/27/20 14:40,65.48555222,,2/27/20 14:40,0.0293478,,2/27/20 14:40,0.0148744,,2/27/20 14:40,0.0047117,,2/27/20 14:40,65.48555222,,2/27/20 14:40,0.0043592,,2/27/20 14:50,0.374375,,2/27/20 14:40,3.130647182
2/27/20 14:50,0.0355929,,2/27/20 14:50,0.0145797,,2/27/20 14:50,0.0036811,,2/27/20 14:50,0.3722355,,2/27/20 14:50,0.0044061,,2/27/20 14:50,65.96184731,,2/27/20 14:50,0.0345363,,2/27/20 14:50,0.0144,,2/27/20 14:50,0.0041375,,2/27/20 14:50,65.96184731,,2/27/20 14:50,0.0031386,,2/27/20 14:59,0.3662835,,2/27/20 14:50,3.130353928
2/27/20 14:59,0.0444664,,2/27/20 14:59,0.0131891,,2/27/20 14:59,0.0020822,,2/27/20 14:59,0.350591,,2/27/20 14:59,0.0050067,,2/27/20 15:00,65.58762894,,2/27/20 14:59,0.0316075,,2/27/20 14:59,0.0161164,,2/27/20 14:59,0.0044632,,2/27/20 15:00,65.58762894,,2/27/20 14:59,0.0059706,,2/27/20 15:09,0.3494243,,2/27/20 15:00,3.130549431
2/27/20 15:09,0.0311468,,2/27/20 15:09,0.0147256,,2/27/20 15:09,0.005226,,2/27/20 15:09,0.356457,,2/27/20 15:09,0.0036396,,2/27/20 15:10,65.65565491,,2/27/20 15:09,0.0350216,,2/27/20 15:09,0.0109568,,2/27/20 15:09,0.0046714,,2/27/20 15:10,65.65565491,,2/27/20 15:09,0.0023323,,2/27/20 15:19,0.3747207,,2/27/20 15:10,3.131037712
2/27/20 15:19,0.0354596,,2/27/20 15:19,0.0138475,,2/27/20 15:19,0.0024835,,2/27/20 15:19,0.3547024,,2/27/20 15:19,0.0045837,,2/27/20 15:20,65.58762894,,2/27/20 15:19,0.0344417,,2/27/20 15:19,0.016945,,2/27/20 15:19,0.0048287,,2/27/20 15:20,65.58762894,,2/27/20 15:19,0.0043174,,2/27/20 15:30,0.3641374,,2/27/20 15:20,3.130940199
2/27/20 15:30,0.0359694,,2/27/20 15:30,0.0115935,,2/27/20 15:30,0.0030829,,2/27/20 15:30,0.3713134,,2/27/20 15:30,0.0037891,,2/27/20 15:30,65.62163849,,2/27/20 15:30,0.0297116,,2/27/20 15:30,0.0133686,,2/27/20 15:30,0.0035426,,2/27/20 15:30,65.62163849,,2/27/20 15:30,0.0032176,,2/27/20 15:40,0.3865543,,2/27/20 15:30,3.130647182
2/27/20 15:40,0.0346969,,2/27/20 15:40,0.0171769,,2/27/20 15:40,0.0050555,,2/27/20 15:40,0.3535932,,2/27/20 15:40,0.0046988,,2/27/20 15:40,65.75773163,,2/27/20 15:40,0.0333699,,2/27/20 15:40,0.0136518,,2/27/20 15:40,0.0058889,,2/27/20 15:40,65.75773163,,2/27/20 15:40,0.0029597,,2/27/20 15:50,0.3679487,,2/27/20 15:40,3.130549431
2/27/20 15:50,0.038583,,2/27/20 15:50,0.0119227,,2/27/20 15:50,0.0025134,,2/27/20 15:50,0.3684035,,2/27/20 15:50,0.0041866,,2/27/20 15:50,65.75773163,,2/27/20 15:50,0.0300836,,2/27/20 15:50,0.0132337,,2/27/20 15:50,0.0041096,,2/27/20 15:50,65.75773163,,2/27/20 15:50,0.0036471,,2/27/20 16:00,0.3480867,,2/27/20 15:50,3.130451918
2/27/20 16:00,0.0303233,,2/27/20 16:00,0.0131779,,2/27/20 16:00,0.0037831,,2/27/20 16:00,0.3559472,,2/27/20 16:00,0.0053565,,2/27/20 16:00,65.8257576,,2/27/20 16:00,0.0341921,,2/27/20 16:00,0.0174831,,2/27/20 16:00,0.0045097,,2/27/20 16:00,65.8257576,,2/27/20 16:00,0.0034585,,2/27/20 16:09,0.3721598,,2/27/20 16:00,3.129963398
2/27/20 16:09,0.0306141,,2/27/20 16:09,0.0140886,,2/27/20 16:09,0.0025456,,2/27/20 16:09,0.356278,,2/27/20 16:09,0.004198,,2/27/20 16:10,65.62163849,,2/27/20 16:09,0.0411927,,2/27/20 16:09,0.0122146,,2/27/20 16:09,0.005129,,2/27/20 16:10,65.62163849,,2/27/20 16:09,0.0029557,,2/27/20 16:19,0.3644079,,2/27/20 16:10,3.130549431
2/27/20 16:19,0.0301152,,2/27/20 16:19,0.0116648,,2/27/20 16:19,0.0035825,,2/27/20 16:19,0.3628818,,2/27/20 16:19,0.0041396,,2/27/20 16:20,65.85980835,,2/27/20 16:19,0.031987,,2/27/20 16:19,0.0135455,,2/27/20 16:19,0.0045346,,2/27/20 16:20,65.85980835,,2/27/20 16:19,0.0037437,,2/27/20 16:29,0.3487991,,2/27/20 16:20,3.129475117
2/27/20 16:29,0.0347351,,2/27/20 16:29,0.0143746,,2/27/20 16:29,0.0034541,,2/27/20 16:29,0.3435071,,2/27/20 16:29,0.004497,,2/27/20 16:29,65.96184731,,2/27/20 16:29,0.0274251,,2/27/20 16:29,0.013787,,2/27/20 16:29,0.0040037,,2/27/20 16:29,65.96184731,,2/27/20 16:29,0.0065321,,2/27/20 16:40,0.35558,,2/27/20 16:29,3.129865646
2/27/20 16:40,0.0339001,,2/27/20 16:40,0.0151812,,2/27/20 16:40,0.0045003,,2/27/20 16:40,0.3612247,,2/27/20 16:40,0.0048268,,2/27/20 16:40,65.72372208,,2/27/20 16:40,0.0319808,,2/27/20 16:40,0.0150617,,2/27/20 16:40,0.0049362,,2/27/20 16:40,65.72372208,,2/27/20 16:40,0.0035873,,2/27/20 16:50,0.3631876,,2/27/20 16:40,3.130060911
2/27/20 16:50,0.0337322,,2/27/20 16:50,0.0145917,,2/27/20 16:50,0.0059107,,2/27/20 16:50,0.3539402,,2/27/20 16:50,0.0053223,,2/27/20 16:50,66.09793701,,2/27/20 16:50,0.0333837,,2/27/20 16:50,0.0154076,,2/27/20 16:50,0.0046897,,2/27/20 16:50,66.09793701,,2/27/20 16:50,0.0025988,,2/27/20 17:00,0.3656764,,2/27/20 16:50,3.130647182
2/27/20 17:00,0.0379815,,2/27/20 17:00,0.0138078,,2/27/20 17:00,0.0019917,,2/27/20 17:00,0.3669824,,2/27/20 17:00,0.0036867,,2/27/20 17:00,65.72372208,,2/27/20 17:00,0.0299131,,2/27/20 17:00,0.0106516,,2/27/20 17:00,0.0045999,,2/27/20 17:00,65.72372208,,2/27/20 17:00,0.0024718,,2/27/20 17:10,0.3611948,,2/27/20 17:00,3.130158663
2/27/20 17:10,0.0337695,,2/27/20 17:10,0.0134832,,2/27/20 17:10,0.0029694,,2/27/20 17:10,0.3528664,,2/27/20 17:10,0.0041932,,2/27/20 17:10,65.75773163,,2/27/20 17:10,0.0317619,,2/27/20 17:10,0.0129543,,2/27/20 17:10,0.004495,,2/27/20 17:10,65.75773163,,2/27/20 17:10,0.0024484,,2/27/20 17:20,0.3685709,,2/27/20 17:10,3.130158663
2/27/20 17:20,0.0320354,,2/27/20 17:20,0.0113486,,2/27/20 17:20,0.0027918,,2/27/20 17:20,0.3680265,,2/27/20 17:20,0.0045408,,2/27/20 17:21,65.99586029,,2/27/20 17:20,0.0323808,,2/27/20 17:20,0.0156661,,2/27/20 17:20,0.0039587,,2/27/20 17:21,65.99586029,,2/27/20 17:20,0.0028481,,2/27/20 17:29,0.3582041,,2/27/20 17:21,3.130256414
2/27/20 17:29,0.0342743,,2/27/20 17:29,0.0160003,,2/27/20 17:29,0.0050988,,2/27/20 17:29,0.3462573,,2/27/20 17:29,0.0041364,,2/27/20 17:30,65.65565491,,2/27/20 17:29,0.0299893,,2/27/20 17:29,0.0139564,,2/27/20 17:29,0.0053816,,2/27/20 17:30,65.65565491,,2/27/20 17:29,0.0027294,,2/27/20 17:39,0.3779278,,2/27/20 17:30,3.130158663
2/27/20 17:39,0.0323455,,2/27/20 17:39,0.0152183,,2/27/20 17:39,0.0057783,,2/27/20 17:39,0.3618784,,2/27/20 17:39,0.0045361,,2/27/20 17:40,66.06392746,,2/27/20 17:39,0.0333524,,2/27/20 17:39,0.0156708,,2/27/20 17:39,0.0051761,,2/27/20 17:40,66.06392746,,2/27/20 17:39,0.0051677,,2/27/20 17:50,0.3618621,,2/27/20 17:40,3.130158663
2/27/20 17:50,0.0336936,,2/27/20 17:50,0.0122413,,2/27/20 17:50,0.0044724,,2/27/20 17:50,0.3615936,,2/27/20 17:50,0.0040023,,2/27/20 17:51,65.62163849,,2/27/20 17:50,0.028898,,2/27/20 17:50,0.0141642,,2/27/20 17:50,0.004902,,2/27/20 17:51,65.62163849,,2/27/20 17:50,0.0041954,,2/27/20 18:00,0.3743509,,2/27/20 17:51,3.130158663
2/27/20 18:00,0.0295252,,2/27/20 18:00,0.0150961,,2/27/20 18:00,0.0027537,,2/27/20 18:00,0.3568069,,2/27/20 18:00,0.0039176,,2/27/20 18:01,65.8257576,,2/27/20 18:00,0.0354364,,2/27/20 18:00,0.0135027,,2/27/20 18:00,0.004163,,2/27/20 18:01,65.8257576,,2/27/20 18:00,0.0026428,,2/27/20 18:10,0.3468063,,2/27/20 18:01,3.129963398
2/27/20 18:10,0.0333211,,2/27/20 18:10,0.0132006,,2/27/20 18:10,0.0024166,,2/27/20 18:10,0.3626133,,2/27/20 18:10,0.0046053,,2/27/20 18:11,65.89382477,,2/27/20 18:10,0.0306411,,2/27/20 18:10,0.013569,,2/27/20 18:10,0.0045221,,2/27/20 18:11,65.89382477,,2/27/20 18:10,0.0025975,,2/27/20 18:20,0.3657275,,2/27/20 18:11,3.129865646
2/27/20 18:20,0.0321489,,2/27/20 18:20,0.014013,,2/27/20 18:20,0.0037649,,2/27/20 18:20,0.35221,,2/27/20 18:20,0.0039024,,2/27/20 18:20,65.99586029,,2/27/20 18:20,0.0311115,,2/27/20 18:20,0.0120887,,2/27/20 18:20,0.0046126,,2/27/20 18:20,65.99586029,,2/27/20 18:20,0.0029357,,2/27/20 18:30,0.367567,,2/27/20 18:20,3.130060911
2/27/20 18:29,0.0351179,,2/27/20 18:29,0.0119812,,2/27/20 18:29,0.0047134,,2/27/20 18:29,0.3657999,,2/27/20 18:30,0.0037028,,2/27/20 18:30,65.92783432,,2/27/20 18:30,0.0321863,,2/27/20 18:30,0.0127459,,2/27/20 18:29,0.0043973,,2/27/20 18:30,65.92783432,,2/27/20 18:30,0.0019743,,2/27/20 18:39,0.3648378,,2/27/20 18:30,3.129475117
2/27/20 18:39,0.0291065,,2/27/20 18:39,0.0154823,,2/27/20 18:39,0.0027961,,2/27/20 18:39,0.3588219,,2/27/20 18:39,0.0044329,,2/27/20 18:40,65.72372208,,2/27/20 18:39,0.0335559,,2/27/20 18:39,0.0152187,,2/27/20 18:39,0.0052166,,2/27/20 18:40,65.72372208,,2/27/20 18:39,0.0026978,,2/27/20 18:49,0.3599354,,2/27/20 18:40,3.130256414
2/27/20 18:49,0.0278655,,2/27/20 18:49,0.0125585,,2/27/20 18:49,0.0040239,,2/27/20 18:49,0.3672834,,2/27/20 18:49,0.00418,,2/27/20 18:50,65.79174461,,2/27/20 18:49,0.0339918,,2/27/20 18:49,0.0152363,,2/27/20 18:49,0.0044546,,2/27/20 18:50,65.79174461,,2/27/20 18:49,0.0023926,,2/27/20 19:00,0.3507047,,2/27/20 18:50,3.130060911
2/27/20 19:00,0.0342714,,2/27/20 19:00,0.0144924,,2/27/20 19:00,0.0030599,,2/27/20 19:00,0.3711453,,2/27/20 19:00,0.0048346,,2/27/20 19:01,65.92783432,,2/27/20 19:00,0.0243445,,2/27/20 19:00,0.0171711,,2/27/20 19:00,0.0043974,,2/27/20 19:01,65.92783432,,2/27/20 19:00,0.0021674,,2/27/20 19:10,0.3656854,,2/27/20 19:01,3.12957263
2/27/20 19:10,0.0330184,,2/27/20 19:10,0.0146718,,2/27/20 19:10,0.0049765,,2/27/20 19:10,0.3874635,,2/27/20 19:10,0.004836,,2/27/20 19:11,66.20001717,,2/27/20 19:10,0.0338202,,2/27/20 19:10,0.0139148,,2/27/20 19:10,0.0043268,,2/27/20 19:11,66.20001717,,2/27/20 19:10,0.0042018,,2/27/20 19:20,0.3673596,,2/27/20 19:11,3.130256414
2/27/20 19:20,0.0357062,,2/27/20 19:20,0.0156201,,2/27/20 19:20,0.0045586,,2/27/20 19:20,0.3502682,,2/27/20 19:20,0.0042189,,2/27/20 19:20,65.99586029,,2/27/20 19:20,0.0335787,,2/27/20 19:20,0.0119988,,2/27/20 19:20,0.0046294,,2/27/20 19:20,65.99586029,,2/27/20 19:20,0.0027846,,2/27/20 19:30,0.3681471,,2/27/20 19:20,3.129377127
2/27/20 19:30,0.0364358,,2/27/20 19:30,0.0152636,,2/27/20 19:30,0.0025967,,2/27/20 19:30,0.369754,,2/27/20 19:30,0.0048691,,2/27/20 19:30,66.23403015,,2/27/20 19:30,0.0300322,,2/27/20 19:30,0.0173748,,2/27/20 19:30,0.0045296,,2/27/20 19:30,66.23403015,,2/27/20 19:30,0.0042036,,2/27/20 19:40,0.3621777,,2/27/20 19:30,3.129181862
2/27/20 19:40,0.0317556,,2/27/20 19:40,0.0127163,,2/27/20 19:40,0.0042647,,2/27/20 19:40,0.3474369,,2/27/20 19:40,0.004649,,2/27/20 19:40,66.02991104,,2/27/20 19:40,0.0364118,,2/27/20 19:40,0.0171334,,2/27/20 19:40,0.0047199,,2/27/20 19:40,66.02991104,,2/27/20 19:40,0.0040534,,2/27/20 19:49,0.3469175,,2/27/20 19:40,3.129377127
2/27/20 19:49,0.0319163,,2/27/20 19:49,0.0135034,,2/27/20 19:49,0.0048026,,2/27/20 19:49,0.35512,,2/27/20 19:49,0.0043312,,2/27/20 19:50,66.06392746,,2/27/20 19:49,0.0280698,,2/27/20 19:49,0.0124765,,2/27/20 19:49,0.004621,,2/27/20 19:50,66.06392746,,2/27/20 19:49,0.0045961,,2/27/20 19:59,0.3549188,,2/27/20 19:50,3.129279613
2/27/20 19:59,0.032324,,2/27/20 19:59,0.0169469,,2/27/20 19:59,0.0056935,,2/27/20 19:59,0.3611027,,2/27/20 19:59,0.0046243,,2/27/20 20:00,66.13195,,2/27/20 19:59,0.0277478,,2/27/20 19:59,0.0159762,,2/27/20 19:59,0.0053463,,2/27/20 20:00,66.13195,,2/27/20 19:59,0.0030266,,2/27/20 20:10,0.3643508,,2/27/20 20:00,3.12908411
2/27/20 20:10,0.0305562,,2/27/20 20:10,0.0140908,,2/27/20 20:10,0.0028499,,2/27/20 20:10,0.3779389,,2/27/20 20:10,0.0045132,,2/27/20 20:11,66.37011986,,2/27/20 20:10,0.0357191,,2/27/20 20:10,0.0141168,,2/27/20 20:10,0.0046614,,2/27/20 20:11,66.37011986,,2/27/20 20:10,0.0052925,,2/27/20 20:20,0.3658657,,2/27/20 20:11,3.129181862
2/27/20 20:20,0.0342746,,2/27/20 20:20,0.0134987,,2/27/20 20:20,0.003528,,2/27/20 20:20,0.378381,,2/27/20 20:20,0.0039698,,2/27/20 20:20,66.13195,,2/27/20 20:20,0.0305359,,2/27/20 20:20,0.0131309,,2/27/20 20:20,0.0042977,,2/27/20 20:20,66.13195,,2/27/20 20:20,0.0032789,,2/27/20 20:30,0.3112152,,2/27/20 20:20,3.12908411
2/27/20 20:30,0.1186441,,2/27/20 20:30,0.0802968,,2/27/20 20:30,0.0062347,,2/27/20 20:30,0.310708,,2/27/20 20:30,0.0094373,,2/27/20 20:30,66.20001717,,2/27/20 20:30,0.0510618,,2/27/20 20:30,0.0319199,,2/27/20 20:30,0.0172087,,2/27/20 20:30,66.20001717,,2/27/20 20:30,0.0053438,,2/27/20 20:40,0.3583694,,2/27/20 20:30,3.128498316
2/27/20 20:40,0.0355602,,2/27/20 20:40,0.0135839,,2/27/20 20:40,0.0048454,,2/27/20 20:40,0.3408249,,2/27/20 20:40,0.0042359,,2/27/20 20:40,65.99586029,,2/27/20 20:40,0.0335562,,2/27/20 20:40,0.0138484,,2/27/20 20:40,0.0045951,,2/27/20 20:40,65.99586029,,2/27/20 20:40,0.0050168,,2/27/20 20:50,0.3548707,,2/27/20 20:40,3.128791332
2/27/20 20:50,0.0316653,,2/27/20 20:50,0.0152413,,2/27/20 20:50,0.0035421,,2/27/20 20:50,0.3688428,,2/27/20 20:50,0.0051374,,2/27/20 20:50,65.75773163,,2/27/20 20:50,0.0329269,,2/27/20 20:50,0.0139535,,2/27/20 20:50,0.0045129,,2/27/20 20:50,65.75773163,,2/27/20 20:50,0.0040736,,2/27/20 20:59,0.3630854,,2/27/20 20:50,3.129279613
2/27/20 20:59,0.0340344,,2/27/20 20:59,0.012986,,2/27/20 20:59,0.0034332,,2/27/20 20:59,0.3755415,,2/27/20 20:59,0.0043186,,2/27/20 21:00,66.06392746,,2/27/20 20:59,0.0327374,,2/27/20 20:59,0.0136137,,2/27/20 20:59,0.0040043,,2/27/20 21:00,66.06392746,,2/27/20 20:59,0.0031615,,2/27/20 21:09,0.3699686,,2/27/20 21:00,3.128693581
2/27/20 21:09,0.0346326,,2/27/20 21:09,0.0151484,,2/27/20 21:09,0.0033197,,2/27/20 21:09,0.3601345,,2/27/20 21:09,0.0042336,,2/27/20 21:09,65.85980835,,2/27/20 21:09,0.0361144,,2/27/20 21:09,0.0134245,,2/27/20 21:09,0.0049557,,2/27/20 21:09,65.85980835,,2/27/20 21:09,0.0023954,,2/27/20 21:20,0.359755,,2/27/20 21:09,3.128595829
2/27/20 21:20,0.0350556,,2/27/20 21:20,0.0174863,,2/27/20 21:20,0.0069798,,2/27/20 21:20,0.3625754,,2/27/20 21:20,0.0040333,,2/27/20 21:20,66.02991104,,2/27/20 21:20,0.0284828,,2/27/20 21:20,0.0125149,,2/27/20 21:20,0.0052935,,2/27/20 21:20,66.02991104,,2/27/20 21:20,0.0035885,,2/27/20 21:30,0.3573775,,2/27/20 21:20,3.128595829
