Machines > Bridgeport Mill 2 > Spindle > Y-Radial > Peak Acceleration,,,Machines > Bridgeport Mill 2 > Spindle > Y-Radial > Peak Velocity,,,Machines > Bridgeport Mill 2 > Spindle > X-Axial > Band 1,,,Machines > Bridgeport Mill 2 > Spindle > X-Axial > Damage Accumulation,,,Machines > Bridgeport Mill 2 > Spindle > X-Axial > RMS Velocity,,,Machines > Bridgeport Mill 2 > Spindle > X-Axial > Temperature,,,Machines > Bridgeport Mill 2 > Spindle > X-Axial > Peak Acceleration,,,Machines > Bridgeport Mill 2 > Spindle > X-Axial > Peak Velocity,,,Machines > Bridgeport Mill 2 > Spindle > Y-Radial > RMS Velocity,,,Machines > Bridgeport Mill 2 > Spindle > Y-Radial > Temperature,,,Machines > Bridgeport Mill 2 > Spindle > Y-Radial > Band 1,,,Machines > Bridgeport Mill 2 > Spindle > Y-Radial > Damage Accumulation,,,Machines > Bridgeport Mill 2 > Spindle > Battery Voltage,
2/27/20 10:53,0.0400897,,2/27/20 10:53,0.00902,,2/27/20 10:53,0.0035241,,2/27/20 10:53,1.0040709,,2/27/20 10:53,0.0035969,,2/27/20 10:23,62.81777649,,2/27/20 10:53,0.055261,,2/27/20 10:53,0.0148001,,2/27/20 10:53,0.003292,,2/27/20 10:23,62.81777649,,2/27/20 10:53,0.0022071,,2/27/20 10:53,1.0009795,,2/27/20 10:23,3.099780083
2/27/20 11:03,0.0465287,,2/27/20 11:03,0.0089173,,2/27/20 11:03,0.0037282,,2/27/20 11:03,0.9651372,,2/27/20 11:03,0.003237,,2/27/20 10:33,62.71210861,,2/27/20 11:03,0.0452307,,2/27/20 11:03,0.0087542,,2/27/20 11:03,0.0027408,,2/27/20 10:33,62.71210861,,2/27/20 11:03,0.0018542,,2/27/20 11:03,0.9935464,,2/27/20 10:33,3.099780083
2/27/20 11:13,0.0453599,,2/27/20 11:13,0.0114838,,2/27/20 11:13,0.0024663,,2/27/20 11:13,0.9925682,,2/27/20 11:13,0.0034813,,2/27/20 10:44,62.6063961,,2/27/20 11:13,0.0468577,,2/27/20 11:13,0.0100047,,2/27/20 11:13,0.0030102,,2/27/20 10:44,62.6063961,,2/27/20 11:13,0.0022489,,2/27/20 11:13,1.0173405,,2/27/20 10:44,3.100268602
2/27/20 11:23,0.0427103,,2/27/20 11:23,0.0101563,,2/27/20 11:23,0.0021567,,2/27/20 11:23,0.9863171,,2/27/20 11:23,0.0031034,,2/27/20 10:54,62.6063961,,2/27/20 11:23,0.0432354,,2/27/20 11:23,0.0100115,,2/27/20 11:23,0.003446,,2/27/20 10:54,62.6063961,,2/27/20 11:23,0.0031425,,2/27/20 11:23,0.9737988,,2/27/20 10:54,3.100171089
2/27/20 11:33,0.0449484,,2/27/20 11:33,0.010596,,2/27/20 11:33,0.0010816,,2/27/20 11:33,1.0114061,,2/27/20 11:33,0.0024479,,2/27/20 11:03,62.6063961,,2/27/20 11:33,0.0485572,,2/27/20 11:33,0.0084158,,2/27/20 11:33,0.0031212,,2/27/20 11:03,62.6063961,,2/27/20 11:33,0.0035711,,2/27/20 11:33,0.9913918,,2/27/20 11:03,3.100073099
2/27/20 11:43,0.046601,,2/27/20 11:43,0.0101895,,2/27/20 11:43,0.0025402,,2/27/20 11:43,0.9900801,,2/27/20 11:43,0.0029776,,2/27/20 11:13,62.39501572,,2/27/20 11:43,0.0443717,,2/27/20 11:43,0.0101369,,2/27/20 11:43,0.0032069,,2/27/20 11:13,62.39501572,,2/27/20 11:43,0.0023611,,2/27/20 11:43,0.9746046,,2/27/20 11:13,3.099780083
2/27/20 11:53,0.041619,,2/27/20 11:53,0.0093884,,2/27/20 11:53,0.002316,,2/27/20 11:53,1.0015491,,2/27/20 11:53,0.0034749,,2/27/20 11:23,62.28930664,,2/27/20 11:53,0.0433476,,2/27/20 11:53,0.0092351,,2/27/20 11:53,0.0031247,,2/27/20 11:23,62.28930664,,2/27/20 11:53,0.003147,,2/27/20 11:53,1.0281952,,2/27/20 11:23,3.099780083
2/27/20 12:03,0.0435047,,2/27/20 12:03,0.0081518,,2/27/20 12:03,0.0020634,,2/27/20 12:03,0.9816554,,2/27/20 12:03,0.0030408,,2/27/20 11:33,62.53594971,,2/27/20 12:03,0.0457053,,2/27/20 12:03,0.0108294,,2/27/20 12:03,0.0028746,,2/27/20 11:33,62.53594971,,2/27/20 12:03,0.0012582,,2/27/20 12:03,1.0192382,,2/27/20 11:33,3.099487305
2/27/20 12:13,0.048345,,2/27/20 12:13,0.0072465,,2/27/20 12:13,0.0025296,,2/27/20 12:13,0.9978141,,2/27/20 12:13,0.0035551,,2/27/20 11:43,62.32457275,,2/27/20 12:13,0.0449836,,2/27/20 12:13,0.0096756,,2/27/20 12:13,0.0029278,,2/27/20 11:43,62.32457275,,2/27/20 12:13,0.0017996,,2/27/20 12:13,0.999765,,2/27/20 11:43,3.099584818
2/27/20 12:23,0.0425519,,2/27/20 12:23,0.0126494,,2/27/20 12:23,0.0021428,,2/27/20 12:23,0.9584198,,2/27/20 12:23,0.002935,,2/27/20 11:54,62.39501572,,2/27/20 12:23,0.0434642,,2/27/20 12:23,0.0081246,,2/27/20 12:23,0.0032718,,2/27/20 11:54,62.39501572,,2/27/20 12:23,0.0021007,,2/27/20 12:23,0.9838945,,2/27/20 11:54,3.09968257
2/27/20 12:33,0.0429242,,2/27/20 12:33,0.0107648,,2/27/20 12:33,0.0021255,,2/27/20 12:33,1.0085079,,2/27/20 12:33,0.0031983,,2/27/20 12:03,62.18363876,,2/27/20 12:33,0.0450987,,2/27/20 12:33,0.0097484,,2/27/20 12:33,0.0031393,,2/27/20 12:03,62.18363876,,2/27/20 12:33,0.0023906,,2/27/20 12:33,1.0351262,,2/27/20 12:03,3.099291801
2/27/20 12:43,0.0395736,,2/27/20 12:43,0.0133989,,2/27/20 12:43,0.0022014,,2/27/20 12:43,0.9379476,,2/27/20 12:43,0.0034892,,2/27/20 12:13,62.25408173,,2/27/20 12:43,0.0394462,,2/27/20 12:43,0.0102023,,2/27/20 12:43,0.0030839,,2/27/20 12:13,62.25408173,,2/27/20 12:43,0.0036618,,2/27/20 12:43,0.9781898,,2/27/20 12:13,3.099291801
2/27/20 12:53,0.0398522,,2/27/20 12:53,0.0087274,,2/27/20 12:53,0.0022526,,2/27/20 12:53,0.9854128,,2/27/20 12:53,0.0031365,,2/27/20 12:23,61.90177078,,2/27/20 12:53,0.0443475,,2/27/20 12:53,0.0103248,,2/27/20 12:53,0.0027993,,2/27/20 12:23,61.90177078,,2/27/20 12:53,0.0019509,,2/27/20 12:53,1.0022232,,2/27/20 12:23,3.099877834
2/27/20 13:02,0.0479484,,2/27/20 13:02,0.0081033,,2/27/20 13:02,0.0030099,,2/27/20 13:02,0.9772576,,2/27/20 13:02,0.0028773,,2/27/20 12:33,62.04270477,,2/27/20 13:02,0.0527479,,2/27/20 13:02,0.007944,,2/27/20 13:02,0.0030776,,2/27/20 12:33,62.04270477,,2/27/20 13:02,0.0020944,,2/27/20 13:02,0.9635221,,2/27/20 12:33,3.099291801
2/27/20 13:13,0.0431514,,2/27/20 13:13,0.0100682,,2/27/20 13:13,0.0023664,,2/27/20 13:13,1.020825,,2/27/20 13:13,0.0033296,,2/27/20 12:44,62.11314774,,2/27/20 13:13,0.0492439,,2/27/20 13:13,0.010864,,2/27/20 13:13,0.0029348,,2/27/20 12:44,62.11314774,,2/27/20 13:13,0.0023072,,2/27/20 13:13,0.9668971,,2/27/20 12:44,3.09968257
2/27/20 13:23,0.0407121,,2/27/20 13:23,0.0093215,,2/27/20 13:23,0.0019421,,2/27/20 13:23,0.9477372,,2/27/20 13:23,0.0030126,,2/27/20 12:54,61.97225838,,2/27/20 13:23,0.0451777,,2/27/20 13:23,0.010138,,2/27/20 13:23,0.0032337,,2/27/20 12:54,61.97225838,,2/27/20 13:23,0.0020107,,2/27/20 13:23,1.0252349,,2/27/20 12:54,3.099584818
2/27/20 13:33,0.0396818,,2/27/20 13:33,0.0070328,,2/27/20 13:33,0.004622,,2/27/20 13:33,0.9886985,,2/27/20 13:33,0.0041334,,2/27/20 13:03,62.07792969,,2/27/20 13:33,0.0618407,,2/27/20 13:33,0.013532,,2/27/20 13:33,0.0025373,,2/27/20 13:03,62.07792969,,2/27/20 13:33,0.0014465,,2/27/20 13:33,1.0061062,,2/27/20 13:03,3.09968257
2/27/20 13:43,0.0417385,,2/27/20 13:43,0.008112,,2/27/20 13:43,0.0018334,,2/27/20 13:43,0.9611045,,2/27/20 13:43,0.0034522,,2/27/20 13:14,62.00747986,,2/27/20 13:43,0.0473644,,2/27/20 13:43,0.0101801,,2/27/20 13:43,0.0031081,,2/27/20 13:14,62.00747986,,2/27/20 13:43,0.0028051,,2/27/20 13:43,1.0397273,,2/27/20 13:14,3.098901033
2/27/20 13:53,0.0428361,,2/27/20 13:53,0.0083234,,2/27/20 13:53,0.0016937,,2/27/20 13:53,0.9958651,,2/27/20 13:53,0.0027258,,2/27/20 13:24,62.00747986,,2/27/20 13:53,0.0461819,,2/27/20 13:53,0.0081245,,2/27/20 13:53,0.0029438,,2/27/20 13:24,62.00747986,,2/27/20 13:53,0.0024452,,2/27/20 13:53,0.9944631,,2/27/20 13:24,3.099291801
2/27/20 14:03,0.0416099,,2/27/20 14:03,0.0098479,,2/27/20 14:03,0.0034859,,2/27/20 14:03,0.9988026,,2/27/20 14:03,0.003471,,2/27/20 13:34,62.00747986,,2/27/20 14:03,0.0525107,,2/27/20 14:03,0.0106682,,2/27/20 14:03,0.0025782,,2/27/20 13:34,62.00747986,,2/27/20 14:03,0.0018223,,2/27/20 14:03,1.0255969,,2/27/20 13:34,3.099194288
2/27/20 14:13,0.0415355,,2/27/20 14:13,0.0110249,,2/27/20 14:13,0.0052091,,2/27/20 14:13,0.990507,,2/27/20 14:13,0.0050717,,2/27/20 13:44,62.07792969,,2/27/20 14:13,0.0503067,,2/27/20 14:13,0.0157231,,2/27/20 14:13,0.0036552,,2/27/20 13:44,62.07792969,,2/27/20 14:13,0.0034194,,2/27/20 14:13,0.9997008,,2/27/20 13:44,3.099096298
2/27/20 14:23,0.8989563,,2/27/20 14:23,0.0643048,,2/27/20 14:23,0.0075311,,2/27/20 14:23,13.7837875,,2/27/20 14:23,0.0193121,,2/27/20 13:54,61.97225838,,2/27/20 14:23,0.9296991,,2/27/20 14:23,0.0806293,,2/27/20 14:23,0.0189242,,2/27/20 13:54,61.97225838,,2/27/20 14:23,0.0175364,,2/27/20 14:23,12.0742259,,2/27/20 13:54,3.099291801
2/27/20 14:33,0.0423305,,2/27/20 14:33,0.0086615,,2/27/20 14:33,0.0036258,,2/27/20 14:33,0.9837615,,2/27/20 14:33,0.0034911,,2/27/20 14:03,62.25408173,,2/27/20 14:33,0.0560618,,2/27/20 14:33,0.0121392,,2/27/20 14:33,0.0030082,,2/27/20 14:03,62.25408173,,2/27/20 14:33,0.0031457,,2/27/20 14:33,1.0417126,,2/27/20 14:03,3.098608017
2/27/20 14:43,0.0419851,,2/27/20 14:43,0.0077603,,2/27/20 14:43,0.0031865,,2/27/20 14:43,1.0050594,,2/27/20 14:43,0.0035282,,2/27/20 14:14,61.83132439,,2/27/20 14:43,0.0432736,,2/27/20 14:43,0.0098241,,2/27/20 14:43,0.0030621,,2/27/20 14:14,61.83132439,,2/27/20 14:43,0.0018669,,2/27/20 14:43,0.9913977,,2/27/20 14:14,3.098998785
2/27/20 14:53,1.1962014,,2/27/20 14:53,0.0702382,,2/27/20 14:53,0.0095562,,2/27/20 14:53,13.2506281,,2/27/20 14:53,0.0233412,,2/27/20 14:24,62.00747986,,2/27/20 14:53,0.936497,,2/27/20 14:53,0.0858947,,2/27/20 14:53,0.0191368,,2/27/20 14:24,62.00747986,,2/27/20 14:53,0.01778,,2/27/20 14:53,13.1281538,,2/27/20 14:24,3.098901033
2/27/20 15:03,0.0410615,,2/27/20 15:03,0.009047,,2/27/20 15:03,0.0028931,,2/27/20 15:03,1.0261943,,2/27/20 15:03,0.0036264,,2/27/20 14:34,62.50072823,,2/27/20 15:03,0.0410672,,2/27/20 15:03,0.0116565,,2/27/20 15:03,0.0027727,,2/27/20 14:34,62.50072823,,2/27/20 15:03,0.0025838,,2/27/20 15:03,1.0334212,,2/27/20 14:34,3.098412752
2/27/20 15:13,0.044466,,2/27/20 15:13,0.0081585,,2/27/20 15:13,0.0022255,,2/27/20 15:13,0.9803635,,2/27/20 15:13,0.0035362,,2/27/20 14:44,62.78255157,,2/27/20 15:13,0.0395634,,2/27/20 15:13,0.0095306,,2/27/20 15:13,0.0027689,,2/27/20 14:44,62.78255157,,2/27/20 15:13,0.0021291,,2/27/20 15:13,1.0045355,,2/27/20 14:44,3.098021984
2/27/20 15:23,0.0418428,,2/27/20 15:23,0.0093291,,2/27/20 15:23,0.0028542,,2/27/20 15:23,1.0098447,,2/27/20 15:23,0.0033762,,2/27/20 14:53,63.62811432,,2/27/20 15:23,0.0434916,,2/27/20 15:23,0.0116807,,2/27/20 15:23,0.0032717,,2/27/20 14:53,63.62811432,,2/27/20 15:23,0.003185,,2/27/20 15:23,0.9809575,,2/27/20 14:53,3.098217487
2/27/20 15:33,0.0423801,,2/27/20 15:33,0.0096145,,2/27/20 15:33,0.0021867,,2/27/20 15:33,1.0053009,,2/27/20 15:33,0.0034534,,2/27/20 15:03,64.6498291,,2/27/20 15:33,0.0424021,,2/27/20 15:33,0.010078,,2/27/20 15:33,0.0034339,,2/27/20 15:03,64.6498291,,2/27/20 15:33,0.0013294,,2/27/20 15:33,1.0245225,,2/27/20 15:03,3.097631216
2/27/20 15:43,0.0426269,,2/27/20 15:43,0.0076469,,2/27/20 15:43,0.0023482,,2/27/20 15:43,1.0440493,,2/27/20 15:43,0.0031742,,2/27/20 15:13,65.53061333,,2/27/20 15:43,0.0453606,,2/27/20 15:43,0.0119282,,2/27/20 15:43,0.0027668,,2/27/20 15:13,65.53061333,,2/27/20 15:43,0.0031972,,2/27/20 15:43,1.002848,,2/27/20 15:13,3.098119497
2/27/20 15:53,0.043635,,2/27/20 15:53,0.0107413,,2/27/20 15:53,0.0028283,,2/27/20 15:53,0.9764039,,2/27/20 15:53,0.0033458,,2/27/20 15:24,66.23523865,,2/27/20 15:53,0.048735,,2/27/20 15:53,0.0095846,,2/27/20 15:53,0.0035527,,2/27/20 15:24,66.23523865,,2/27/20 15:53,0.0044177,,2/27/20 15:53,0.9506295,,2/27/20 15:24,3.098217487
2/27/20 16:03,0.9025611,,2/27/20 16:03,0.0688624,,2/27/20 16:03,0.0142722,,2/27/20 16:03,15.8285432,,2/27/20 16:03,0.0421527,,2/27/20 15:34,66.37617264,,2/27/20 16:03,1.1640068,,2/27/20 16:03,0.1439459,,2/27/20 16:03,0.0206386,,2/27/20 15:34,66.37617264,,2/27/20 16:03,0.0076142,,2/27/20 16:03,15.7805928,,2/27/20 15:34,3.097631216
2/27/20 16:13,0.0450047,,2/27/20 16:13,0.0135282,,2/27/20 16:13,0.0024833,,2/27/20 16:13,1.0017344,,2/27/20 16:13,0.0029008,,2/27/20 15:43,66.72848701,,2/27/20 16:13,0.0538563,,2/27/20 16:13,0.0077117,,2/27/20 16:13,0.0033718,,2/27/20 15:43,66.72848701,,2/27/20 16:13,0.0027657,,2/27/20 16:13,1.0166164,,2/27/20 15:43,3.097728968
2/27/20 16:23,0.0401723,,2/27/20 16:23,0.0108442,,2/27/20 16:23,0.0049344,,2/27/20 16:23,0.9694563,,2/27/20 16:23,0.004727,,2/27/20 15:53,67.43311234,,2/27/20 16:23,0.057688,,2/27/20 16:23,0.0142755,,2/27/20 16:23,0.003411,,2/27/20 15:53,67.43311234,,2/27/20 16:23,0.0020735,,2/27/20 16:23,0.9923845,,2/27/20 15:53,3.098021984
2/27/20 16:32,0.5307344,,2/27/20 16:32,0.0580675,,2/27/20 16:32,0.0089246,,2/27/20 16:32,8.9645552,,2/27/20 16:32,0.0169284,,2/27/20 16:03,67.57400513,,2/27/20 16:32,0.6487389,,2/27/20 16:32,0.0634523,,2/27/20 16:32,0.0164612,,2/27/20 16:03,67.57400513,,2/27/20 16:32,0.0179866,,2/27/20 16:32,8.2032276,,2/27/20 16:03,3.098315001
2/27/20 16:43,0.0472816,,2/27/20 16:43,0.011697,,2/27/20 16:43,0.0021753,,2/27/20 16:43,0.9591106,,2/27/20 16:43,0.0037634,,2/27/20 16:13,67.92631607,,2/27/20 16:43,0.0407383,,2/27/20 16:43,0.0093049,,2/27/20 16:43,0.0039894,,2/27/20 16:13,67.92631607,,2/27/20 16:43,0.0031978,,2/27/20 16:43,0.9995957,,2/27/20 16:13,3.096654415
2/27/20 16:53,0.0464721,,2/27/20 16:53,0.0084638,,2/27/20 16:53,0.003572,,2/27/20 16:53,1.0017288,,2/27/20 16:53,0.0036146,,2/27/20 16:23,67.89109459,,2/27/20 16:53,0.0555898,,2/27/20 16:53,0.0118867,,2/27/20 16:53,0.0030976,,2/27/20 16:23,67.89109459,,2/27/20 16:53,0.0041742,,2/27/20 16:53,1.0154136,,2/27/20 16:23,3.097533703
2/27/20 17:03,0.4578907,,2/27/20 17:03,0.0954722,,2/27/20 17:03,0.0151108,,2/27/20 17:03,10.718847,,2/27/20 17:03,0.0189821,,2/27/20 16:33,68.56049843,,2/27/20 17:03,0.6635549,,2/27/20 17:03,0.0619432,,2/27/20 17:03,0.0421502,,2/27/20 16:33,68.56049843,,2/27/20 17:03,0.0388616,,2/27/20 17:03,9.2340855,,2/27/20 16:33,3.097728968
2/27/20 17:13,0.0398849,,2/27/20 17:13,0.010575,,2/27/20 17:13,0.0021901,,2/27/20 17:13,0.9407165,,2/27/20 17:13,0.0030817,,2/27/20 16:43,68.52527695,,2/27/20 17:13,0.0492093,,2/27/20 17:13,0.0085497,,2/27/20 17:13,0.0032153,,2/27/20 16:43,68.52527695,,2/27/20 17:13,0.0031218,,2/27/20 17:13,1.0215154,,2/27/20 16:43,3.0973382
2/27/20 17:23,0.0471827,,2/27/20 17:23,0.0116729,,2/27/20 17:23,0.0030468,,2/27/20 17:23,1.0165508,,2/27/20 17:23,0.0027443,,2/27/20 16:53,68.59571991,,2/27/20 17:23,0.0512352,,2/27/20 17:23,0.0096363,,2/27/20 17:23,0.0034632,,2/27/20 16:53,68.59571991,,2/27/20 17:23,0.0021894,,2/27/20 17:23,0.9655249,,2/27/20 16:53,3.097826481
2/27/20 17:33,0.0406585,,2/27/20 17:33,0.0094375,,2/27/20 17:33,0.0028019,,2/27/20 17:33,1.0483515,,2/27/20 17:33,0.0031718,,2/27/20 17:03,68.91281281,,2/27/20 17:33,0.0490355,,2/27/20 17:33,0.0106957,,2/27/20 17:33,0.0029199,,2/27/20 17:03,68.91281281,,2/27/20 17:33,0.0028564,,2/27/20 17:33,1.0239269,,2/27/20 17:03,3.097435951
2/27/20 17:42,0.0459462,,2/27/20 17:42,0.0115723,,2/27/20 17:42,0.0022943,,2/27/20 17:42,1.0753838,,2/27/20 17:42,0.0030649,,2/27/20 17:14,68.94803429,,2/27/20 17:42,0.049962,,2/27/20 17:42,0.0128772,,2/27/20 17:42,0.0029522,,2/27/20 17:14,68.94803429,,2/27/20 17:42,0.0014671,,2/27/20 17:42,1.148018,,2/27/20 17:14,3.097924232
2/27/20 17:53,0.0426848,,2/27/20 17:53,0.0096714,,2/27/20 17:53,0.0022482,,2/27/20 17:53,1.0246049,,2/27/20 17:53,0.002992,,2/27/20 17:24,68.8071003,,2/27/20 17:53,0.0437467,,2/27/20 17:53,0.0100679,,2/27/20 17:53,0.0026727,,2/27/20 17:24,68.8071003,,2/27/20 17:53,0.0014644,,2/27/20 17:53,1.0112329,,2/27/20 17:24,3.097533703
2/27/20 18:03,0.04025,,2/27/20 18:03,0.0090101,,2/27/20 18:03,0.0019641,,2/27/20 18:03,0.9771902,,2/27/20 18:03,0.0034741,,2/27/20 17:34,68.98325577,,2/27/20 18:03,0.0475428,,2/27/20 18:03,0.01279,,2/27/20 18:03,0.003058,,2/27/20 17:34,68.98325577,,2/27/20 18:03,0.0020057,,2/27/20 18:03,0.9508573,,2/27/20 17:34,3.097631216
2/27/20 18:13,0.0461218,,2/27/20 18:13,0.0086294,,2/27/20 18:13,0.0034781,,2/27/20 18:13,1.0233412,,2/27/20 18:13,0.0027039,,2/27/20 17:43,69.12418976,,2/27/20 18:13,0.0366721,,2/27/20 18:13,0.008551,,2/27/20 18:13,0.0029639,,2/27/20 17:43,69.12418976,,2/27/20 18:13,0.0034772,,2/27/20 18:13,0.9714106,,2/27/20 17:43,3.097631216
2/27/20 18:23,0.0464464,,2/27/20 18:23,0.0108649,,2/27/20 18:23,0.002997,,2/27/20 18:23,0.9876257,,2/27/20 18:23,0.0033212,,2/27/20 17:54,69.15941467,,2/27/20 18:23,0.0393344,,2/27/20 18:23,0.0091316,,2/27/20 18:23,0.0032001,,2/27/20 17:54,69.15941467,,2/27/20 18:23,0.0033281,,2/27/20 18:23,1.0641929,,2/27/20 17:54,3.097240686
2/27/20 18:33,0.0502004,,2/27/20 18:33,0.0091498,,2/27/20 18:33,0.0025867,,2/27/20 18:33,0.9847051,,2/27/20 18:33,0.0030507,,2/27/20 18:04,69.12418976,,2/27/20 18:33,0.0428028,,2/27/20 18:33,0.0105305,,2/27/20 18:33,0.0030139,,2/27/20 18:04,69.12418976,,2/27/20 18:33,0.0017969,,2/27/20 18:33,0.990732,,2/27/20 18:04,3.0973382
2/27/20 18:43,0.0450458,,2/27/20 18:43,0.0092967,,2/27/20 18:43,0.0025862,,2/27/20 18:43,1.0175393,,2/27/20 18:43,0.002784,,2/27/20 18:14,69.19468079,,2/27/20 18:43,0.0425607,,2/27/20 18:43,0.0085854,,2/27/20 18:43,0.0030398,,2/27/20 18:14,69.19468079,,2/27/20 18:43,0.0026165,,2/27/20 18:43,1.0263384,,2/27/20 18:14,3.097631216
2/27/20 18:52,0.0459232,,2/27/20 18:52,0.0096341,,2/27/20 18:52,0.0029843,,2/27/20 18:52,1.0145344,,2/27/20 18:52,0.0033,,2/27/20 18:24,68.63094482,,2/27/20 18:52,0.0455076,,2/27/20 18:52,0.0096381,,2/27/20 18:52,0.0029056,,2/27/20 18:24,68.63094482,,2/27/20 18:52,0.0018746,,2/27/20 18:52,0.9974352,,2/27/20 18:24,3.098217487
2/27/20 19:03,0.0397272,,2/27/20 19:03,0.0092435,,2/27/20 19:03,0.0025555,,2/27/20 19:03,0.9804871,,2/27/20 19:03,0.0036827,,2/27/20 18:34,68.27863045,,2/27/20 19:03,0.044559,,2/27/20 19:03,0.0097965,,2/27/20 19:03,0.0029775,,2/27/20 18:34,68.27863045,,2/27/20 19:03,0.0019008,,2/27/20 19:03,0.9683218,,2/27/20 18:34,3.097728968
2/27/20 19:13,0.0442786,,2/27/20 19:13,0.0081334,,2/27/20 19:13,0.0021597,,2/27/20 19:13,1.0309628,,2/27/20 19:13,0.0030778,,2/27/20 18:43,68.20818405,,2/27/20 19:13,0.0543221,,2/27/20 19:13,0.0112323,,2/27/20 19:13,0.0025534,,2/27/20 18:43,68.20818405,,2/27/20 19:13,0.0018405,,2/27/20 19:13,1.0104387,,2/27/20 18:43,3.097826481
2/27/20 19:23,0.0463196,,2/27/20 19:23,0.0098596,,2/27/20 19:23,0.0018703,,2/27/20 19:23,0.9916191,,2/27/20 19:23,0.0031356,,2/27/20 18:53,68.03202858,,2/27/20 19:23,0.0491151,,2/27/20 19:23,0.0092066,,2/27/20 19:23,0.0033765,,2/27/20 18:53,68.03202858,,2/27/20 19:23,0.0020381,,2/27/20 19:23,1.0386588,,2/27/20 18:53,3.097924232
2/27/20 19:33,0.0447944,,2/27/20 19:33,0.0120718,,2/27/20 19:33,0.0023084,,2/27/20 19:33,0.9911641,,2/27/20 19:33,0.0034762,,2/27/20 19:04,67.25695686,,2/27/20 19:33,0.0399495,,2/27/20 19:33,0.010205,,2/27/20 19:33,0.0033956,,2/27/20 19:04,67.25695686,,2/27/20 19:33,0.0038875,,2/27/20 19:33,0.9994263,,2/27/20 19:04,3.098803282
2/27/20 19:43,0.0468129,,2/27/20 19:43,0.0087788,,2/27/20 19:43,0.0019793,,2/27/20 19:43,0.9761512,,2/27/20 19:43,0.0026945,,2/27/20 19:14,67.25695686,,2/27/20 19:43,0.0455843,,2/27/20 19:43,0.0096624,,2/27/20 19:43,0.0030332,,2/27/20 19:14,67.25695686,,2/27/20 19:43,0.0029285,,2/27/20 19:43,1.0036479,,2/27/20 19:14,3.098217487
2/27/20 19:53,0.053122,,2/27/20 19:53,0.0092828,,2/27/20 19:53,0.0020278,,2/27/20 19:53,0.9891703,,2/27/20 19:53,0.0030787,,2/27/20 19:24,66.7637085,,2/27/20 19:53,0.0520922,,2/27/20 19:53,0.0110462,,2/27/20 19:53,0.0025051,,2/27/20 19:24,66.7637085,,2/27/20 19:53,0.0023335,,2/27/20 19:53,1.0430964,,2/27/20 19:24,3.097728968
2/27/20 20:02,0.0520942,,2/27/20 20:02,0.0114469,,2/27/20 20:02,0.0035356,,2/27/20 20:02,1.020853,,2/27/20 20:02,0.0035426,,2/27/20 19:34,66.65799942,,2/27/20 20:02,0.0416705,,2/27/20 20:02,0.0097414,,2/27/20 20:02,0.0029924,,2/27/20 19:34,66.65799942,,2/27/20 20:02,0.0024316,,2/27/20 20:02,1.0133057,,2/27/20 19:34,3.098315001
2/27/20 20:13,0.0443384,,2/27/20 20:13,0.0100576,,2/27/20 20:13,0.0034505,,2/27/20 20:13,0.9811779,,2/27/20 20:13,0.0033318,,2/27/20 19:43,66.51706543,,2/27/20 20:13,0.0446104,,2/27/20 20:13,0.011581,,2/27/20 20:13,0.0034353,,2/27/20 19:43,66.51706543,,2/27/20 20:13,0.0032353,,2/27/20 20:13,0.9945566,,2/27/20 19:43,3.098412752
2/27/20 20:23,0.0413236,,2/27/20 20:23,0.0076177,,2/27/20 20:23,0.0018261,,2/27/20 20:23,1.0008358,,2/27/20 20:23,0.0038906,,2/27/20 19:53,66.05908318,,2/27/20 20:23,0.0491704,,2/27/20 20:23,0.0145717,,2/27/20 20:23,0.0027206,,2/27/20 19:53,66.05908318,,2/27/20 20:23,0.0023264,,2/27/20 20:23,1.013767,,2/27/20 19:53,3.098021984
2/27/20 20:33,0.0425708,,2/27/20 20:33,0.0083074,,2/27/20 20:33,0.0021515,,2/27/20 20:33,0.9171833,,2/27/20 20:33,0.003231,,2/27/20 20:03,66.20001717,,2/27/20 20:33,0.0463662,,2/27/20 20:33,0.0111802,,2/27/20 20:33,0.0029817,,2/27/20 20:03,66.20001717,,2/27/20 20:33,0.0021447,,2/27/20 20:33,0.9852375,,2/27/20 20:03,3.098119497
2/27/20 20:43,0.0452375,,2/27/20 20:43,0.0115588,,2/27/20 20:43,0.0026742,,2/27/20 20:43,1.0086315,,2/27/20 20:43,0.0029075,,2/27/20 20:14,65.98859558,,2/27/20 20:43,0.0439136,,2/27/20 20:43,0.0083822,,2/27/20 20:43,0.0031979,,2/27/20 20:14,65.98859558,,2/27/20 20:43,0.0035191,,2/27/20 20:43,0.9884606,,2/27/20 20:14,3.098217487
2/27/20 20:53,0.0409202,,2/27/20 20:53,0.0086313,,2/27/20 20:53,0.0023909,,2/27/20 20:53,1.0001112,,2/27/20 20:53,0.0027,,2/27/20 20:24,65.84770279,,2/27/20 20:53,0.049543,,2/27/20 20:53,0.0100421,,2/27/20 20:53,0.0030987,,2/27/20 20:24,65.84770279,,2/27/20 20:53,0.0025673,,2/27/20 20:53,1.024832,,2/27/20 20:24,3.098315001
