Machines > Lathe 1 > MIB > Y-Vertical > RMS Velocity,,,Machines > Lathe 1 > MIB > Y-Vertical > Temperature,,,Machines > Lathe 1 > MIB > Y-Vertical > Band 1,,,Machines > Lathe 1 > MIB > Y-Vertical > Damage Accumulation,,,Machines > Lathe 1 > MIB > X-Axial > Peak Acceleration,,,Machines > Lathe 1 > MIB > X-Axial > Peak Velocity,,,Machines > Lathe 1 > MIB > X-Axial > Band 1,,,Machines > Lathe 1 > MIB > X-Axial > Damage Accumulation,,,Machines > Lathe 1 > MIB > X-Axial > RMS Velocity,,,Machines > Lathe 1 > MIB > X-Axial > Temperature,,,Machines > Lathe 1 > MIB > Y-Vertical > Peak Acceleration,,,Machines > Lathe 1 > MIB > Y-Vertical > Peak Velocity,,,Machines > Lathe 1 > MIB > Battery Voltage,
2/20/20 11:49,0.0045438,,2/20/20 11:40,65.81243668,,2/20/20 11:49,0.0045565,,2/20/20 11:49,1.0164956,,2/20/20 11:59,0.0508878,,2/20/20 11:59,0.013547,,2/20/20 11:59,0.0041723,,2/20/20 11:59,0.979119,,2/20/20 11:59,0.0049468,,2/20/20 11:40,65.81243668,,2/20/20 11:49,0.0479954,,2/20/20 11:49,0.0134883,,2/20/20 11:40,3.136312723
2/20/20 11:59,0.0044948,,2/20/20 11:50,65.84770279,,2/20/20 11:59,0.0026722,,2/20/20 11:59,1.0207486,,2/20/20 12:10,0.0525492,,2/20/20 12:10,0.0143412,,2/20/20 12:10,0.0033607,,2/20/20 12:10,0.973233,,2/20/20 12:10,0.0050065,,2/20/20 11:50,65.84770279,,2/20/20 11:59,0.0458418,,2/20/20 11:59,0.0141161,,2/20/20 11:50,3.135824203
2/20/20 12:10,0.0044621,,2/20/20 11:59,65.84770279,,2/20/20 12:10,0.0021578,,2/20/20 12:10,0.9853199,,2/20/20 12:19,0.0563539,,2/20/20 12:19,0.0187858,,2/20/20 12:19,0.0057975,,2/20/20 12:19,0.9839762,,2/20/20 12:19,0.0062101,,2/20/20 11:59,65.84770279,,2/20/20 12:10,0.0460089,,2/20/20 12:10,0.0134845,,2/20/20 11:59,3.135433435
2/20/20 12:19,0.0056676,,2/20/20 12:10,65.07258987,,2/20/20 12:19,0.0048372,,2/20/20 12:19,0.9838616,,2/20/20 12:29,0.0426966,,2/20/20 12:29,0.0142897,,2/20/20 12:29,0.0041679,,2/20/20 12:29,1.0142371,,2/20/20 12:29,0.0050892,,2/20/20 12:10,65.07258987,,2/20/20 12:19,0.0486201,,2/20/20 12:19,0.0160368,,2/20/20 12:10,3.135335922
2/20/20 12:29,0.00525,,2/20/20 12:20,65.14307747,,2/20/20 12:29,0.0043343,,2/20/20 12:29,1.003864,,2/20/20 12:39,0.0451611,,2/20/20 12:39,0.0154338,,2/20/20 12:39,0.003817,,2/20/20 12:39,0.9788982,,2/20/20 12:39,0.0049495,,2/20/20 12:20,65.14307747,,2/20/20 12:29,0.0460473,,2/20/20 12:29,0.0173143,,2/20/20 12:20,3.135433435
2/20/20 12:39,0.0040758,,2/20/20 12:30,65.28396683,,2/20/20 12:39,0.0027613,,2/20/20 12:39,0.977242,,2/20/20 12:49,0.0479394,,2/20/20 12:49,0.0162681,,2/20/20 12:49,0.0019091,,2/20/20 12:49,0.9919494,,2/20/20 12:49,0.0047047,,2/20/20 12:30,65.28396683,,2/20/20 12:39,0.0418602,,2/20/20 12:39,0.0125959,,2/20/20 12:30,3.135237932
2/20/20 12:49,0.0045454,,2/20/20 12:40,65.00214348,,2/20/20 12:49,0.003337,,2/20/20 12:49,0.999327,,2/20/20 12:59,0.0475432,,2/20/20 12:59,0.0138363,,2/20/20 12:59,0.0034955,,2/20/20 12:59,0.9916467,,2/20/20 12:59,0.0050221,,2/20/20 12:40,65.00214348,,2/20/20 12:49,0.0469711,,2/20/20 12:49,0.0142131,,2/20/20 12:40,3.135531187
2/20/20 12:59,0.0047591,,2/20/20 12:50,65.14307747,,2/20/20 12:59,0.0048856,,2/20/20 12:59,1.0353235,,2/20/20 13:09,0.045606,,2/20/20 13:09,0.0151192,,2/20/20 13:09,0.0025871,,2/20/20 13:09,1.0198932,,2/20/20 13:09,0.0046543,,2/20/20 12:50,65.14307747,,2/20/20 12:59,0.0548338,,2/20/20 12:59,0.016768,,2/20/20 12:50,3.135140419
2/20/20 13:09,0.0047271,,2/20/20 12:59,65.03736496,,2/20/20 13:09,0.005535,,2/20/20 13:09,1.0102702,,2/20/20 13:20,0.0481817,,2/20/20 13:20,0.021108,,2/20/20 13:20,0.0023826,,2/20/20 13:20,0.9987914,,2/20/20 13:20,0.0055476,,2/20/20 12:59,65.03736496,,2/20/20 13:09,0.0411397,,2/20/20 13:09,0.0143453,,2/20/20 12:59,3.135140419
2/20/20 13:20,0.0045637,,2/20/20 13:09,64.93165588,,2/20/20 13:20,0.0037842,,2/20/20 13:20,1.0226599,,2/20/20 13:29,0.0510934,,2/20/20 13:29,0.0166306,,2/20/20 13:29,0.0040478,,2/20/20 13:29,1.0121272,,2/20/20 13:29,0.0053148,,2/20/20 13:09,64.93165588,,2/20/20 13:20,0.0415752,,2/20/20 13:20,0.0142788,,2/20/20 13:09,3.134847403
2/20/20 13:30,0.0041881,,2/20/20 13:20,64.93165588,,2/20/20 13:30,0.0037108,,2/20/20 13:30,1.0077304,,2/20/20 13:39,0.043773,,2/20/20 13:39,0.0223076,,2/20/20 13:39,0.0041498,,2/20/20 13:39,0.9885171,,2/20/20 13:39,0.0071379,,2/20/20 13:20,64.93165588,,2/20/20 13:30,0.0484598,,2/20/20 13:30,0.0120958,,2/20/20 13:20,3.134749651
2/20/20 13:39,0.0050816,,2/20/20 13:30,65.28396683,,2/20/20 13:39,0.0042957,,2/20/20 13:39,1.0071015,,2/20/20 13:49,0.0498661,,2/20/20 13:49,0.0142879,,2/20/20 13:49,0.0028505,,2/20/20 13:49,0.9936064,,2/20/20 13:49,0.0043811,,2/20/20 13:30,65.28396683,,2/20/20 13:39,0.0450075,,2/20/20 13:39,0.0156237,,2/20/20 13:30,3.134944916
2/20/20 13:49,0.0044967,,2/20/20 13:40,64.89643097,,2/20/20 13:49,0.0031848,,2/20/20 13:49,0.9946457,,2/20/20 13:59,0.0503606,,2/20/20 13:59,0.015779,,2/20/20 13:59,0.0023894,,2/20/20 13:59,0.9921338,,2/20/20 13:59,0.0053021,,2/20/20 13:40,64.89643097,,2/20/20 13:49,0.0481042,,2/20/20 13:49,0.0143674,,2/20/20 13:40,3.134944916
2/20/20 13:59,0.0049384,,2/20/20 13:50,64.86120949,,2/20/20 13:59,0.0040087,,2/20/20 13:59,1.011631,,2/20/20 14:09,0.0511591,,2/20/20 14:09,0.0171464,,2/20/20 14:09,0.0051807,,2/20/20 14:09,0.9921816,,2/20/20 14:09,0.0049677,,2/20/20 13:50,64.86120949,,2/20/20 13:59,0.0446577,,2/20/20 13:59,0.0125588,,2/20/20 13:50,3.134847403
2/20/20 14:09,0.0046007,,2/20/20 13:59,65.14307747,,2/20/20 14:09,0.0045386,,2/20/20 14:09,1.0121865,,2/20/20 14:20,0.045903,,2/20/20 14:20,0.0229055,,2/20/20 14:20,0.0055897,,2/20/20 14:20,0.9904358,,2/20/20 14:20,0.0053212,,2/20/20 13:59,65.14307747,,2/20/20 14:09,0.0424356,,2/20/20 14:09,0.0134466,,2/20/20 13:59,3.134944916
2/20/20 14:20,0.0049269,,2/20/20 14:09,64.93165588,,2/20/20 14:20,0.0066299,,2/20/20 14:20,1.0206999,,2/20/20 14:30,0.0449898,,2/20/20 14:30,0.0172531,,2/20/20 14:30,0.0049124,,2/20/20 14:30,0.9878115,,2/20/20 14:30,0.0048166,,2/20/20 14:09,64.93165588,,2/20/20 14:20,0.0476558,,2/20/20 14:20,0.0156442,,2/20/20 14:09,3.134847403
2/20/20 14:30,0.0046113,,2/20/20 14:20,65.21352386,,2/20/20 14:30,0.0028784,,2/20/20 14:30,1.0201419,,2/20/20 14:39,0.052496,,2/20/20 14:39,0.0207859,,2/20/20 14:39,0.0071723,,2/20/20 14:39,1.0023467,,2/20/20 14:39,0.0061447,,2/20/20 14:20,65.21352386,,2/20/20 14:30,0.0466715,,2/20/20 14:30,0.0148849,,2/20/20 14:20,3.134554386
2/20/20 14:39,0.0042284,,2/20/20 14:30,65.00214348,,2/20/20 14:39,0.0031743,,2/20/20 14:39,0.993782,,2/20/20 14:49,0.8876376,,2/20/20 14:49,0.1599096,,2/20/20 14:49,0.0443381,,2/20/20 14:49,32.9449795,,2/20/20 14:49,0.0402636,,2/20/20 14:30,65.00214348,,2/20/20 14:39,0.0424715,,2/20/20 14:39,0.0117937,,2/20/20 14:30,3.134359121
2/20/20 14:49,0.0305087,,2/20/20 14:40,65.49539185,,2/20/20 14:49,0.0349331,,2/20/20 14:49,26.2381721,,2/20/20 14:59,0.9241318,,2/20/20 14:59,0.1635918,,2/20/20 14:59,0.0596125,,2/20/20 14:59,32.1463584,,2/20/20 14:59,0.0475072,,2/20/20 14:40,65.49539185,,2/20/20 14:49,0.5969636,,2/20/20 14:49,0.0793794,,2/20/20 14:40,3.134749651
2/20/20 14:59,0.0321123,,2/20/20 14:49,66.65799942,,2/20/20 14:59,0.034537,,2/20/20 14:59,25.2776287,,2/20/20 15:09,0.0518474,,2/20/20 15:09,0.0154859,,2/20/20 15:09,0.0035966,,2/20/20 15:09,0.9948743,,2/20/20 15:09,0.0052805,,2/20/20 14:49,66.65799942,,2/20/20 14:59,0.5599812,,2/20/20 14:59,0.0946843,,2/20/20 14:49,3.133675337
2/20/20 15:09,0.0049734,,2/20/20 14:59,68.52527695,,2/20/20 15:09,0.0038281,,2/20/20 15:09,1.020431,,2/20/20 15:19,0.0608134,,2/20/20 15:19,0.0141933,,2/20/20 15:19,0.0027444,,2/20/20 15:19,1.0123525,,2/20/20 15:19,0.0044114,,2/20/20 14:59,68.52527695,,2/20/20 15:09,0.0516524,,2/20/20 15:09,0.0158228,,2/20/20 14:59,3.133186817
2/20/20 15:19,0.0052937,,2/20/20 15:09,70.39250984,,2/20/20 15:19,0.0054417,,2/20/20 15:19,1.01885,,2/20/20 15:30,0.8380583,,2/20/20 15:30,0.1437882,,2/20/20 15:30,0.032925,,2/20/20 15:30,31.1652637,,2/20/20 15:30,0.042438,,2/20/20 15:09,70.39250984,,2/20/20 15:19,0.0482501,,2/20/20 15:19,0.0175933,,2/20/20 15:09,3.132600784
2/20/20 15:30,0.0296465,,2/20/20 15:19,71.51993713,,2/20/20 15:30,0.0403787,,2/20/20 15:30,25.3103193,,2/20/20 15:49,0.0499977,,2/20/20 15:49,0.0198237,,2/20/20 15:49,0.0043828,,2/20/20 15:49,1.0062594,,2/20/20 15:49,0.0055919,,2/20/20 15:19,71.51993713,,2/20/20 15:30,0.6562306,,2/20/20 15:30,0.0740916,,2/20/20 15:19,3.132796049
2/20/20 15:40,0.0044771,,2/20/20 15:31,72.29500885,,2/20/20 15:40,0.0029381,,2/20/20 15:40,1.0167553,,2/20/20 15:59,0.8823088,,2/20/20 15:59,0.1800368,,2/20/20 15:59,0.0552311,,2/20/20 15:59,30.296461,,2/20/20 15:59,0.0564306,,2/20/20 15:31,72.29500885,,2/20/20 15:40,0.0444528,,2/20/20 15:40,0.0144279,,2/20/20 15:31,3.132503033
2/20/20 15:49,0.004282,,2/20/20 15:41,73.38717346,,2/20/20 15:49,0.0032603,,2/20/20 15:49,0.9841822,,2/20/20 16:09,0.0476024,,2/20/20 16:09,0.0136995,,2/20/20 16:09,0.0024577,,2/20/20 16:09,1.0011654,,2/20/20 16:09,0.0045492,,2/20/20 15:41,73.38717346,,2/20/20 15:49,0.04506,,2/20/20 15:49,0.011122,,2/20/20 15:41,3.131917
2/20/20 15:59,0.0317697,,2/20/20 15:50,74.76119919,,2/20/20 15:59,0.0317151,,2/20/20 15:59,26.3504272,,2/20/20 16:19,0.0476922,,2/20/20 16:19,0.0181085,,2/20/20 16:19,0.0039743,,2/20/20 16:19,0.9710866,,2/20/20 16:19,0.0058183,,2/20/20 15:50,74.76119919,,2/20/20 15:59,0.6797448,,2/20/20 15:59,0.0953577,,2/20/20 15:50,3.131917
2/20/20 16:09,0.0046648,,2/20/20 16:00,75.32489395,,2/20/20 16:09,0.0026735,,2/20/20 16:09,0.995889,,2/20/20 16:30,0.0471272,,2/20/20 16:30,0.0172588,,2/20/20 16:30,0.0036843,,2/20/20 16:30,0.9915466,,2/20/20 16:30,0.0055743,,2/20/20 16:00,75.32489395,,2/20/20 16:09,0.0468594,,2/20/20 16:09,0.0211195,,2/20/20 16:00,3.132210016
2/20/20 16:19,0.004843,,2/20/20 16:10,76.94556961,,2/20/20 16:19,0.0040017,,2/20/20 16:19,0.9918269,,2/20/20 16:40,0.0438509,,2/20/20 16:40,0.0217712,,2/20/20 16:40,0.0028799,,2/20/20 16:40,1.0017618,,2/20/20 16:40,0.005439,,2/20/20 16:10,76.94556961,,2/20/20 16:19,0.0431713,,2/20/20 16:19,0.0158638,,2/20/20 16:10,3.132112265
2/20/20 16:30,0.0043104,,2/20/20 16:20,78.53097916,,2/20/20 16:30,0.0029433,,2/20/20 16:30,0.9892254,,2/20/20 16:49,0.0531553,,2/20/20 16:49,0.014767,,2/20/20 16:49,0.0031077,,2/20/20 16:49,0.9963355,,2/20/20 16:49,0.0048851,,2/20/20 16:20,78.53097916,,2/20/20 16:30,0.0423611,,2/20/20 16:30,0.0139536,,2/20/20 16:20,3.131819248
2/20/20 16:40,0.0043842,,2/20/20 16:31,79.05944901,,2/20/20 16:40,0.0029032,,2/20/20 16:40,1.0245174,,2/20/20 16:59,0.044536,,2/20/20 16:59,0.013434,,2/20/20 16:59,0.0054499,,2/20/20 16:59,1.0159442,,2/20/20 16:59,0.0046483,,2/20/20 16:31,79.05944901,,2/20/20 16:40,0.0429795,,2/20/20 16:40,0.0126129,,2/20/20 16:31,3.131721735
2/20/20 16:49,0.0042453,,2/20/20 16:40,79.05944901,,2/20/20 16:49,0.0027926,,2/20/20 16:49,0.9906301,,2/20/20 17:09,0.0510501,,2/20/20 17:09,0.0166711,,2/20/20 17:09,0.0028069,,2/20/20 17:09,0.9898463,,2/20/20 17:09,0.0045805,,2/20/20 16:40,79.05944901,,2/20/20 16:49,0.0439014,,2/20/20 16:49,0.0156854,,2/20/20 16:40,3.131526232
2/20/20 16:59,0.0048435,,2/20/20 16:50,78.84802399,,2/20/20 16:59,0.004112,,2/20/20 16:59,1.0299988,,2/20/20 17:19,0.0463064,,2/20/20 17:19,0.0162195,,2/20/20 17:19,0.0055931,,2/20/20 17:19,1.0132174,,2/20/20 17:19,0.0052787,,2/20/20 16:50,78.84802399,,2/20/20 16:59,0.0501362,,2/20/20 16:59,0.0130296,,2/20/20 16:50,3.132307529
2/20/20 17:09,0.0049433,,2/20/20 17:00,77.68541641,,2/20/20 17:09,0.003304,,2/20/20 17:09,0.9840325,,2/20/20 17:29,0.052315,,2/20/20 17:29,0.0146756,,2/20/20 17:29,0.0048586,,2/20/20 17:29,0.9906248,,2/20/20 17:29,0.0057035,,2/20/20 17:00,77.68541641,,2/20/20 17:09,0.0404317,,2/20/20 17:09,0.0172842,,2/20/20 17:00,3.132014513
2/20/20 17:19,0.0050201,,2/20/20 17:10,76.98079109,,2/20/20 17:19,0.0027511,,2/20/20 17:19,0.9809297,,2/20/20 17:40,0.7822068,,2/20/20 17:40,0.1380412,,2/20/20 17:40,0.0540321,,2/20/20 17:40,30.0730061,,2/20/20 17:40,0.0375111,,2/20/20 17:10,76.98079109,,2/20/20 17:19,0.0448081,,2/20/20 17:19,0.0149319,,2/20/20 17:10,3.132796049
2/20/20 17:29,0.004141,,2/20/20 17:20,76.13523178,,2/20/20 17:29,0.0020026,,2/20/20 17:29,0.9927297,,2/20/20 17:50,0.0455534,,2/20/20 17:50,0.0162301,,2/20/20 17:50,0.0042751,,2/20/20 17:50,1.0097919,,2/20/20 17:50,0.0047929,,2/20/20 17:20,76.13523178,,2/20/20 17:29,0.0471685,,2/20/20 17:29,0.0141126,,2/20/20 17:20,3.132991314
2/20/20 17:40,0.0324708,,2/20/20 17:29,76.31138725,,2/20/20 17:40,0.0395332,,2/20/20 17:40,27.6201115,,2/20/20 17:59,0.0458735,,2/20/20 17:59,0.0191928,,2/20/20 17:59,0.0065544,,2/20/20 17:59,1.0081531,,2/20/20 17:59,0.0057511,,2/20/20 17:29,76.31138725,,2/20/20 17:40,0.6216432,,2/20/20 17:40,0.0891146,,2/20/20 17:29,3.132698536
2/20/20 17:50,0.0045369,,2/20/20 17:40,75.99429779,,2/20/20 17:50,0.0040832,,2/20/20 17:50,0.9990626,,2/20/20 18:09,0.0427028,,2/20/20 18:09,0.0181587,,2/20/20 18:09,0.0060471,,2/20/20 18:09,0.9819938,,2/20/20 18:09,0.006195,,2/20/20 17:40,75.99429779,,2/20/20 17:50,0.0478216,,2/20/20 17:50,0.0161193,,2/20/20 17:40,3.132991314
2/20/20 17:59,0.0046034,,2/20/20 17:50,77.26261444,,2/20/20 17:59,0.0044084,,2/20/20 17:59,1.0000047,,2/20/20 18:19,0.832896,,2/20/20 18:19,0.158232,,2/20/20 18:19,0.0653305,,2/20/20 18:19,29.8725127,,2/20/20 18:19,0.0532105,,2/20/20 17:50,77.26261444,,2/20/20 17:59,0.0526836,,2/20/20 17:59,0.0145207,,2/20/20 17:50,3.132893801
2/20/20 18:09,0.0046456,,2/20/20 18:00,78.24911118,,2/20/20 18:09,0.0030968,,2/20/20 18:09,1.0375897,,2/20/20 18:29,0.0601124,,2/20/20 18:29,0.0194651,,2/20/20 18:29,0.0040728,,2/20/20 18:29,0.9791805,,2/20/20 18:29,0.0052328,,2/20/20 18:00,78.24911118,,2/20/20 18:09,0.0521841,,2/20/20 18:09,0.0128285,,2/20/20 18:00,3.132796049
2/20/20 18:19,0.031859,,2/20/20 18:10,77.93201828,,2/20/20 18:19,0.0315172,,2/20/20 18:19,26.0148066,,2/20/20 18:40,0.8164823,,2/20/20 18:40,0.173866,,2/20/20 18:40,0.051755,,2/20/20 18:40,30.0287358,,2/20/20 18:40,0.0520995,,2/20/20 18:10,77.93201828,,2/20/20 18:19,0.6132007,,2/20/20 18:19,0.0954974,,2/20/20 18:10,3.132503033
2/20/20 18:40,0.0302035,,2/20/20 18:19,77.8967968,,2/20/20 18:40,0.0307169,,2/20/20 18:40,27.2460959,,2/20/20 18:50,0.7413644,,2/20/20 18:50,0.1596647,,2/20/20 18:50,0.0387518,,2/20/20 18:50,28.5231935,,2/20/20 18:50,0.0510946,,2/20/20 18:19,77.8967968,,2/20/20 18:40,0.5538797,,2/20/20 18:40,0.0863526,,2/20/20 18:19,3.132698536
2/20/20 18:50,0.0334164,,2/20/20 18:29,78.00250931,,2/20/20 18:50,0.0340414,,2/20/20 18:50,29.2919795,,2/20/20 18:59,0.0523183,,2/20/20 18:59,0.0156275,,2/20/20 18:59,0.0057076,,2/20/20 18:59,1.0079687,,2/20/20 18:59,0.0053453,,2/20/20 18:29,78.00250931,,2/20/20 18:50,0.5896453,,2/20/20 18:50,0.0903881,,2/20/20 18:29,3.132698536
2/20/20 18:59,0.004771,,2/20/20 18:40,77.68541641,,2/20/20 18:59,0.0047987,,2/20/20 18:59,0.9896635,,2/20/20 19:09,0.0560017,,2/20/20 19:09,0.0167001,,2/20/20 19:09,0.0045609,,2/20/20 19:09,1.0153889,,2/20/20 19:09,0.0054353,,2/20/20 18:40,77.68541641,,2/20/20 18:59,0.0438615,,2/20/20 18:59,0.0131183,,2/20/20 18:40,3.13328433
2/20/20 19:09,0.0046329,,2/20/20 18:50,78.00250931,,2/20/20 19:09,0.0031637,,2/20/20 19:09,1.0052637,,2/20/20 19:19,0.7249013,,2/20/20 19:19,0.1540309,,2/20/20 19:19,0.0520427,,2/20/20 19:19,30.0439744,,2/20/20 19:19,0.0485055,,2/20/20 18:50,78.00250931,,2/20/20 19:09,0.0483679,,2/20/20 19:09,0.0177587,,2/20/20 18:50,3.132893801
2/20/20 19:19,0.0318521,,2/20/20 19:00,78.24911118,,2/20/20 19:19,0.0359705,,2/20/20 19:19,28.7220794,,2/20/20 19:29,0.7151541,,2/20/20 19:29,0.1633278,,2/20/20 19:29,0.0274356,,2/20/20 19:29,29.9255665,,2/20/20 19:29,0.0534536,,2/20/20 19:00,78.24911118,,2/20/20 19:19,0.5924674,,2/20/20 19:19,0.088601,,2/20/20 19:00,3.132893801
2/20/20 19:29,0.0317402,,2/20/20 19:10,78.70713463,,2/20/20 19:29,0.0348975,,2/20/20 19:29,28.8647155,,2/20/20 19:39,0.763239,,2/20/20 19:39,0.1808791,,2/20/20 19:39,0.0396627,,2/20/20 19:39,28.9828107,,2/20/20 19:39,0.054121,,2/20/20 19:10,78.70713463,,2/20/20 19:29,0.6660247,,2/20/20 19:29,0.0958753,,2/20/20 19:10,3.132698536
2/20/20 19:39,0.0321372,,2/20/20 19:19,78.21388626,,2/20/20 19:39,0.0330083,,2/20/20 19:39,27.747661,,2/20/20 19:50,0.0487049,,2/20/20 19:50,0.0144482,,2/20/20 19:50,0.0030902,,2/20/20 19:50,1.0289567,,2/20/20 19:50,0.0045855,,2/20/20 19:19,78.21388626,,2/20/20 19:39,0.6136087,,2/20/20 19:39,0.096312,,2/20/20 19:19,3.132698536
2/20/20 19:50,0.0048079,,2/20/20 19:29,77.75586281,,2/20/20 19:50,0.0041764,,2/20/20 19:50,1.060842,,2/20/20 20:00,0.0495032,,2/20/20 20:00,0.0180613,,2/20/20 20:00,0.0053324,,2/20/20 20:00,0.9853579,,2/20/20 20:00,0.005529,,2/20/20 19:29,77.75586281,,2/20/20 19:50,0.0455211,,2/20/20 19:50,0.0160593,,2/20/20 19:29,3.13338232
2/20/20 20:00,0.0039663,,2/20/20 19:39,78.42526665,,2/20/20 20:00,0.0038537,,2/20/20 20:00,0.9993345,,2/20/20 20:10,0.0462143,,2/20/20 20:10,0.0133678,,2/20/20 20:10,0.0035219,,2/20/20 20:10,1.0084399,,2/20/20 20:10,0.0050913,,2/20/20 19:39,78.42526665,,2/20/20 20:00,0.0494772,,2/20/20 20:00,0.012442,,2/20/20 19:39,3.132405519
2/20/20 20:10,0.0039556,,2/20/20 19:50,79.20033836,,2/20/20 20:10,0.0021905,,2/20/20 20:10,0.9841796,,2/20/20 20:19,0.0480947,,2/20/20 20:19,0.0141902,,2/20/20 20:19,0.0038389,,2/20/20 20:19,0.9835279,,2/20/20 20:19,0.0041966,,2/20/20 19:50,79.20033836,,2/20/20 20:10,0.0426561,,2/20/20 20:10,0.0155485,,2/20/20 19:50,3.132893801
2/20/20 20:19,0.0045403,,2/20/20 20:00,79.8697422,,2/20/20 20:19,0.0035228,,2/20/20 20:19,0.9706521,,2/20/20 20:29,0.0548263,,2/20/20 20:29,0.0148528,,2/20/20 20:29,0.0037872,,2/20/20 20:29,0.994897,,2/20/20 20:29,0.0048775,,2/20/20 20:00,79.8697422,,2/20/20 20:19,0.0436046,,2/20/20 20:19,0.0125874,,2/20/20 20:00,3.132210016
2/20/20 20:29,0.0037122,,2/20/20 20:10,79.79929581,,2/20/20 20:29,0.004039,,2/20/20 20:29,0.9810352,,2/20/20 20:39,0.0475494,,2/20/20 20:39,0.0130487,,2/20/20 20:39,0.0028681,,2/20/20 20:39,1.024928,,2/20/20 20:39,0.004474,,2/20/20 20:10,79.79929581,,2/20/20 20:29,0.0444855,,2/20/20 20:29,0.0166965,,2/20/20 20:10,3.132698536
2/20/20 20:39,0.0046961,,2/20/20 20:20,79.72880821,,2/20/20 20:39,0.0036279,,2/20/20 20:39,0.9905812,,2/20/20 20:49,0.0462995,,2/20/20 20:49,0.0186019,,2/20/20 20:49,0.0043514,,2/20/20 20:49,0.9988142,,2/20/20 20:49,0.0057944,,2/20/20 20:20,79.72880821,,2/20/20 20:39,0.0397413,,2/20/20 20:39,0.0140288,,2/20/20 20:20,3.132503033
2/20/20 20:49,0.0048793,,2/20/20 20:30,78.74235611,,2/20/20 20:49,0.0043288,,2/20/20 20:49,0.9921156,,2/20/20 21:00,0.044713,,2/20/20 21:00,0.0139671,,2/20/20 21:00,0.004834,,2/20/20 21:00,1.0089156,,2/20/20 21:00,0.004677,,2/20/20 20:30,78.74235611,,2/20/20 20:49,0.0449711,,2/20/20 20:49,0.0206524,,2/20/20 20:30,3.132991314
2/20/20 21:00,0.0053943,,2/20/20 20:40,79.30605087,,2/20/20 21:00,0.004892,,2/20/20 21:00,1.0162365,,2/20/20 21:10,0.7562455,,2/20/20 21:10,0.1565509,,2/20/20 21:10,0.0263501,,2/20/20 21:10,28.9535354,,2/20/20 21:10,0.0450923,,2/20/20 20:40,79.30605087,,2/20/20 21:00,0.0431544,,2/20/20 21:00,0.0193267,,2/20/20 20:40,3.13338232
2/20/20 21:10,0.0312453,,2/20/20 20:50,79.8697422,,2/20/20 21:10,0.0390746,,2/20/20 21:10,28.0186808,,2/20/20 21:20,0.7609715,,2/20/20 21:20,0.2014167,,2/20/20 21:20,0.0560998,,2/20/20 21:20,27.9648977,,2/20/20 21:20,0.0597073,,2/20/20 20:50,79.8697422,,2/20/20 21:10,0.5950001,,2/20/20 21:10,0.0912202,,2/20/20 20:50,3.132796049
2/20/20 21:20,0.0306859,,2/20/20 21:01,80.43343353,,2/20/20 21:20,0.0346747,,2/20/20 21:20,28.1521231,,2/20/20 21:29,0.818032,,2/20/20 21:29,0.1619425,,2/20/20 21:29,0.0427195,,2/20/20 21:29,27.202271,,2/20/20 21:29,0.0535808,,2/20/20 21:01,80.43343353,,2/20/20 21:20,0.5749298,,2/20/20 21:20,0.0885335,,2/20/20 21:01,3.132796049
2/20/20 21:30,0.0312189,,2/20/20 21:10,80.15161018,,2/20/20 21:30,0.0366367,,2/20/20 21:30,27.401978,,2/20/20 21:39,0.0441362,,2/20/20 21:39,0.0144666,,2/20/20 21:39,0.0035523,,2/20/20 21:39,1.0060705,,2/20/20 21:39,0.0050084,,2/20/20 21:10,80.15161018,,2/20/20 21:30,0.6482987,,2/20/20 21:30,0.094209,,2/20/20 21:10,3.132600784
2/20/20 21:39,0.0045998,,2/20/20 21:20,81.56086426,,2/20/20 21:39,0.0038084,,2/20/20 21:39,1.0319934,,2/20/20 21:49,0.0562185,,2/20/20 21:49,0.0140122,,2/20/20 21:49,0.00334,,2/20/20 21:49,0.9986344,,2/20/20 21:49,0.0046421,,2/20/20 21:20,81.56086426,,2/20/20 21:39,0.0450021,,2/20/20 21:39,0.0128351,,2/20/20 21:20,3.133089066
2/20/20 21:49,0.0047344,,2/20/20 21:30,82.75873451,,2/20/20 21:49,0.0018026,,2/20/20 21:49,0.9848869,,2/20/20 21:59,0.7528728,,2/20/20 21:59,0.1604528,,2/20/20 21:59,0.0442924,,2/20/20 21:59,28.3284859,,2/20/20 21:59,0.0481604,,2/20/20 21:30,82.75873451,,2/20/20 21:49,0.0504819,,2/20/20 21:49,0.018909,,2/20/20 21:30,3.132600784
2/20/20 21:59,0.0310418,,2/20/20 21:40,83.42809715,,2/20/20 21:59,0.0349239,,2/20/20 21:59,27.4593965,,2/20/20 22:10,0.6960883,,2/20/20 22:10,0.1496867,,2/20/20 22:10,0.046959,,2/20/20 22:10,27.813393,,2/20/20 22:10,0.0499267,,2/20/20 21:40,83.42809715,,2/20/20 21:59,0.6442111,,2/20/20 21:59,0.0798846,,2/20/20 21:40,3.132405519
2/20/20 22:10,0.0332739,,2/20/20 21:50,84.20321007,,2/20/20 22:10,0.0368398,,2/20/20 22:10,27.2813293,,2/20/20 22:20,0.7818104,,2/20/20 22:20,0.1489879,,2/20/20 22:20,0.0269632,,2/20/20 22:20,27.2725733,,2/20/20 22:20,0.0465199,,2/20/20 21:50,84.20321007,,2/20/20 22:10,0.6022379,,2/20/20 22:10,0.0777257,,2/20/20 21:50,3.132600784
