Machines > Bridgeport Mill 3 > Spindle > X-Axial > RMS Velocity,,,Machines > Bridgeport Mill 3 > Spindle > X-Axial > Temperature,,,Machines > Bridgeport Mill 3 > Spindle > X-Axial > Band 1,,,Machines > Bridgeport Mill 3 > Spindle > X-Axial > Damage Accumulation,,,Machines > Bridgeport Mill 3 > Spindle > Y-Radial > Peak Acceleration,,,Machines > Bridgeport Mill 3 > Spindle > Y-Radial > Peak Velocity,,,Machines > Bridgeport Mill 3 > Spindle > Y-Radial > RMS Velocity,,,Machines > Bridgeport Mill 3 > Spindle > Y-Radial > Temperature,,,Machines > Bridgeport Mill 3 > Spindle > Y-Radial > Band 1,,,Machines > Bridgeport Mill 3 > Spindle > Y-Radial > Damage Accumulation,,,Machines > Bridgeport Mill 3 > Spindle > Battery Voltage,,,Machines > Bridgeport Mill 3 > Spindle > X-Axial > Peak Acceleration,,,Machines > Bridgeport Mill 3 > Spindle > X-Axial > Peak Velocity,
2/20/20 20:39,0.0043748,,2/20/20 20:39,66.05332565,,2/20/20 20:39,0.0038585,,2/20/20 20:39,0.9921945,,2/20/20 20:39,0.048942,,2/20/20 20:39,0.0176433,,2/20/20 20:39,0.0045922,,2/20/20 20:39,66.05332565,,2/20/20 20:39,0.0028187,,2/20/20 20:39,1.0911594,,2/20/20 20:39,3.142857075,,2/20/20 20:39,0.0521991,,2/20/20 20:39,0.0163673
2/20/20 20:48,0.0054407,,2/20/20 20:49,66.05332565,,2/20/20 20:48,0.0061873,,2/20/20 20:48,1.0161051,,2/20/20 20:48,0.0419361,,2/20/20 20:48,0.0150604,,2/20/20 20:48,0.0049909,,2/20/20 20:49,66.05332565,,2/20/20 20:48,0.0028133,,2/20/20 20:48,1.0285267,,2/20/20 20:49,3.142466545,,2/20/20 20:48,0.0454019,,2/20/20 20:48,0.0191676
2/20/20 20:59,0.0051952,,2/20/20 21:00,66.16334,,2/20/20 20:59,0.004714,,2/20/20 20:59,1.0037008,,2/20/20 20:59,0.0448799,,2/20/20 20:59,0.0161911,,2/20/20 20:59,0.0048171,,2/20/20 21:00,66.16334,,2/20/20 20:59,0.0043295,,2/20/20 20:59,1.0470171,,2/20/20 21:00,3.142466545,,2/20/20 20:59,0.0447247,,2/20/20 20:59,0.0172482
2/20/20 21:09,0.0048415,,2/20/20 21:10,66.12668686,,2/20/20 21:09,0.003515,,2/20/20 21:09,0.9876212,,2/20/20 21:09,0.0449709,,2/20/20 21:09,0.0136694,,2/20/20 21:09,0.0045949,,2/20/20 21:10,66.12668686,,2/20/20 21:09,0.0042271,,2/20/20 21:09,1.0375306,,2/20/20 21:10,3.14266181,,2/20/20 21:09,0.0412203,,2/20/20 21:09,0.0158954
2/20/20 21:19,0.0054885,,2/20/20 21:20,66.2,,2/20/20 21:19,0.0042715,,2/20/20 21:19,1.0132651,,2/20/20 21:19,0.0468545,,2/20/20 21:19,0.0150034,,2/20/20 21:19,0.0048546,,2/20/20 21:20,66.2,,2/20/20 21:19,0.0043884,,2/20/20 21:19,1.0160543,,2/20/20 21:20,3.142173529,,2/20/20 21:19,0.0491972,,2/20/20 21:19,0.0174943
2/20/20 21:29,0.0045625,,2/20/20 21:29,66.34667435,,2/20/20 21:29,0.0032307,,2/20/20 21:29,0.9640239,,2/20/20 21:29,0.0408009,,2/20/20 21:29,0.0147223,,2/20/20 21:29,0.0047259,,2/20/20 21:29,66.34667435,,2/20/20 21:29,0.0028301,,2/20/20 21:29,1.0363074,,2/20/20 21:29,3.142368793,,2/20/20 21:29,0.0457251,,2/20/20 21:29,0.0146709
2/20/20 21:39,0.0053246,,2/20/20 21:39,65.94335251,,2/20/20 21:39,0.0025838,,2/20/20 21:39,0.9789759,,2/20/20 21:39,0.0477806,,2/20/20 21:39,0.0136694,,2/20/20 21:39,0.0038847,,2/20/20 21:39,65.94335251,,2/20/20 21:39,0.0033791,,2/20/20 21:39,1.0338841,,2/20/20 21:39,3.142466545,,2/20/20 21:39,0.0570094,,2/20/20 21:39,0.0181121
2/20/20 21:49,0.0061643,,2/20/20 21:49,66.2,,2/20/20 21:49,0.0025775,,2/20/20 21:49,0.9506799,,2/20/20 21:49,0.0451001,,2/20/20 21:49,0.0157697,,2/20/20 21:49,0.0055859,,2/20/20 21:49,66.2,,2/20/20 21:49,0.0041187,,2/20/20 21:49,1.0216724,,2/20/20 21:49,3.142271042,,2/20/20 21:49,0.0512756,,2/20/20 21:49,0.0209939
2/20/20 21:58,0.005405,,2/20/20 21:59,65.90665131,,2/20/20 21:58,0.0062697,,2/20/20 21:58,0.9922572,,2/20/20 21:58,0.0428475,,2/20/20 21:58,0.0257389,,2/20/20 21:58,0.0066292,,2/20/20 21:59,65.90665131,,2/20/20 21:58,0.0072619,,2/20/20 21:58,1.0303563,,2/20/20 21:59,3.142173529,,2/20/20 21:58,0.0461845,,2/20/20 21:58,0.0147874
2/20/20 22:09,0.0052234,,2/20/20 22:10,66.27331314,,2/20/20 22:09,0.0028403,,2/20/20 22:09,0.9894589,,2/20/20 22:09,0.0462697,,2/20/20 22:09,0.0143262,,2/20/20 22:09,0.0051348,,2/20/20 22:10,66.27331314,,2/20/20 22:09,0.0064167,,2/20/20 22:09,1.0151356,,2/20/20 22:10,3.142173529,,2/20/20 22:09,0.0435516,,2/20/20 22:09,0.0170969
2/20/20 22:19,0.0046671,,2/20/20 22:20,66.08998222,,2/20/20 22:19,0.0032548,,2/20/20 22:19,1.0021555,,2/20/20 22:19,0.0441262,,2/20/20 22:19,0.0179093,,2/20/20 22:19,0.0050932,,2/20/20 22:20,66.08998222,,2/20/20 22:19,0.002675,,2/20/20 22:19,1.020973,,2/20/20 22:20,3.142075539,,2/20/20 22:19,0.0494372,,2/20/20 22:19,0.0142361
2/20/20 22:29,0.0058556,,2/20/20 22:29,66.31001778,,2/20/20 22:29,0.004974,,2/20/20 22:29,0.9935728,,2/20/20 22:29,0.0425135,,2/20/20 22:29,0.0187309,,2/20/20 22:29,0.0054434,,2/20/20 22:29,66.31001778,,2/20/20 22:29,0.0079052,,2/20/20 22:29,1.0431384,,2/20/20 22:29,3.141978025,,2/20/20 22:29,0.050416,,2/20/20 22:29,0.0172198
2/20/20 22:39,0.0053963,,2/20/20 22:39,66.23666,,2/20/20 22:39,0.003809,,2/20/20 22:39,0.9609333,,2/20/20 22:39,0.0478461,,2/20/20 22:39,0.0156843,,2/20/20 22:39,0.0047455,,2/20/20 22:39,66.23666,,2/20/20 22:39,0.0045537,,2/20/20 22:39,1.0309421,,2/20/20 22:39,3.141685009,,2/20/20 22:39,0.0480026,,2/20/20 22:39,0.014755
2/20/20 22:49,0.0051653,,2/20/20 22:49,65.98000908,,2/20/20 22:49,0.0059188,,2/20/20 22:49,0.9767414,,2/20/20 22:49,0.044593,,2/20/20 22:49,0.0148616,,2/20/20 22:49,0.0046748,,2/20/20 22:49,65.98000908,,2/20/20 22:49,0.0052957,,2/20/20 22:49,1.0428158,,2/20/20 22:49,3.142075539,,2/20/20 22:49,0.0473605,,2/20/20 22:49,0.0189652
2/20/20 22:59,0.005872,,2/20/20 22:59,65.79667816,,2/20/20 22:59,0.0038893,,2/20/20 22:59,1.0047032,,2/20/20 22:59,0.0462552,,2/20/20 22:59,0.0145532,,2/20/20 22:59,0.0044968,,2/20/20 22:59,65.79667816,,2/20/20 22:59,0.0030861,,2/20/20 22:59,1.0632908,,2/20/20 22:59,3.141978025,,2/20/20 22:59,0.0499614,,2/20/20 22:59,0.0218626
2/20/20 23:08,0.005681,,2/20/20 23:09,66.05332565,,2/20/20 23:08,0.0041793,,2/20/20 23:08,0.9868068,,2/20/20 23:08,0.0453196,,2/20/20 23:08,0.0172898,,2/20/20 23:08,0.0049359,,2/20/20 23:09,66.05332565,,2/20/20 23:08,0.003469,,2/20/20 23:08,1.043381,,2/20/20 23:09,3.141782522,,2/20/20 23:08,0.0461628,,2/20/20 23:08,0.0161603
2/20/20 23:19,0.0158673,,2/20/20 23:19,65.79667816,,2/20/20 23:19,0.0261842,,2/20/20 23:19,0.9751961,,2/20/20 23:19,0.0692918,,2/20/20 23:19,0.1200817,,2/20/20 23:19,0.0328222,,2/20/20 23:19,65.79667816,,2/20/20 23:19,0.0539697,,2/20/20 23:19,0.7986462,,2/20/20 23:19,3.141978025,,2/20/20 23:19,0.0571698,,2/20/20 23:19,0.0485194
2/20/20 23:29,0.0348739,,2/20/20 23:29,65.76001816,,2/20/20 23:29,0.0101757,,2/20/20 23:29,15.0932013,,2/20/20 23:29,0.9887826,,2/20/20 23:29,0.0956844,,2/20/20 23:29,0.0267747,,2/20/20 23:29,65.76001816,,2/20/20 23:29,0.0167801,,2/20/20 23:29,16.2472324,,2/20/20 23:29,3.141587257,,2/20/20 23:29,1.0676665,,2/20/20 23:29,0.1389001
2/20/20 23:39,0.0394476,,2/20/20 23:39,65.90665131,,2/20/20 23:39,0.0137234,,2/20/20 23:39,14.1038978,,2/20/20 23:39,1.0848172,,2/20/20 23:39,0.0898527,,2/20/20 23:39,0.0289676,,2/20/20 23:39,65.90665131,,2/20/20 23:39,0.0271295,,2/20/20 23:39,17.0761007,,2/20/20 23:39,3.141391993,,2/20/20 23:39,0.9877392,,2/20/20 23:39,0.1184888
2/20/20 23:49,0.0066567,,2/20/20 23:49,66.31001778,,2/20/20 23:49,0.0065032,,2/20/20 23:49,1.0061023,,2/20/20 23:49,0.0460748,,2/20/20 23:49,0.0202478,,2/20/20 23:49,0.0072219,,2/20/20 23:49,66.31001778,,2/20/20 23:49,0.0076995,,2/20/20 23:49,1.0505062,,2/20/20 23:49,3.141685009,,2/20/20 23:49,0.0466189,,2/20/20 23:49,0.0188818
2/20/20 23:59,0.0060114,,2/21/20 0:00,66.8600174,,2/20/20 23:59,0.0061787,,2/20/20 23:59,0.9882477,,2/20/20 23:59,0.0444724,,2/20/20 23:59,0.0118826,,2/20/20 23:59,0.0041464,,2/21/20 0:00,66.8600174,,2/20/20 23:59,0.0034016,,2/20/20 23:59,1.0344622,,2/21/20 0:00,3.141098738,,2/20/20 23:59,0.0531013,,2/20/20 23:59,0.018662
2/21/20 0:09,0.0055388,,2/21/20 0:10,67.37331581,,2/21/20 0:09,0.0033588,,2/21/20 0:09,0.9667804,,2/21/20 0:09,0.0431012,,2/21/20 0:09,0.0157686,,2/21/20 0:09,0.0050528,,2/21/20 0:10,67.37331581,,2/21/20 0:09,0.0044464,,2/21/20 0:09,1.0347796,,2/21/20 0:10,3.141098738,,2/21/20 0:09,0.0454122,,2/21/20 0:09,0.0155562
2/21/20 0:18,0.0049851,,2/21/20 0:19,67.63000793,,2/21/20 0:18,0.0059187,,2/21/20 0:18,1.0141421,,2/21/20 0:18,0.0406421,,2/21/20 0:18,0.0183209,,2/21/20 0:18,0.0052537,,2/21/20 0:19,67.63000793,,2/21/20 0:18,0.0041378,,2/21/20 0:18,1.04951,,2/21/20 0:19,3.140903473,,2/21/20 0:18,0.0502798,,2/21/20 0:18,0.014793
2/21/20 0:29,0.0049956,,2/21/20 0:30,67.96001663,,2/21/20 0:29,0.003397,,2/21/20 0:29,1.01078,,2/21/20 0:29,0.0395987,,2/21/20 0:29,0.0156067,,2/21/20 0:29,0.0045637,,2/21/20 0:30,67.96001663,,2/21/20 0:29,0.002477,,2/21/20 0:29,1.0632108,,2/21/20 0:30,3.141001225,,2/21/20 0:29,0.0582152,,2/21/20 0:29,0.0163135
2/21/20 0:39,0.0053378,,2/21/20 0:40,67.96001663,,2/21/20 0:39,0.0040096,,2/21/20 0:39,0.9920901,,2/21/20 0:39,0.043778,,2/21/20 0:39,0.0141152,,2/21/20 0:39,0.0044703,,2/21/20 0:40,67.96001663,,2/21/20 0:39,0.0036961,,2/21/20 0:39,1.0205498,,2/21/20 0:40,3.141391993,,2/21/20 0:39,0.0508757,,2/21/20 0:39,0.0159047
2/21/20 0:49,0.0050955,,2/21/20 0:50,68.06998978,,2/21/20 0:49,0.0044826,,2/21/20 0:49,0.9415334,,2/21/20 0:49,0.0455071,,2/21/20 0:49,0.025437,,2/21/20 0:49,0.0087928,,2/21/20 0:50,68.06998978,,2/21/20 0:49,0.0077688,,2/21/20 0:49,0.9993677,,2/21/20 0:50,3.140512943,,2/21/20 0:49,0.0464634,,2/21/20 0:49,0.0144837
2/21/20 0:59,0.0057646,,2/21/20 1:00,68.28998413,,2/21/20 0:59,0.0028739,,2/21/20 0:59,0.9671145,,2/21/20 0:59,0.0469309,,2/21/20 0:59,0.0120166,,2/21/20 0:59,0.0040907,,2/21/20 1:00,68.28998413,,2/21/20 0:59,0.0031166,,2/21/20 0:59,1.0354919,,2/21/20 1:00,3.141489744,,2/21/20 0:59,0.0557044,,2/21/20 0:59,0.0182354
2/21/20 1:09,0.0047629,,2/21/20 1:09,68.14335098,,2/21/20 1:09,0.0028569,,2/21/20 1:09,0.9996078,,2/21/20 1:09,0.0411687,,2/21/20 1:09,0.0177846,,2/21/20 1:09,0.0049533,,2/21/20 1:09,68.14335098,,2/21/20 1:09,0.0060127,,2/21/20 1:09,1.0552391,,2/21/20 1:09,3.140610456,,2/21/20 1:09,0.048524,,2/21/20 1:09,0.0179782
2/21/20 1:19,0.0049667,,2/21/20 1:19,67.88665543,,2/21/20 1:19,0.0029508,,2/21/20 1:19,0.998877,,2/21/20 1:19,0.0439943,,2/21/20 1:19,0.0136867,,2/21/20 1:19,0.0048211,,2/21/20 1:19,67.88665543,,2/21/20 1:19,0.0041726,,2/21/20 1:19,1.0411874,,2/21/20 1:19,3.141001225,,2/21/20 1:19,0.0513272,,2/21/20 1:19,0.0144826
2/21/20 1:28,0.0051517,,2/21/20 1:29,67.88665543,,2/21/20 1:28,0.003075,,2/21/20 1:28,0.9785373,,2/21/20 1:28,0.0403285,,2/21/20 1:28,0.0182909,,2/21/20 1:28,0.0052922,,2/21/20 1:29,67.88665543,,2/21/20 1:28,0.0053085,,2/21/20 1:28,1.0356441,,2/21/20 1:29,3.141098738,,2/21/20 1:28,0.0453447,,2/21/20 1:28,0.0149819
2/21/20 1:39,0.0054963,,2/21/20 1:40,67.59335136,,2/21/20 1:39,0.0043933,,2/21/20 1:39,0.9871618,,2/21/20 1:39,0.0460423,,2/21/20 1:39,0.0162925,,2/21/20 1:39,0.0054049,,2/21/20 1:40,67.59335136,,2/21/20 1:39,0.004075,,2/21/20 1:39,1.039479,,2/21/20 1:40,3.140903473,,2/21/20 1:39,0.0434575,,2/21/20 1:39,0.0161823
2/21/20 1:49,0.0505122,,2/21/20 1:50,67.33665924,,2/21/20 1:49,0.0150081,,2/21/20 1:49,17.8309229,,2/21/20 1:49,0.9214487,,2/21/20 1:49,0.1330993,,2/21/20 1:49,0.0273554,,2/21/20 1:50,67.33665924,,2/21/20 1:49,0.0136,,2/21/20 1:49,19.5528553,,2/21/20 1:50,3.141001225,,2/21/20 1:49,1.3278542,,2/21/20 1:49,0.1584218
2/21/20 1:59,0.0064807,,2/21/20 1:59,67.2266861,,2/21/20 1:59,0.0049909,,2/21/20 1:59,1.0057682,,2/21/20 1:59,0.0497693,,2/21/20 1:59,0.016502,,2/21/20 1:59,0.0038962,,2/21/20 1:59,67.2266861,,2/21/20 1:59,0.0023601,,2/21/20 1:59,1.0304002,,2/21/20 1:59,3.141001225,,2/21/20 1:59,0.0459743,,2/21/20 1:59,0.0170481
2/21/20 2:09,0.0047337,,2/21/20 2:09,67.18998146,,2/21/20 2:09,0.0029859,,2/21/20 2:09,0.9768667,,2/21/20 2:09,0.0472227,,2/21/20 2:09,0.0170114,,2/21/20 2:09,0.0053174,,2/21/20 2:09,67.18998146,,2/21/20 2:09,0.0034448,,2/21/20 2:09,1.0213576,,2/21/20 2:09,3.140903473,,2/21/20 2:09,0.0451151,,2/21/20 2:09,0.0146706
2/21/20 2:19,0.0045757,,2/21/20 2:19,67.18998146,,2/21/20 2:19,0.0027532,,2/21/20 2:19,0.9804376,,2/21/20 2:19,0.039859,,2/21/20 2:19,0.0153347,,2/21/20 2:19,0.0049131,,2/21/20 2:19,67.18998146,,2/21/20 2:19,0.0030546,,2/21/20 2:19,1.0575024,,2/21/20 2:19,3.140805721,,2/21/20 2:19,0.0438064,,2/21/20 2:19,0.0142087
2/21/20 2:29,0.0058937,,2/21/20 2:29,67.11666489,,2/21/20 2:29,0.0050395,,2/21/20 2:29,1.013453,,2/21/20 2:29,0.0407041,,2/21/20 2:29,0.0140231,,2/21/20 2:29,0.0049774,,2/21/20 2:29,67.11666489,,2/21/20 2:29,0.0049151,,2/21/20 2:29,1.023386,,2/21/20 2:29,3.141294241,,2/21/20 2:29,0.0469521,,2/21/20 2:29,0.0216076
2/21/20 2:38,0.0050814,,2/21/20 2:39,67.29999924,,2/21/20 2:38,0.0048288,,2/21/20 2:38,0.9686599,,2/21/20 2:38,0.0472345,,2/21/20 2:38,0.0148321,,2/21/20 2:38,0.0052289,,2/21/20 2:39,67.29999924,,2/21/20 2:38,0.0027633,,2/21/20 2:38,1.0093213,,2/21/20 2:39,3.141391993,,2/21/20 2:38,0.0469797,,2/21/20 2:38,0.0154336
2/21/20 2:48,0.0054852,,2/21/20 2:49,67.00665054,,2/21/20 2:48,0.0030113,,2/21/20 2:48,0.9778691,,2/21/20 2:48,0.0435221,,2/21/20 2:48,0.0151627,,2/21/20 2:48,0.0044211,,2/21/20 2:49,67.00665054,,2/21/20 2:48,0.0037725,,2/21/20 2:48,1.0516984,,2/21/20 2:49,3.140903473,,2/21/20 2:48,0.0508107,,2/21/20 2:48,0.0204955
2/21/20 2:59,0.0057337,,2/21/20 2:59,66.93333397,,2/21/20 2:59,0.0047596,,2/21/20 2:59,0.9808135,,2/21/20 2:59,0.047041,,2/21/20 2:59,0.0160458,,2/21/20 2:59,0.0047076,,2/21/20 2:59,66.93333397,,2/21/20 2:59,0.0026129,,2/21/20 2:59,1.0408055,,2/21/20 2:59,3.140708208,,2/21/20 2:59,0.0536315,,2/21/20 2:59,0.0173156
2/21/20 3:09,0.0057401,,2/21/20 3:09,66.93333397,,2/21/20 3:09,0.0037698,,2/21/20 3:09,0.9969558,,2/21/20 3:09,0.0416169,,2/21/20 3:09,0.012977,,2/21/20 3:09,0.0045033,,2/21/20 3:09,66.93333397,,2/21/20 3:09,0.0029449,,2/21/20 3:09,1.0174788,,2/21/20 3:09,3.140219927,,2/21/20 3:09,0.0444674,,2/21/20 3:09,0.0152557
2/21/20 3:19,0.0052061,,2/21/20 3:19,67.00665054,,2/21/20 3:19,0.0037424,,2/21/20 3:19,0.9785164,,2/21/20 3:19,0.0459541,,2/21/20 3:19,0.0146593,,2/21/20 3:19,0.0053112,,2/21/20 3:19,67.00665054,,2/21/20 3:19,0.0056667,,2/21/20 3:19,1.0242298,,2/21/20 3:19,3.140805721,,2/21/20 3:19,0.0444259,,2/21/20 3:19,0.0140793
2/21/20 3:29,0.0057481,,2/21/20 3:29,66.60332527,,2/21/20 3:29,0.0042674,,2/21/20 3:29,0.997979,,2/21/20 3:29,0.0436262,,2/21/20 3:29,0.0147497,,2/21/20 3:29,0.0051018,,2/21/20 3:29,66.60332527,,2/21/20 3:29,0.0056524,,2/21/20 3:29,1.0495333,,2/21/20 3:29,3.140708208,,2/21/20 3:29,0.0492899,,2/21/20 3:29,0.017591
2/21/20 3:39,0.0048586,,2/21/20 3:50,66.31001778,,2/21/20 3:39,0.002252,,2/21/20 3:39,0.9715625,,2/21/20 3:39,0.0531808,,2/21/20 3:39,0.0134622,,2/21/20 3:39,0.0050009,,2/21/20 3:50,66.31001778,,2/21/20 3:39,0.0038432,,2/21/20 3:39,1.054501,,2/21/20 3:50,3.140415192,,2/21/20 3:39,0.052218,,2/21/20 3:39,0.0154422
2/21/20 3:49,0.0052825,,2/21/20 3:59,66.05332565,,2/21/20 3:49,0.0042428,,2/21/20 3:49,1.0057682,,2/21/20 3:49,0.039205,,2/21/20 3:49,0.0154317,,2/21/20 3:49,0.0039922,,2/21/20 3:59,66.05332565,,2/21/20 3:49,0.002846,,2/21/20 3:49,1.0400313,,2/21/20 3:59,3.140708208,,2/21/20 3:49,0.0612398,,2/21/20 3:49,0.0177597
2/21/20 3:58,0.0055993,,2/21/20 4:10,65.76001816,,2/21/20 3:58,0.0024355,,2/21/20 3:58,0.9923407,,2/21/20 3:58,0.0439688,,2/21/20 3:58,0.0166598,,2/21/20 3:58,0.0044133,,2/21/20 4:10,65.76001816,,2/21/20 3:58,0.0026288,,2/21/20 3:58,1.0490146,,2/21/20 4:10,3.140708208,,2/21/20 3:58,0.051788,,2/21/20 3:58,0.0164116
2/21/20 4:09,0.0046796,,2/21/20 4:20,65.43000946,,2/21/20 4:09,0.0041876,,2/21/20 4:09,1.0030744,,2/21/20 4:09,0.0396922,,2/21/20 4:09,0.015853,,2/21/20 4:09,0.0052729,,2/21/20 4:20,65.43000946,,2/21/20 4:09,0.0032804,,2/21/20 4:09,1.0519978,,2/21/20 4:20,3.141098738,,2/21/20 4:09,0.0536368,,2/21/20 4:09,0.0139504
2/21/20 4:19,0.0046267,,2/21/20 4:30,65.31999168,,2/21/20 4:19,0.00413,,2/21/20 4:19,0.9866189,,2/21/20 4:19,0.0449732,,2/21/20 4:19,0.0149878,,2/21/20 4:19,0.0048999,,2/21/20 4:30,65.31999168,,2/21/20 4:19,0.0025963,,2/21/20 4:19,1.0377396,,2/21/20 4:30,3.140805721,,2/21/20 4:19,0.0526258,,2/21/20 4:19,0.0150256
2/21/20 4:29,0.0047265,,2/21/20 4:40,65.1733139,,2/21/20 4:29,0.0030408,,2/21/20 4:29,0.9943872,,2/21/20 4:29,0.0459768,,2/21/20 4:29,0.0158949,,2/21/20 4:29,0.0047151,,2/21/20 4:40,65.1733139,,2/21/20 4:29,0.0045288,,2/21/20 4:29,1.0320544,,2/21/20 4:40,3.140415192,,2/21/20 4:29,0.0489742,,2/21/20 4:29,0.0158652
2/21/20 4:39,0.0050825,,2/21/20 4:49,65.10000076,,2/21/20 4:39,0.0027311,,2/21/20 4:39,0.9783911,,2/21/20 4:39,0.0413728,,2/21/20 4:39,0.0152843,,2/21/20 4:39,0.0052936,,2/21/20 4:49,65.10000076,,2/21/20 4:39,0.0041693,,2/21/20 4:39,1.0199537,,2/21/20 4:49,3.140805721,,2/21/20 4:39,0.0509502,,2/21/20 4:39,0.0185055
2/21/20 4:49,0.0045176,,2/21/20 4:59,64.69667549,,2/21/20 4:49,0.0018914,,2/21/20 4:49,1.0047032,,2/21/20 4:49,0.0451199,,2/21/20 4:49,0.0155328,,2/21/20 4:49,0.0056781,,2/21/20 4:59,64.69667549,,2/21/20 4:49,0.0040909,,2/21/20 4:49,1.0507901,,2/21/20 4:59,3.140512943,,2/21/20 4:49,0.046949,,2/21/20 4:49,0.0159069
2/21/20 4:59,0.0052732,,2/21/20 5:09,64.73333206,,2/21/20 4:59,0.0038085,,2/21/20 4:59,0.9956193,,2/21/20 4:59,0.0435689,,2/21/20 4:59,0.0124054,,2/21/20 4:59,0.0044167,,2/21/20 5:09,64.73333206,,2/21/20 4:59,0.0034009,,2/21/20 4:59,1.0630198,,2/21/20 5:09,3.140610456,,2/21/20 4:59,0.0531855,,2/21/20 4:59,0.0150864
2/21/20 5:08,0.0051182,,2/21/20 5:20,64.58665771,,2/21/20 5:08,0.0041816,,2/21/20 5:08,0.9538959,,2/21/20 5:08,0.0387579,,2/21/20 5:08,0.0157463,,2/21/20 5:08,0.0049668,,2/21/20 5:20,64.58665771,,2/21/20 5:08,0.0042324,,2/21/20 5:08,1.0360441,,2/21/20 5:20,3.140219927,,2/21/20 5:08,0.0432853,,2/21/20 5:08,0.0160697
2/21/20 5:19,0.0049837,,2/21/20 5:30,64.69667549,,2/21/20 5:19,0.0030856,,2/21/20 5:19,0.9960578,,2/21/20 5:19,0.0512724,,2/21/20 5:19,0.015534,,2/21/20 5:19,0.0045649,,2/21/20 5:30,64.69667549,,2/21/20 5:19,0.003075,,2/21/20 5:19,1.0233679,,2/21/20 5:30,3.139926672,,2/21/20 5:19,0.0524799,,2/21/20 5:19,0.0177072
2/21/20 5:29,0.0049057,,2/21/20 5:40,64.40332336,,2/21/20 5:29,0.0035274,,2/21/20 5:29,0.9643789,,2/21/20 5:29,0.0412593,,2/21/20 5:29,0.0151319,,2/21/20 5:29,0.0052227,,2/21/20 5:40,64.40332336,,2/21/20 5:29,0.0038807,,2/21/20 5:29,1.031946,,2/21/20 5:40,3.140610456,,2/21/20 5:29,0.0453248,,2/21/20 5:29,0.0163161
2/21/20 5:39,0.0055554,,2/21/20 5:49,64.25664902,,2/21/20 5:39,0.0023645,,2/21/20 5:39,1.0123045,,2/21/20 5:39,0.0481788,,2/21/20 5:39,0.0156799,,2/21/20 5:39,0.0058883,,2/21/20 5:49,64.25664902,,2/21/20 5:39,0.0051729,,2/21/20 5:39,1.0284854,,2/21/20 5:49,3.14031744,,2/21/20 5:39,0.0451285,,2/21/20 5:39,0.0185535
2/21/20 5:49,0.0058668,,2/21/20 5:59,64.07331467,,2/21/20 5:49,0.0044036,,2/21/20 5:49,0.998167,,2/21/20 5:49,0.0398673,,2/21/20 5:49,0.0126152,,2/21/20 5:49,0.0041455,,2/21/20 5:59,64.07331467,,2/21/20 5:49,0.001914,,2/21/20 5:49,1.0301912,,2/21/20 5:59,3.140415192,,2/21/20 5:49,0.0483948,,2/21/20 5:49,0.0164907
2/21/20 5:58,0.0050108,,2/21/20 6:10,64.00000153,,2/21/20 5:58,0.0026124,,2/21/20 5:58,1.006875,,2/21/20 5:58,0.0445831,,2/21/20 5:58,0.0134666,,2/21/20 5:58,0.0041562,,2/21/20 6:10,64.00000153,,2/21/20 5:58,0.0020082,,2/21/20 5:58,1.0257576,,2/21/20 6:10,3.140219927,,2/21/20 5:58,0.0517557,,2/21/20 5:58,0.018724
2/21/20 6:09,0.0041594,,2/21/20 6:20,63.7066494,,2/21/20 6:09,0.0021046,,2/21/20 6:09,0.9847394,,2/21/20 6:09,0.0509489,,2/21/20 6:09,0.0166464,,2/21/20 6:09,0.0050411,,2/21/20 6:20,63.7066494,,2/21/20 6:09,0.0029338,,2/21/20 6:09,1.0256699,,2/21/20 6:20,3.139926672,,2/21/20 6:09,0.0469644,,2/21/20 6:09,0.013984
2/21/20 6:19,0.0052138,,2/21/20 6:30,63.88998032,,2/21/20 6:19,0.0065936,,2/21/20 6:19,1.0065826,,2/21/20 6:19,0.0447674,,2/21/20 6:19,0.0167184,,2/21/20 6:19,0.0049246,,2/21/20 6:30,63.88998032,,2/21/20 6:19,0.003161,,2/21/20 6:19,1.0152182,,2/21/20 6:30,3.140024424,,2/21/20 6:19,0.0453419,,2/21/20 6:19,0.0144906
2/21/20 6:29,0.0056303,,2/21/20 6:40,63.63333282,,2/21/20 6:29,0.0056089,,2/21/20 6:29,0.9864727,,2/21/20 6:29,0.0446345,,2/21/20 6:29,0.0166324,,2/21/20 6:29,0.0058464,,2/21/20 6:40,63.63333282,,2/21/20 6:29,0.0034813,,2/21/20 6:29,1.0249602,,2/21/20 6:40,3.139536142,,2/21/20 6:29,0.048301,,2/21/20 6:29,0.0181669
2/21/20 6:39,0.0060592,,2/21/20 6:49,63.66999283,,2/21/20 6:39,0.0036257,,2/21/20 6:39,0.9550862,,2/21/20 6:39,0.044977,,2/21/20 6:39,0.0156294,,2/21/20 6:39,0.0042157,,2/21/20 6:49,63.66999283,,2/21/20 6:39,0.0035478,,2/21/20 6:39,1.0466094,,2/21/20 6:49,3.140121937,,2/21/20 6:39,0.0459035,,2/21/20 6:39,0.0207829
